"EwE_num","EwE_name","Common","Sciname","Genus","Species","ID_sp"
"49","Benthic coastal invertebrate feeders","bearded brotula","brotula barbata","brotula","barbata","Sp_946"
"49","Benthic coastal invertebrate feeders","bigeye searobin","prionotus rubio","prionotus","rubio","Sp_947"
"49","Benthic coastal invertebrate feeders","bighead searobin","prionotus tribulus","prionotus","tribulus","Sp_948"
"49","Benthic coastal invertebrate feeders","blackwing searobin","prionotus rubio","prionotus","rubio","Sp_949"
"49","Benthic coastal invertebrate feeders","blotched cusk-eel","ophidion grayi","ophidion","grayi","Sp_950"
"49","Benthic coastal invertebrate feeders","blotched snake eel","callechelys muraena","callechelys","muraena","Sp_951"
"49","Benthic coastal invertebrate feeders","brotula, bearded","brotula barbata","brotula","barbata","Sp_952"
"49","Benthic coastal invertebrate feeders","carolina hake","urophycis earlli","urophycis","earlli","Sp_953"
"49","Benthic coastal invertebrate feeders","code goby","gobiosoma robustum","gobiosoma","robustum","Sp_954"
"49","Benthic coastal invertebrate feeders","conger eel","conger oceanicus","conger","oceanicus","Sp_955"
"49","Benthic coastal invertebrate feeders","cusk","brosme brosme","brosme","brosme","Sp_956"
"49","Benthic coastal invertebrate feeders","dusky flounder","syacium papillosum","syacium","papillosum","Sp_957"
"49","Benthic coastal invertebrate feeders","dwarf sand perch","diplectrum bivittatum","diplectrum","bivittatum","Sp_958"
"49","Benthic coastal invertebrate feeders","eel, american","anguilla rostrata","anguilla","rostrata","Sp_959"
"49","Benthic coastal invertebrate feeders","eel, conger","conger oceanicus","conger","oceanicus","Sp_960"
"49","Benthic coastal invertebrate feeders","flounder, witch","glyptocephalus cynoglossus","glyptocephalus","cynoglossus","Sp_961"
"49","Benthic coastal invertebrate feeders","flying gurnard","dactylopterus volitans","dactylopterus","volitans","Sp_962"
"49","Benthic coastal invertebrate feeders","goldspotted eel","myrichthys ocellatus","myrichthys","ocellatus","Sp_963"
"49","Benthic coastal invertebrate feeders","gray flounder","etropus rimosus","etropus","rimosus","Sp_964"
"49","Benthic coastal invertebrate feeders","gulf hake","urophycis cirrata","urophycis","cirrata","Sp_965"
"49","Benthic coastal invertebrate feeders","gulf stream flounder","citharichthys arctifrons","citharichthys","arctifrons","Sp_966"
"49","Benthic coastal invertebrate feeders","hake, white","urophycis tenuis","urophycis","tenuis","Sp_967"
"49","Benthic coastal invertebrate feeders","hogchoker","trinectes maculatus","trinectes","maculatus","Sp_968"
"49","Benthic coastal invertebrate feeders","leopard searobin","prionotus scitulus","prionotus","scitulus","Sp_969"
"49","Benthic coastal invertebrate feeders","lined sole","achirus lineatus","achirus","lineatus","Sp_970"
"49","Benthic coastal invertebrate feeders","lyre goby","evorthodus lyricus","evorthodus","lyricus","Sp_971"
"49","Benthic coastal invertebrate feeders","naked sole","gymnachirus melas","gymnachirus","melas","Sp_972"
"49","Benthic coastal invertebrate feeders","neon goby","gobiosoma oceanops","gobiosoma","oceanops","Sp_973"
"49","Benthic coastal invertebrate feeders","northern searobin","prionotus carolinus","prionotus","carolinus","Sp_974"
"49","Benthic coastal invertebrate feeders","ocellated flounder","ancylopsetta quadrocellata","ancylopsetta","quadrocellata","Sp_975"
"49","Benthic coastal invertebrate feeders","palespotted eel","ophichthus puncticeps","ophichthus","puncticeps","Sp_976"
"49","Benthic coastal invertebrate feeders","polka-dot batfish","ogcocephalus radiatus","ogcocephalus","radiatus","Sp_977"
"49","Benthic coastal invertebrate feeders","red hake","urophycis chuss","urophycis","chuss","Sp_978"
"49","Benthic coastal invertebrate feeders","sand perch","diplectrum formosum","diplectrum","formosum","Sp_979"
"49","Benthic coastal invertebrate feeders","shoal flounder","syacium gunteri","syacium","gunteri","Sp_980"
"49","Benthic coastal invertebrate feeders","shorttail snake eel","callechelys guiniensis","callechelys","guiniensis","Sp_981"
"49","Benthic coastal invertebrate feeders","southern hake","urophycis floridana","urophycis","floridana","Sp_982"
"49","Benthic coastal invertebrate feeders","spiny searobin","prionotus alatus","prionotus","alatus","Sp_983"
"49","Benthic coastal invertebrate feeders","spotted whiff","citharichthys macrops","citharichthys","macrops","Sp_984"
"49","Benthic coastal invertebrate feeders","tricorn batfish","zalieutes mcgintyi","zalieutes","mcgintyi","Sp_985"
"49","Benthic coastal invertebrate feeders","whip eel","bascanichthys scuticaris","bascanichthys","scuticaris","Sp_986"
"49","Benthic coastal invertebrate feeders","yellow conger","hildebrandia flava","hildebrandia","flava","Sp_987"
"49","Benthic coastal invertebrate feeders","cusk eel","abyssobrotula galatheae","abyssobrotula","galatheae","Sp_988"
"49","Benthic coastal invertebrate feeders","blackspot bandfish","acanthocepola limbata","acanthocepola","limbata","Sp_989"
"49","Benthic coastal invertebrate feeders","american sand lance","ammodytes americanus","ammodytes","americanus","Sp_990"
"49","Benthic coastal invertebrate feeders","northern sand lance","ammodytes dubius","ammodytes","dubius","Sp_991"
"49","Benthic coastal invertebrate feeders","sand lance","ammodytes sp","ammodytes","sp","Sp_992"
"49","Benthic coastal invertebrate feeders","ocellated flounder","ancylopsetta ommata","ancylopsetta","ommata","Sp_993"
"49","Benthic coastal invertebrate feeders","eel","anguilla sp","anguilla","sp","Sp_994"
"49","Benthic coastal invertebrate feeders","finless eel","apterichthus equatorialis","apterichthus","equatorialis","Sp_995"
"49","Benthic coastal invertebrate feeders","conger","ariosoma opisthophthalma","ariosoma","opisthophthalma","Sp_996"
"49","Benthic coastal invertebrate feeders","cape scaldfish","arnoglossus capensis","arnoglossus","capensis","Sp_997"
"49","Benthic coastal invertebrate feeders","mud sole","austroglossus pectoralis","austroglossus","pectoralis","Sp_998"
"49","Benthic coastal invertebrate feeders","frillfin goby","bathygobius soporator","bathygobius","soporator","Sp_999"
"49","Benthic coastal invertebrate feeders","horned searobin","bellator militaris","bellator","militaris","Sp_1000"
"49","Benthic coastal invertebrate feeders","eyed flounder","bothus ocellatus","bothus","ocellatus","Sp_1001"
"49","Benthic coastal invertebrate feeders","lancelet","branchiostoma platae","branchiostoma","platae","Sp_1002"
"49","Benthic coastal invertebrate feeders","lancelet","branchiostoma sp","branchiostoma","sp","Sp_1003"
"49","Benthic coastal invertebrate feeders","brotula","brotula barbata","brotula","barbata","Sp_1004"
"49","Benthic coastal invertebrate feeders","brotula","brotula sp","brotula","sp","Sp_1005"
"49","Benthic coastal invertebrate feeders","gurnard","cephalacanthus sp","cephalacanthus","sp","Sp_1006"
"49","Benthic coastal invertebrate feeders","red bandfish","cepola macrophthalma","cepola","macrophthalma","Sp_1007"
"49","Benthic coastal invertebrate feeders","gurnard","chelidonichthys sp","chelidonichthys","sp","Sp_1008"
"49","Benthic coastal invertebrate feeders","spotted cuskeel","chilara taylori","chilara","taylori","Sp_1009"
"49","Benthic coastal invertebrate feeders","conger","chlopsis taiwanensis","chlopsis","taiwanensis","Sp_1010"
"49","Benthic coastal invertebrate feeders","pacific sanddab","citharichthys sordidus","citharichthys","sordidus","Sp_1011"
"49","Benthic coastal invertebrate feeders","european conger","conger conger","conger","conger","Sp_1012"
"49","Benthic coastal invertebrate feeders","american conger","conger oceanicus","conger","oceanicus","Sp_1013"
"49","Benthic coastal invertebrate feeders","argentine conger","conger orbygnianus","conger","orbygnianus","Sp_1014"
"49","Benthic coastal invertebrate feeders","conger","conger sp","conger","sp","Sp_1015"
"49","Benthic coastal invertebrate feeders","pallid goby","coryphopterus eidolon","coryphopterus","eidolon","Sp_1016"
"49","Benthic coastal invertebrate feeders","bridled goby","coryphopterus glaucofraenum","coryphopterus","glaucofraenum","Sp_1017"
"49","Benthic coastal invertebrate feeders","bandtail goby","coryphopterus thrix","coryphopterus","thrix","Sp_1018"
"49","Benthic coastal invertebrate feeders","wrymouth","cryptacanthodes masculatus","cryptacanthodes","masculatus","Sp_1019"
"49","Benthic coastal invertebrate feeders","darter goby","ctenogobius boleosoma","ctenogobius","boleosoma","Sp_1020"
"49","Benthic coastal invertebrate feeders","sand tonguefish","cynoglossus capensis","cynoglossus","capensis","Sp_1021"
"49","Benthic coastal invertebrate feeders","flying gurnard","dactyloptena sp","dactyloptena","sp","Sp_1022"
"49","Benthic coastal invertebrate feeders","inshore sand perch","diplectrum pacificum","diplectrum","pacificum","Sp_1023"
"49","Benthic coastal invertebrate feeders","sand perch","diplectrum sp","diplectrum","sp","Sp_1024"
"49","Benthic coastal invertebrate feeders","fourbeard rockling","enchelyopus cimbrius","enchelyopus","cimbrius","Sp_1025"
"49","Benthic coastal invertebrate feeders","american spiny flounder","engyophrys senta","engyophrys","senta","Sp_1026"
"49","Benthic coastal invertebrate feeders","fringed flounder","etropus crossotus","etropus","crossotus","Sp_1027"
"49","Benthic coastal invertebrate feeders","smallmouth flounder","etropus microstomus","etropus","microstomus","Sp_1028"
"49","Benthic coastal invertebrate feeders","gray flounder","etropus sp","etropus","sp","Sp_1029"
"49","Benthic coastal invertebrate feeders","grey gurnard","eutrigla gurnardus","eutrigla","gurnardus","Sp_1030"
"49","Benthic coastal invertebrate feeders","atlantic cod","gadus morhua","gadus","morhua","Sp_1031"
"49","Benthic coastal invertebrate feeders","threadfin","galeoides sp","galeoides","sp","Sp_1032"
"49","Benthic coastal invertebrate feeders","shrimp flounder","gastropsetta frontalis","gastropsetta","frontalis","Sp_1033"
"49","Benthic coastal invertebrate feeders","kingklip","genypterus capensis","genypterus","capensis","Sp_1034"
"49","Benthic coastal invertebrate feeders","rock ling","genypterus tigerinus","genypterus","tigerinus","Sp_1035"
"49","Benthic coastal invertebrate feeders","goldspot goby","gnatholepis thompsoni","gnatholepis","thompsoni","Sp_1036"
"49","Benthic coastal invertebrate feeders","darter goby","gobionellus bolesoma","gobionellus","bolesoma","Sp_1037"
"49","Benthic coastal invertebrate feeders","highfin goby","gobionellus hastata","gobionellus","hastata","Sp_1038"
"49","Benthic coastal invertebrate feeders","goby","gobionellus munizi","gobionellus","munizi","Sp_1039"
"49","Benthic coastal invertebrate feeders","naked goby","gobiosoma bosci","gobiosoma","bosci","Sp_1040"
"49","Benthic coastal invertebrate feeders","goby","gobiosoma sp","gobiosoma","sp","Sp_1041"
"49","Benthic coastal invertebrate feeders","black goby","gobius niger","gobius","niger","Sp_1042"
"49","Benthic coastal invertebrate feeders","goby","gobius sp","gobius","sp","Sp_1043"
"49","Benthic coastal invertebrate feeders","sand eel","gonorynchus gonorynchus","gonorynchus","gonorynchus","Sp_1044"
"49","Benthic coastal invertebrate feeders","whiting","haletta semifaciata","haletta","semifaciata","Sp_1045"
"49","Benthic coastal invertebrate feeders","pancake batfish","halieutichthys aculeatus","halieutichthys","aculeatus","Sp_1046"
"49","Benthic coastal invertebrate feeders","american plaice","hippoglossoides platessoides","hippoglossoides","platessoides","Sp_1047"
"49","Benthic coastal invertebrate feeders","blue goby","ioglossus calliurus","ioglossus","calliurus","Sp_1048"
"49","Benthic coastal invertebrate feeders","carol's gurnard","lepidotrigla carolae","lepidotrigla","carolae","Sp_1049"
"49","Benthic coastal invertebrate feeders","fawn cusk eel","lepophidium cervinum","lepophidium","cervinum","Sp_1050"
"49","Benthic coastal invertebrate feeders","blackedge cusk eel","lepophidium graellsi","lepophidium","graellsi","Sp_1051"
"49","Benthic coastal invertebrate feeders","mottled cusk eel","lepophidium jeannae","lepophidium","jeannae","Sp_1052"
"49","Benthic coastal invertebrate feeders","fawn cusk eel","lepophidium profundorum","lepophidium","profundorum","Sp_1053"
"49","Benthic coastal invertebrate feeders","cusk eel","lepophidium sp","lepophidium","sp","Sp_1054"
"49","Benthic coastal invertebrate feeders","snake eel","leptocephalus sp","leptocephalus","sp","Sp_1055"
"49","Benthic coastal invertebrate feeders","yellowtail flounder","limanda ferruginea","limanda","ferruginea","Sp_1056"
"49","Benthic coastal invertebrate feeders","common dab","limanda limanda","limanda","limanda","Sp_1057"
"49","Benthic coastal invertebrate feeders","dab","limanda sp","limanda","sp","Sp_1058"
"49","Benthic coastal invertebrate feeders","crested goby","lophogobius cyprinoides","lophogobius","cyprinoides","Sp_1059"
"49","Benthic coastal invertebrate feeders","flat-headed goby","luciogobius gutattus","luciogobius","gutattus","Sp_1060"
"49","Benthic coastal invertebrate feeders","ocean pout","macrozoarces americanus","macrozoarces","americanus","Sp_1061"
"49","Benthic coastal invertebrate feeders","haddock","melanogrammus aeglefinus","melanogrammus","aeglefinus","Sp_1062"
"49","Benthic coastal invertebrate feeders","whiting","merlangius merlangius","merlangius","merlangius","Sp_1063"
"49","Benthic coastal invertebrate feeders","silver hake","merluccius bilinearis","merluccius","bilinearis","Sp_1064"
"49","Benthic coastal invertebrate feeders","cape hake","merluccius capensis","merluccius","capensis","Sp_1065"
"49","Benthic coastal invertebrate feeders","peruvian hake","merluccius gayi","merluccius","gayi","Sp_1066"
"49","Benthic coastal invertebrate feeders","argentine hake","merluccius hubbsi","merluccius","hubbsi","Sp_1067"
"49","Benthic coastal invertebrate feeders","european hake","merluccius merluccius","merluccius","merluccius","Sp_1068"
"49","Benthic coastal invertebrate feeders","north pacific hake","merluccius productus","merluccius","productus","Sp_1069"
"49","Benthic coastal invertebrate feeders","hake","merluccius sp","merluccius","sp","Sp_1070"
"49","Benthic coastal invertebrate feeders","seminole goby","microgobius carri","microgobius","carri","Sp_1071"
"49","Benthic coastal invertebrate feeders","clown goby","microgobius gulosus","microgobius","gulosus","Sp_1072"
"49","Benthic coastal invertebrate feeders","blue whiting","micromesistius poutassou","micromesistius","poutassou","Sp_1073"
"49","Benthic coastal invertebrate feeders","ling","molva molva","molva","molva","Sp_1074"
"49","Benthic coastal invertebrate feeders","shorthorn sculpin","myoxocephalus scorpius","myoxocephalus","scorpius","Sp_1075"
"49","Benthic coastal invertebrate feeders","japanese threadfin bream","nemipterus japonicus","nemipterus","japonicus","Sp_1076"
"49","Benthic coastal invertebrate feeders","mauvelip threadfin bream","nemipterus mesoprion","nemipterus","mesoprion","Sp_1077"
"49","Benthic coastal invertebrate feeders","notchedfin threadfin bream","nemipterus peronii","nemipterus","peronii","Sp_1078"
"49","Benthic coastal invertebrate feeders","threadfin bream","nemipterus sp","nemipterus","sp","Sp_1079"
"49","Benthic coastal invertebrate feeders","golden threadfin bream","nemipterus virgatus","nemipterus","virgatus","Sp_1080"
"49","Benthic coastal invertebrate feeders","shortnose batfish","ogcocephalus nasutus","ogcocephalus","nasutus","Sp_1081"
"49","Benthic coastal invertebrate feeders","band cusk eel","ophidion holbrooki","ophidion","holbrooki","Sp_1082"
"49","Benthic coastal invertebrate feeders","striped cusk eel","ophidion marginatum","ophidion","marginatum","Sp_1083"
"49","Benthic coastal invertebrate feeders","cusk eel","ophidion sp","ophidion","sp","Sp_1084"
"49","Benthic coastal invertebrate feeders","crested cusk eel","ophidion welshi","ophidion","welshi","Sp_1085"
"49","Benthic coastal invertebrate feeders","yellowhead jawfish","opistognathus aurifrons","opistognathus","aurifrons","Sp_1086"
"49","Benthic coastal invertebrate feeders","moustache jawfish","opistognathus lonchurus","opistognathus","lonchurus","Sp_1087"
"49","Benthic coastal invertebrate feeders","spotfin jawfish","opistognathus robinsi","opistognathus","robinsi","Sp_1088"
"49","Benthic coastal invertebrate feeders","jawfish","opistognathus sp","opistognathus","sp","Sp_1089"
"49","Benthic coastal invertebrate feeders","tonguesole","paraplagusia unicolor","paraplagusia","unicolor","Sp_1090"
"49","Benthic coastal invertebrate feeders","threadfin bream","pentapodus sp","pentapodus","sp","Sp_1091"
"49","Benthic coastal invertebrate feeders","greater forkbeard","phycis blennoides","phycis","blennoides","Sp_1092"
"49","Benthic coastal invertebrate feeders","starry flounder","platichthys stellatus","platichthys","stellatus","Sp_1093"
"49","Benthic coastal invertebrate feeders","yellowtail flounder","pleuronectes ferruginus","pleuronectes","ferruginus","Sp_1094"
"49","Benthic coastal invertebrate feeders","plaice","pleuronectes platessa","pleuronectes","platessa","Sp_1095"
"49","Benthic coastal invertebrate feeders","pollock","pollachius pollachius","pollachius","pollachius","Sp_1096"
"49","Benthic coastal invertebrate feeders","saithe","pollachius virens","pollachius","virens","Sp_1097"
"49","Benthic coastal invertebrate feeders","yellow bobo","polydactylus opercularis","polydactylus","opercularis","Sp_1098"
"49","Benthic coastal invertebrate feeders","barbu threadfin","polydactylus virginicus","polydactylus","virginicus","Sp_1099"
"49","Benthic coastal invertebrate feeders","threadfin","polynemus sp","polynemus","sp","Sp_1100"
"49","Benthic coastal invertebrate feeders","barred searobin","prionotus martis","prionotus","martis","Sp_1101"
"49","Benthic coastal invertebrate feeders","bluewing searobin","prionotus punctatus","prionotus","punctatus","Sp_1102"
"49","Benthic coastal invertebrate feeders","bluespotted searobin","prionotus roseus","prionotus","roseus","Sp_1103"
"49","Benthic coastal invertebrate feeders","searobin","prionotus sp","prionotus","sp","Sp_1104"
"49","Benthic coastal invertebrate feeders","shortwing searobin","prionotus stearnsi","prionotus","stearnsi","Sp_1105"
"49","Benthic coastal invertebrate feeders","winter flounder","pseudopleuronectes americanus","pseudopleuronectes","americanus","Sp_1106"
"49","Benthic coastal invertebrate feeders","small-toothed flounder","pseudorhombus jenynsii","pseudorhombus","jenynsii","Sp_1107"
"49","Benthic coastal invertebrate feeders","blue goby","ptereleotris calliurus","ptereleotris","calliurus","Sp_1108"
"49","Benthic coastal invertebrate feeders","cusk-eel","raneya fluminensis","raneya","fluminensis","Sp_1109"
"49","Benthic coastal invertebrate feeders","windowpane","scophthalamus aquosus","scophthalamus","aquosus","Sp_1110"
"49","Benthic coastal invertebrate feeders","smoothhead scorpionfish","scorpaena calcarata","scorpaena","calcarata","Sp_1111"
"49","Benthic coastal invertebrate feeders","cabezon","scorpaenichthys marmoratus","scorpaenichthys","marmoratus","Sp_1112"
"49","Benthic coastal invertebrate feeders","smelt-whiting","sillago sp","sillago","sp","Sp_1113"
"49","Benthic coastal invertebrate feeders","dusky flounder","syacium sp","syacium","sp","Sp_1114"
"49","Benthic coastal invertebrate feeders","blackcheek tonguefish","symphurus plagiusa","symphurus","plagiusa","Sp_1115"
"49","Benthic coastal invertebrate feeders","tonguefish","symphurus sp","symphurus","sp","Sp_1116"
"49","Benthic coastal invertebrate feeders","tesselated tonguefish","symphurus tessellatus","symphurus","tessellatus","Sp_1117"
"49","Benthic coastal invertebrate feeders","sea scorpion","taurulus bubalis","taurulus","bubalis","Sp_1118"
"49","Benthic coastal invertebrate feeders","weaverfish","trachinus draco","trachinus","draco","Sp_1119"
"49","Benthic coastal invertebrate feeders","weaver","trachinus sp","trachinus","sp","Sp_1120"
"49","Benthic coastal invertebrate feeders","tub gurnard","trigla lucerna","trigla","lucerna","Sp_1121"
"49","Benthic coastal invertebrate feeders","sea robin","triglid sp","triglid","sp","Sp_1122"
"49","Benthic coastal invertebrate feeders","whiting-pout","trisopterus luscus","trisopterus","luscus","Sp_1123"
"49","Benthic coastal invertebrate feeders","pouting/poor cod","trisopterus sp","trisopterus","sp","Sp_1124"
"49","Benthic coastal invertebrate feeders","codling","urophycis brasiliensis","urophycis","brasiliensis","Sp_1125"
"49","Benthic coastal invertebrate feeders","hake","urophycis mistacea","urophycis","mistacea","Sp_1126"
"49","Benthic coastal invertebrate feeders","spotted codling","urophycis regia","urophycis","regia","Sp_1127"
"49","Benthic coastal invertebrate feeders","spotted hake","urophycis regia","urophycis","regia","Sp_1128"
"49","Benthic coastal invertebrate feeders","hake","urophycis sp","urophycis","sp","Sp_1129"
"49","Benthic coastal invertebrate feeders","white hake","urophycis tenuis","urophycis","tenuis","Sp_1130"
"50","Tilefish","blackline tilefish","caulolatilus cyanops","caulolatilus","cyanops","Sp_1131"
"50","Tilefish","blueline tilefish","caulolatilus microps","caulolatilus","microps","Sp_1132"
"50","Tilefish","sand tilefish","malacanthus plumieri","malacanthus","plumieri","Sp_1133"
"50","Tilefish","tilefish","lopholatilus chamaeleonticeps","lopholatilus","chamaeleonticeps","Sp_1134"
"50","Tilefish","tilefish, blackline","caulolatilus cyanops","caulolatilus","cyanops","Sp_1135"
"50","Tilefish","tilefish, blueline","caulolatilus microps","caulolatilus","microps","Sp_1136"
"50","Tilefish","tilefish, goldface","caulolatilus chrysops","caulolatilus","chrysops","Sp_1137"
"50","Tilefish","tilefish, sand","malacanthus plumieri","malacanthus","plumieri","Sp_1138"
"50","Tilefish","silver horsehead","branchiostegus argentatus","branchiostegus","argentatus","Sp_1139"
"50","Tilefish","golden tilefish","lopholatilus chamaeleonticeps","lopholatilus","chamaeleonticeps","Sp_1140"
"50","Tilefish","great northern tilefish","lopholatilus chamaeleonticeps","lopholatilus","chamaeleonticeps","Sp_1141"
"51","Gray triggerfish","gray triggerfish","balistes capriscus","balistes","capriscus","Sp_1142"
"51","Gray triggerfish","triggerfish, gray","balistes capriscus","balistes","capriscus","Sp_1143"
"52","Coastal omnivores","atlantic spadefish","chaetodipterus faber","chaetodipterus","faber","Sp_1144"
"52","Coastal omnivores","ballonfish","diodon holocanthus","diodon","holocanthus","Sp_1145"
"52","Coastal omnivores","honeycomb cowfish","acanthostracion polygonius","acanthostracion","polygonius","Sp_1146"
"52","Coastal omnivores","honeycomb cowfish","lactophrys polygonia","lactophrys","polygonia","Sp_1147"
"52","Coastal omnivores","ocean triggerfish","canthidermis sufflamen","canthidermis","sufflamen","Sp_1148"
"52","Coastal omnivores","oceanic puffer","lagocephalus lagocephalus","lagocephalus","lagocephalus","Sp_1149"
"52","Coastal omnivores","orange filefish","aluterus schoepfi","aluterus","schoepfi","Sp_1150"
"52","Coastal omnivores","pinfish","lagodon rhomboides","lagodon","rhomboides","Sp_1151"
"52","Coastal omnivores","porcupinefish","diodon hystrix","diodon","hystrix","Sp_1152"
"52","Coastal omnivores","rough triggerfish","canthidermis maculata","canthidermis","maculata","Sp_1153"
"52","Coastal omnivores","sargassum triggerfish","xanthichthys ringens","xanthichthys","ringens","Sp_1154"
"52","Coastal omnivores","scrawled cowfish","lactophrys quadricornis","lactophrys","quadricornis","Sp_1155"
"52","Coastal omnivores","scrawled cowfish","acanthostracion quadricornis","acanthostracion","quadricornis","Sp_1156"
"52","Coastal omnivores","scrawled filefish","aluterus scriptus","aluterus","scriptus","Sp_1157"
"52","Coastal omnivores","smooth puffer","lagocephalus laevigatus","lagocephalus","laevigatus","Sp_1158"
"52","Coastal omnivores","smooth trunkfish","lactophrys triqueter","lactophrys","triqueter","Sp_1159"
"52","Coastal omnivores","spottail pinfish","diplodus holbrooki","diplodus","holbrooki","Sp_1160"
"52","Coastal omnivores","spotted burrfish","chilomycterus atinga","chilomycterus","atinga","Sp_1161"
"52","Coastal omnivores","spotted trunkfish","lactophrys bicaudalis","lactophrys","bicaudalis","Sp_1162"
"52","Coastal omnivores","striped burrfish","chilomycterus schoepfi","chilomycterus","schoepfi","Sp_1163"
"52","Coastal omnivores","triggerfish, ocean","canthidermis sufflamen","canthidermis","sufflamen","Sp_1164"
"52","Coastal omnivores","trunkfish","lactophrys trigonus","lactophrys","trigonus","Sp_1165"
"52","Coastal omnivores","unicorn filefish","aluterus monoceros","aluterus","monoceros","Sp_1166"
"52","Coastal omnivores","whitespotted filefish","cantherhines macrocerus","cantherhines","macrocerus","Sp_1167"
"52","Coastal omnivores","scrawled filefish","alutera scripta","alutera","scripta","Sp_1168"
"52","Coastal omnivores","orange filefish","aluterus schoepfii","aluterus","schoepfii","Sp_1169"
"52","Coastal omnivores","filefish","aluterus sp","aluterus","sp","Sp_1170"
"52","Coastal omnivores","puffer","arothron sp","arothron","sp","Sp_1171"
"52","Coastal omnivores","white-spotted filefish","cantherhines mucrocerus","cantherhines","mucrocerus","Sp_1172"
"52","Coastal omnivores","orangespotted filefish","cantherhines pullus","cantherhines","pullus","Sp_1173"
"52","Coastal omnivores","orange-spotted filefish","cantherhines pullus","cantherhines","pullus","Sp_1174"
"52","Coastal omnivores","filefish","cantherhines sp","cantherhines","sp","Sp_1175"
"52","Coastal omnivores","sharpnose puffer","canthigaster rostrata","canthigaster","rostrata","Sp_1176"
"52","Coastal omnivores","burrfish","chilomycterus schoepfi","chilomycterus","schoepfi","Sp_1177"
"52","Coastal omnivores","burrfish","chilomycterus sp","chilomycterus","sp","Sp_1178"
"52","Coastal omnivores","balloonfish","diodon holocanthus","diodon","holocanthus","Sp_1179"
"52","Coastal omnivores","longspine porcupinefish","diodon holocanthus","diodon","holocanthus","Sp_1180"
"52","Coastal omnivores","longspined porcupinefish","diodon holocanthus","diodon","holocanthus","Sp_1181"
"52","Coastal omnivores","spot-fin porcupinefish","diodon hystrix","diodon","hystrix","Sp_1182"
"52","Coastal omnivores","porcupinefish","diodon sp","diodon","sp","Sp_1183"
"52","Coastal omnivores","trunkfish","lactophrys sp","lactophrys","sp","Sp_1184"
"52","Coastal omnivores","buffalo trunkfish","lactophrys trigonus","lactophrys","trigonus","Sp_1185"
"52","Coastal omnivores","longhorn cowfish","lactoria cornuta","lactoria","cornuta","Sp_1186"
"52","Coastal omnivores","roundbelly cowfish","lactoria diaphana","lactoria","diaphana","Sp_1187"
"52","Coastal omnivores","cowfish","lactoria sp","lactoria","sp","Sp_1188"
"52","Coastal omnivores","smooth blaasop","lagocephalus inermis","lagocephalus","inermis","Sp_1189"
"52","Coastal omnivores","puffer","lagocephalus sp","lagocephalus","sp","Sp_1190"
"52","Coastal omnivores","fringed filefish","monacanthus ciliatus","monacanthus","ciliatus","Sp_1191"
"52","Coastal omnivores","filefish","monacanthus sp","monacanthus","sp","Sp_1192"
"52","Coastal omnivores","slender filefish","monacanthus tuckeri","monacanthus","tuckeri","Sp_1193"
"52","Coastal omnivores","blue tipalia","oreochromis aureus","oreochromis","aureus","Sp_1194"
"52","Coastal omnivores","mozambique tilapia","oreochromis mossambicus","oreochromis","mossambicus","Sp_1195"
"52","Coastal omnivores","redtail filefish","pervagor melanocephalus","pervagor","melanocephalus","Sp_1196"
"52","Coastal omnivores","pygmy filefish","stephanolepis setifer","stephanolepis","setifer","Sp_1197"
"52","Coastal omnivores","turretfish","tetrasomus concantenatus","tetrasomus","concantenatus","Sp_1198"
"52","Coastal omnivores","modest filefish","thamnaconus modestoides","thamnaconus","modestoides","Sp_1199"
"52","Coastal omnivores","spotted tilapia","tilapia mariae","tilapia","mariae","Sp_1200"
"52","Coastal omnivores","tilapia","tilapia sp","tilapia","sp","Sp_1201"
"53","Reef omnivores","beaugregory","pomacentrus leucostictus","pomacentrus","leucostictus","Sp_1202"
"53","Reef omnivores","bermuda chub","kyphosus sectatrix","kyphosus","sectatrix","Sp_1203"
"53","Reef omnivores","black durgon","melichthys niger","melichthys","niger","Sp_1204"
"53","Reef omnivores","blue angelfish","holacanthus bermudensis","holacanthus","bermudensis","Sp_1205"
"53","Reef omnivores","blue parrotfish","scarus coeruleus","scarus","coeruleus","Sp_1206"
"53","Reef omnivores","blue tang","acanthurus coeruleus","acanthurus","coeruleus","Sp_1207"
"53","Reef omnivores","cherubfish","centropyge argi","centropyge","argi","Sp_1208"
"53","Reef omnivores","doctorfish","acanthurus chirurgus","acanthurus","chirurgus","Sp_1209"
"53","Reef omnivores","eelgrass blenny","stathmonotus stahli","stathmonotus","stahli","Sp_1210"
"53","Reef omnivores","emerald parrotfish","nicholsina usta","nicholsina","usta","Sp_1211"
"53","Reef omnivores","french angelfish","pomacanthus paru","pomacanthus","paru","Sp_1212"
"53","Reef omnivores","gray angelfish","pomacanthus arcuatus","pomacanthus","arcuatus","Sp_1213"
"53","Reef omnivores","gulf surgeonfish","acanthurus randalli","acanthurus","randalli","Sp_1214"
"53","Reef omnivores","midnight parrotfish","scarus coelestinus","scarus","coelestinus","Sp_1215"
"53","Reef omnivores","ocean surgeon","acanthurus bahianus","acanthurus","bahianus","Sp_1216"
"53","Reef omnivores","princess parrotfish","scarus taeniopterus","scarus","taeniopterus","Sp_1217"
"53","Reef omnivores","queen angelfish","holacanthus ciliaris","holacanthus","ciliaris","Sp_1218"
