"EwE_num","EwE_name","Common","Sciname","Genus","Species","ID_sp"
"43","Oceanic piscivores","largehead hairtail","trichiurus lepturus","trichiurus","lepturus","Sp_475"
"43","Oceanic piscivores","hairtail","trichiurus sp","trichiurus","sp","Sp_476"
"43","Oceanic piscivores","dwarf dory","zenion hololepis","zenion","hololepis","Sp_477"
"43","Oceanic piscivores","ribbonfish","zu cristatus","zu","cristatus","Sp_478"
"44","Benthic piscivores","atlantic angel shark","squatina dumeril","squatina","dumeril","Sp_479"
"44","Benthic piscivores","deepwater flounder","monolene sessilicauda","monolene","sessilicauda","Sp_480"
"44","Benthic piscivores","flounder, summer","paralichthys dentatus","paralichthys","dentatus","Sp_481"
"44","Benthic piscivores","goosefish","lophius americanus","lophius","americanus","Sp_482"
"44","Benthic piscivores","gulf flounder","paralichthys albigutta","paralichthys","albigutta","Sp_483"
"44","Benthic piscivores","inshore lizardfish","synodus foetens","synodus","foetens","Sp_484"
"44","Benthic piscivores","largescale lizardfish","saurida brasiliensis","saurida","brasiliensis","Sp_485"
"44","Benthic piscivores","offshore lizardfish","synodus poeyi","synodus","poeyi","Sp_486"
"44","Benthic piscivores","red lizardfish","synodus synodus","synodus","synodus","Sp_487"
"44","Benthic piscivores","sand diver","synodus intermedius","synodus","intermedius","Sp_488"
"44","Benthic piscivores","sea lamprey","petromyzon marinus","petromyzon","marinus","Sp_489"
"44","Benthic piscivores","shrimp eel","ophichthus gomesi","ophichthus","gomesi","Sp_490"
"44","Benthic piscivores","smooth flounder","pleuronectes putnami","pleuronectes","putnami","Sp_491"
"44","Benthic piscivores","snakefish","trachinocephalus myops","trachinocephalus","myops","Sp_492"
"44","Benthic piscivores","southern flounder","paralichthys lethostigma","paralichthys","lethostigma","Sp_493"
"44","Benthic piscivores","spotfin flounder","cyclopsetta fimbriata","cyclopsetta","fimbriata","Sp_494"
"44","Benthic piscivores","summer flounder","paralichthys dentatus","paralichthys","dentatus","Sp_495"
"44","Benthic piscivores","flounder","ancyclopsetta sp","ancyclopsetta","sp","Sp_496"
"44","Benthic piscivores","longlure frogfish","antennarius multiocellatus","antennarius","multiocellatus","Sp_497"
"44","Benthic piscivores","northern stargazer","astroscopus guttatus","astroscopus","guttatus","Sp_498"
"44","Benthic piscivores","arrowtooth flounder","atheresthes stomas","atheresthes","stomas","Sp_499"
"44","Benthic piscivores","large-tooth flounder","citharichthys sp","citharichthys","sp","Sp_500"
"44","Benthic piscivores","mexican flounder","cyclopsetta chittendeni","cyclopsetta","chittendeni","Sp_501"
"44","Benthic piscivores","spotted spoonnose eel","echiophis intertinctus","echiophis","intertinctus","Sp_502"
"44","Benthic piscivores","flatfish","etropus sp","etropus","sp","Sp_503"
"44","Benthic piscivores","large-tooth flounder","etropus sp","etropus","sp","Sp_504"
"44","Benthic piscivores","bigmouth flounder","hippoglossina stomata","hippoglossina","stomata","Sp_505"
"44","Benthic piscivores","freckled pike-conger","hoplunnis macrurus","hoplunnis","macrurus","Sp_506"
"44","Benthic piscivores","blackmouth angler","lophiomus setigerus","lophiomus","setigerus","Sp_507"
"44","Benthic piscivores","speckled worm-eel","myrophis punctatus","myrophis","punctatus","Sp_508"
"44","Benthic piscivores","pacific worm-eel","myrophis vafer","myrophis","vafer","Sp_509"
"44","Benthic piscivores","marginated snake eel","ophichthus cruentifer","ophichthus","cruentifer","Sp_510"
"44","Benthic piscivores","shrimp eel","ophichthus gomesii","ophichthus","gomesii","Sp_511"
"44","Benthic piscivores","shrimp eel","ophichthus sp","ophichthus","sp","Sp_512"
"44","Benthic piscivores","snake eel","ophichthus sp","ophichthus","sp","Sp_513"
"44","Benthic piscivores","lingcod","ophiodon elongatus","ophiodon","elongatus","Sp_514"
"44","Benthic piscivores","fourspotted flounder","paralichthys oblongus","paralichthys","oblongus","Sp_515"
"44","Benthic piscivores","large-tooth flounder","paralichthys sp","paralichthys","sp","Sp_516"
"44","Benthic piscivores","flounder","paralichthys sp","paralichthys","sp","Sp_517"
"44","Benthic piscivores","speckled flounder","paralichthys woolmani","paralichthys","woolmani","Sp_518"
"44","Benthic piscivores","indian halibut","psettodes erumei","psettodes","erumei","Sp_519"
"44","Benthic piscivores","snake eel","pseudomyrophis sp","pseudomyrophis","sp","Sp_520"
"44","Benthic piscivores","brazilian lizardfish","saurida brasiliensis","saurida","brasiliensis","Sp_521"
"44","Benthic piscivores","lizardfish","saurida caribaea","saurida","caribaea","Sp_522"
"44","Benthic piscivores","clouded lizardfish","saurida normai","saurida","normai","Sp_523"
"44","Benthic piscivores","shortjaw lizardfish","saurida normani","saurida","normani","Sp_524"
"44","Benthic piscivores","greater lizardfish","saurida tumbil","saurida","tumbil","Sp_525"
"44","Benthic piscivores","brushtooth lizardfish","saurida undosquamis","saurida","undosquamis","Sp_526"
"44","Benthic piscivores","african angel shark","squatina africana","squatina","africana","Sp_527"
"44","Benthic piscivores","australian angel shark","squatina australis","squatina","australis","Sp_528"
"44","Benthic piscivores","sand devil","squatina dumeril","squatina","dumeril","Sp_529"
"44","Benthic piscivores","beach flounder","syacium latifrons","syacium","latifrons","Sp_530"
"44","Benthic piscivores","largetooth flounder","syacium sp","syacium","sp","Sp_531"
"44","Benthic piscivores","inotted lizardfish","synodus evermanni","synodus","evermanni","Sp_532"
"44","Benthic piscivores","atlantic lizardfish","synodus sauris","synodus","sauris","Sp_533"
"44","Benthic piscivores","shorthead lizardfish","synodus scituliceps","synodus","scituliceps","Sp_534"
"44","Benthic piscivores","lizardfish","synodus sp","synodus","sp","Sp_535"
"44","Benthic piscivores","diamond lizardfish","synodus synodus","synodus","synodus","Sp_536"
"44","Benthic piscivores","atlantic stargazer","uranoscopus scaber","uranoscopus","scaber","Sp_537"
"45","Reef piscivores","bigeye soldierfish","ostichthys trachypoma","ostichthys","trachypoma","Sp_538"
"45","Reef piscivores","blackedge moray","gymnothorax nigromarginatus","gymnothorax","nigromarginatus","Sp_539"
"45","Reef piscivores","chain moray","echidna catenata","echidna","catenata","Sp_540"
"45","Reef piscivores","dusky squirrelfish","holocentrus vexillarius","holocentrus","vexillarius","Sp_541"
"45","Reef piscivores","greater soapfish","rypticus saponaceus","rypticus","saponaceus","Sp_542"
"45","Reef piscivores","green moray","gymnothorax funebris","gymnothorax","funebris","Sp_543"
"45","Reef piscivores","longspine squirrelfish","holocentrus rufus","holocentrus","rufus","Sp_544"
"45","Reef piscivores","ocellated moray","gymnothorax saxicola","gymnothorax","saxicola","Sp_545"
"45","Reef piscivores","reef squirrelfish","holocentrus coruscus","holocentrus","coruscus","Sp_546"
"45","Reef piscivores","spotted moray","gymnothorax moringa","gymnothorax","moringa","Sp_547"
"45","Reef piscivores","spotted soapfish","rypticus subbifrenatus","rypticus","subbifrenatus","Sp_548"
"45","Reef piscivores","squirrelfish","holocentrus adscensionis","holocentrus","adscensionis","Sp_549"
"45","Reef piscivores","squirrelfish","holocentrus ascensionis","holocentrus","ascensionis","Sp_550"
"45","Reef piscivores","whitespotted soapfish","rypticus maculatus","rypticus","maculatus","Sp_551"
"45","Reef piscivores","saddle squirrelfish","adioryx poco","adioryx","poco","Sp_552"
"45","Reef piscivores","squirrelfish","adioryx sp","adioryx","sp","Sp_553"
"45","Reef piscivores","nannygai","centroberyx australis","centroberyx","australis","Sp_554"
"45","Reef piscivores","moray","gymnothorax nigromarginatus","gymnothorax","nigromarginatus","Sp_555"
"45","Reef piscivores","honeycomb moray","gymnothorax saxicola","gymnothorax","saxicola","Sp_556"
"45","Reef piscivores","moray","gymnothorax sp","gymnothorax","sp","Sp_557"
"45","Reef piscivores","purplemouth moray","gymnothorax vicinus","gymnothorax","vicinus","Sp_558"
"45","Reef piscivores","squirrelfish","holocentrus sp","holocentrus","sp","Sp_559"
"45","Reef piscivores","silver-cheeked toadfish","lagocephalus sceleratus","lagocephalus","sceleratus","Sp_560"
"45","Reef piscivores","mediterranean moray","muraena helena","muraena","helena","Sp_561"
"45","Reef piscivores","blackbar soldierfish","myripristis jacobus","myripristis","jacobus","Sp_562"
"45","Reef piscivores","longjaw squirrelfish","neoniphon marianus","neoniphon","marianus","Sp_563"
"45","Reef piscivores","soapfish","rypticus sp","rypticus","sp","Sp_564"
"45","Reef piscivores","reef squirrelfish","sargocentron coruscum","sargocentron","coruscum","Sp_565"
"45","Reef piscivores","tinsel squirrelfish","sargocentron suborbitalis","sargocentron","suborbitalis","Sp_566"
"45","Reef piscivores","dusky squirrelfish","sargocentron vexillarium","sargocentron","vexillarium","Sp_567"
"46","Reef invertebrate feeders","bank sea bass","centropristis ocyurus","centropristis","ocyurus","Sp_568"
"46","Reef invertebrate feeders","bass, longtail","hemanthias leptus","hemanthias","leptus","Sp_569"
"46","Reef invertebrate feeders","belted sandfish","serranus subligarius","serranus","subligarius","Sp_570"
"46","Reef invertebrate feeders","bigeye","priacanthus arenatus","priacanthus","arenatus","Sp_571"
"46","Reef invertebrate feeders","black margate","anisotremus surinamensis","anisotremus","surinamensis","Sp_572"
"46","Reef invertebrate feeders","black sea bass","centropristis striata","centropristis","striata","Sp_573"
"46","Reef invertebrate feeders","blackear bass","serranus atrobranchus","serranus","atrobranchus","Sp_574"
"46","Reef invertebrate feeders","blackear wrasse","halichoeres poeyi","halichoeres","poeyi","Sp_575"
"46","Reef invertebrate feeders","bluespotted cornetfish","fistularia tabacaria","fistularia","tabacaria","Sp_576"
"46","Reef invertebrate feeders","bluestriped grunt","haemulon sciurus","haemulon","sciurus","Sp_577"
"46","Reef invertebrate feeders","bulleye","cookeolus japonicus","cookeolus","japonicus","Sp_578"
"46","Reef invertebrate feeders","bulleye","priacanthus cruentatus","priacanthus","cruentatus","Sp_579"
"46","Reef invertebrate feeders","burro grunt","pomadasys crocro","pomadasys","crocro","Sp_580"
"46","Reef invertebrate feeders","butter hamlet","hypoplectrus unicolor","hypoplectrus","unicolor","Sp_581"
"46","Reef invertebrate feeders","caesar grunt","haemulon carbonarium","haemulon","carbonarium","Sp_582"
"46","Reef invertebrate feeders","cottonwick","haemulon melanurum","haemulon","melanurum","Sp_583"
"46","Reef invertebrate feeders","creole-fish","paranthias furcifer","paranthias","furcifer","Sp_584"
"46","Reef invertebrate feeders","creole wrasse","clepticus parrae","clepticus","parrae","Sp_585"
"46","Reef invertebrate feeders","cubbyu","equetus umbrosus","equetus","umbrosus","Sp_586"
"46","Reef invertebrate feeders","foureye butterflyfish","chaetodon capistratus","chaetodon","capistratus","Sp_587"
"46","Reef invertebrate feeders","french grunt","haemulon flavolineatum","haemulon","flavolineatum","Sp_588"
"46","Reef invertebrate feeders","glasseye snapper","priacanthus cruentatus","priacanthus","cruentatus","Sp_589"
"46","Reef invertebrate feeders","grunt, cottonwick","haemulon melanurum","haemulon","melanurum","Sp_590"
"46","Reef invertebrate feeders","grunt, french","haemulon flavolineatum","haemulon","flavolineatum","Sp_591"
"46","Reef invertebrate feeders","gulf toadfish","opsanus beta","opsanus","beta","Sp_592"
"46","Reef invertebrate feeders","high-hat","equetus acuminatus","equetus","acuminatus","Sp_593"
"46","Reef invertebrate feeders","highfin scorpionfish","pontinus rathbuni","pontinus","rathbuni","Sp_594"
"46","Reef invertebrate feeders","hogfish","lachnolaimus maximus","lachnolaimus","maximus","Sp_595"
"46","Reef invertebrate feeders","jackknife-fish","equetus lanceolatus","equetus","lanceolatus","Sp_596"
"46","Reef invertebrate feeders","jolthead porgy","calamus bajonado","calamus","bajonado","Sp_597"
"46","Reef invertebrate feeders","knobbed porgy","calamus nodosus","calamus","nodosus","Sp_598"
"46","Reef invertebrate feeders","lane snapper","lutjanus synagris","lutjanus","synagris","Sp_599"
"46","Reef invertebrate feeders","leopard toadfish","opsanus pardus","opsanus","pardus","Sp_600"
"46","Reef invertebrate feeders","littlehead porgy","calamus proridens","calamus","proridens","Sp_601"
"46","Reef invertebrate feeders","longtail bass","hemanthias leptus","hemanthias","leptus","Sp_602"
"46","Reef invertebrate feeders","margate","haemulon album","haemulon","album","Sp_603"
"46","Reef invertebrate feeders","mutton hamlet","epinephelus afer","epinephelus","afer","Sp_604"
"46","Reef invertebrate feeders","oyster toadfish","opsanus tau","opsanus","tau","Sp_605"
"46","Reef invertebrate feeders","painted wrasse","halichoeres caudalis","halichoeres","caudalis","Sp_606"
"46","Reef invertebrate feeders","pearlfish","carapus bermudensis","carapus","bermudensis","Sp_607"
"46","Reef invertebrate feeders","pearly razorfish","hemipteronotus novacula","hemipteronotus","novacula","Sp_608"
"46","Reef invertebrate feeders","porgy, jolthead","calamus bajonado","calamus","bajonado","Sp_609"
"46","Reef invertebrate feeders","porgy, knobbed","calamus nodosus","calamus","nodosus","Sp_610"
"46","Reef invertebrate feeders","porgy, littlehead","calamus proridens","calamus","proridens","Sp_611"
"46","Reef invertebrate feeders","porgy, whitebone","calamus leucosteus","calamus","leucosteus","Sp_612"
"46","Reef invertebrate feeders","porkfish","anisotremus virginicus","anisotremus","virginicus","Sp_613"
"46","Reef invertebrate feeders","puddingwife","halichoeres radiatus","halichoeres","radiatus","Sp_614"
"46","Reef invertebrate feeders","puddingwife (wrasse)","halichoeres radiatus","halichoeres","radiatus","Sp_615"
"46","Reef invertebrate feeders","rainbow wrasse","halichoeres pictus","halichoeres","pictus","Sp_616"
"46","Reef invertebrate feeders","red barbier","hemanthias vivanus","hemanthias","vivanus","Sp_617"
"46","Reef invertebrate feeders","red hogfish","decodon puellaris","decodon","puellaris","Sp_618"
"46","Reef invertebrate feeders","reef butterflyfish","chaetodon sedentarius","chaetodon","sedentarius","Sp_619"
"46","Reef invertebrate feeders","reef croaker","odontoscion dentex","odontoscion","dentex","Sp_620"
"46","Reef invertebrate feeders","reef scorpionfish","scorpaenodes caribbaeus","scorpaenodes","caribbaeus","Sp_621"
"46","Reef invertebrate feeders","rock sea bass","centropristis philadelphica","centropristis","philadelphica","Sp_622"
"46","Reef invertebrate feeders","sailors choice","haemulon parra","haemulon","parra","Sp_623"
"46","Reef invertebrate feeders","saucereye porgy","calamus calamus","calamus","calamus","Sp_624"
"46","Reef invertebrate feeders","schoolmaster","lutjanus apodus","lutjanus","apodus","Sp_625"
"46","Reef invertebrate feeders","scorpionfish, spinycheek","neomerinthe hemingwayi","neomerinthe","hemingwayi","Sp_626"
"46","Reef invertebrate feeders","scorpionfish, spotted","scorpaena plumieri","scorpaena","plumieri","Sp_627"
"46","Reef invertebrate feeders","scup","stenotomus chrysops","stenotomus","chrysops","Sp_628"
"46","Reef invertebrate feeders","sea bass, bank","centropristis ocyurus","centropristis","ocyurus","Sp_629"
"46","Reef invertebrate feeders","sea bass, black","centropristis striata","centropristis","striata","Sp_630"
"46","Reef invertebrate feeders","sea bass, rock","centropristis philadelphica","centropristis","philadelphica","Sp_631"
"46","Reef invertebrate feeders","sea bream","archosargus rhomboidalis","archosargus","rhomboidalis","Sp_632"
"46","Reef invertebrate feeders","sheepshead","archosargus probatocephalus","archosargus","probatocephalus","Sp_633"
"46","Reef invertebrate feeders","sheepshead porgy","calamus penna","calamus","penna","Sp_634"
"46","Reef invertebrate feeders","sheepshead porgy","calamus pennatula","calamus","pennatula","Sp_635"
"46","Reef invertebrate feeders","short bigeye","pristigenys alta","pristigenys","alta","Sp_636"
"46","Reef invertebrate feeders","silver porgy","diplodus argenteus","diplodus","argenteus","Sp_637"
"46","Reef invertebrate feeders","slippery dick","halichoeres bivittatus","halichoeres","bivittatus","Sp_638"
"46","Reef invertebrate feeders","smallmouth grunt","haemulon chrysargyreum","haemulon","chrysargyreum","Sp_639"
"46","Reef invertebrate feeders","snapper, lane","lutjanus synagris","lutjanus","synagris","Sp_640"
"46","Reef invertebrate feeders","snapper, schoolmaster","lutjanus apodus","lutjanus","apodus","Sp_641"
"46","Reef invertebrate feeders","snapper, yellowtail","ocyurus chrysurus","ocyurus","chrysurus","Sp_642"
"46","Reef invertebrate feeders","spanish grunt","haemulon macrostomum","haemulon","macrostomum","Sp_643"
"46","Reef invertebrate feeders","spanish hogfish","bodianus rufus","bodianus","rufus","Sp_644"
"46","Reef invertebrate feeders","spinycheek scorpionfish","neomerinthe hemingwayi","neomerinthe","hemingwayi","Sp_645"
"46","Reef invertebrate feeders","spotfin butterflyfish","chaetodon ocellatus","chaetodon","ocellatus","Sp_646"
"46","Reef invertebrate feeders","spotfin hogfish","bodianus pulchellus","bodianus","pulchellus","Sp_647"
"46","Reef invertebrate feeders","spotted scorpionfish","scorpaena plumieri","scorpaena","plumieri","Sp_648"
"46","Reef invertebrate feeders","striped grunt","haemulon striatum","haemulon","striatum","Sp_649"
"46","Reef invertebrate feeders","tattler","serranus phoebe","serranus","phoebe","Sp_650"
"46","Reef invertebrate feeders","tobaccofish","serranus tabacarius","serranus","tabacarius","Sp_651"
"46","Reef invertebrate feeders","tomtate","haemulon aurolineatum","haemulon","aurolineatum","Sp_652"
"46","Reef invertebrate feeders","trumpetfish","aulostomus maculatus","aulostomus","maculatus","Sp_653"
"46","Reef invertebrate feeders","white bass","morone chrysops","morone","chrysops","Sp_654"
"46","Reef invertebrate feeders","white grunt","haemulon plumieri","haemulon","plumieri","Sp_655"
"46","Reef invertebrate feeders","whitebone porgy","calamus leucosteus","calamus","leucosteus","Sp_656"
"46","Reef invertebrate feeders","wreckfish","polyprion americanus","polyprion","americanus","Sp_657"
"46","Reef invertebrate feeders","yellow bass","morone mississippiensis","morone","mississippiensis","Sp_658"
"46","Reef invertebrate feeders","yellowhead wrasse","halichoeres garnoti","halichoeres","garnoti","Sp_659"
"46","Reef invertebrate feeders","yellowtail snapper","ocyurus chrysurus","ocyurus","chrysurus","Sp_660"
"46","Reef invertebrate feeders","mutton hamlet","alphestes afer","alphestes","afer","Sp_661"
"46","Reef invertebrate feeders","hawkfish","amblycirrhitus pinos","amblycirrhitus","pinos","Sp_662"
"46","Reef invertebrate feeders","swallowtail seaperch","anthias anthias","anthias","anthias","Sp_663"
"46","Reef invertebrate feeders","spectacular seaperch","anthias menezesi","anthias","menezesi","Sp_664"
"46","Reef invertebrate feeders","flamefish","apogon maculatus","apogon","maculatus","Sp_665"
"46","Reef invertebrate feeders","gobbleguts","apogon rueppellii","apogon","rueppellii","Sp_666"
"46","Reef invertebrate feeders","cardinalfish","apogon sp","apogon","sp","Sp_667"
"46","Reef invertebrate feeders","threespine cardinalfish","apogonops anomalus","apogonops","anomalus","Sp_668"
"46","Reef invertebrate feeders","western atlantic sea bream","archosargus rhomboidalis","archosargus","rhomboidalis","Sp_669"
"46","Reef invertebrate feeders","sheepshead","archosargus sp","archosargus","sp","Sp_670"
"46","Reef invertebrate feeders","conchfish","astrapogon alatus","astrapogon","alatus","Sp_671"
"46","Reef invertebrate feeders","sergeant baker","aulopus purpurissatus","aulopus","purpurissatus","Sp_672"
"46","Reef invertebrate feeders","duckbill flathead","bembrops anatirostris","bembrops","anatirostris","Sp_673"
"46","Reef invertebrate feeders","mexican hogfish","bodianus diplotaenia","bodianus","diplotaenia","Sp_674"
"46","Reef invertebrate feeders","hogfish","bodianus sp","bodianus","sp","Sp_675"
"46","Reef invertebrate feeders","bogue","boops boops","boops","boops","Sp_676"
"46","Reef invertebrate feeders","pluma porgy","calamus pennatula","calamus","pennatula","Sp_677"
"46","Reef invertebrate feeders","porgy","calamus sp","calamus","sp","Sp_678"
"46","Reef invertebrate feeders","sea bass","centropristis sp","centropristis","sp","Sp_679"
"46","Reef invertebrate feeders","scythe butterflyfish","chaetodon falcifer","chaetodon","falcifer","Sp_680"
"46","Reef invertebrate feeders","threebanded butterflyfish","chaetodon humeralis","chaetodon","humeralis","Sp_681"
"46","Reef invertebrate feeders","butterflyfish","chaetodon sp","chaetodon","sp","Sp_682"
"46","Reef invertebrate feeders","banded butterflyfish","chaetodon striatus","chaetodon","striatus","Sp_683"
"46","Reef invertebrate feeders","santer seabream","cheimerius nufar","cheimerius","nufar","Sp_684"
"46","Reef invertebrate feeders","silver seabream","chrysophrys auratus","chrysophrys","auratus","Sp_685"
"46","Reef invertebrate feeders","european seabass","dicentrarchus labrax","dicentrarchus","labrax","Sp_686"
"46","Reef invertebrate feeders","lampfish","dinoperca petersi","dinoperca","petersi","Sp_687"
"46","Reef invertebrate feeders","seabream","diplodus sp","diplodus","sp","Sp_688"
"46","Reef invertebrate feeders","common two-banded seabream","diplodus vulgaris","diplodus","vulgaris","Sp_689"
"46","Reef invertebrate feeders","concernita fish","drepane longimanus","drepane","longimanus","Sp_690"
"46","Reef invertebrate feeders","fairy basslet","dules auriga","dules","auriga","Sp_691"
"46","Reef invertebrate feeders","bonnetmouth","emmelichthys nitidus","emmelichthys","nitidus","Sp_692"
"46","Reef invertebrate feeders","bigeye","epigonus pandionis","epigonus","pandionis","Sp_693"
"46","Reef invertebrate feeders","cardinalfish","epigonus sp","epigonus","sp","Sp_694"
"46","Reef invertebrate feeders","jack-knifefish","equetus lanceolatus","equetus","lanceolatus","Sp_695"
"46","Reef invertebrate feeders","cornetfish","fistularia tabacaria","fistularia","tabacaria","Sp_696"
"46","Reef invertebrate feeders","white margate","haemulon album","haemulon","album","Sp_697"
"46","Reef invertebrate feeders","tomtate grunt","haemulon aurolineatum","haemulon","aurolineatum","Sp_698"
"46","Reef invertebrate feeders","black grunt","haemulon bonariense","haemulon","bonariense","Sp_699"
"46","Reef invertebrate feeders","cottonwick grunt","haemulon melanurum","haemulon","melanurum","Sp_700"
"46","Reef invertebrate feeders","white grunt","haemulon plumierii","haemulon","plumierii","Sp_701"
"46","Reef invertebrate feeders","grunt","haemulon sp","haemulon","sp","Sp_702"
"46","Reef invertebrate feeders","clown wrasse","halichoeres maculipinna","halichoeres","maculipinna","Sp_703"
"46","Reef invertebrate feeders","glasseye","heteropriacanthus cruentatus","heteropriacanthus","cruentatus","Sp_704"
"46","Reef invertebrate feeders","yellow-bellied hamlet","hypoplectrus aberrans","hypoplectrus","aberrans","Sp_705"
"46","Reef invertebrate feeders","yellowtail hamlet","hypoplectrus chlorurus","hypoplectrus","chlorurus","Sp_706"
"46","Reef invertebrate feeders","dark hamlet","hypoplectrus nigricans","hypoplectrus","nigricans","Sp_707"
"46","Reef invertebrate feeders","dusky hamlet","hypoplectrus nigricans","hypoplectrus","nigricans","Sp_708"
"46","Reef invertebrate feeders","barred hamlet","hypoplectrus puella","hypoplectrus","puella","Sp_709"
"46","Reef invertebrate feeders","blacknosed butterflyfish","johnrandallia nigrirostris","johnrandallia","nigrirostris","Sp_710"
"46","Reef invertebrate feeders","japanese seabass","lateolabrax japonicus","lateolabrax","japonicus","Sp_711"
"46","Reef invertebrate feeders","barramundi","lates calcarifer","lates","calcarifer","Sp_712"
"46","Reef invertebrate feeders","schoolmaster snapper","lutjanus apodus","lutjanus","apodus","Sp_713"
"46","Reef invertebrate feeders","wavyline grunt","microlepidotus inornatus","microlepidotus","inornatus","Sp_714"
"46","Reef invertebrate feeders","toadfish","opsanus sp","opsanus","sp","Sp_715"
"46","Reef invertebrate feeders","spotted sand bass","paralabrax maculatofasciatus","paralabrax","maculatofasciatus","Sp_716"
"46","Reef invertebrate feeders","kelp bass","paralabrax sp","paralabrax","sp","Sp_717"
"46","Reef invertebrate feeders","creolefish","paranthias furcifer","paranthias","furcifer","Sp_718"
"46","Reef invertebrate feeders","highhat","pareques acuminatus","pareques","acuminatus","Sp_719"
"46","Reef invertebrate feeders","cubbyu","pareques umbrosus","pareques","umbrosus","Sp_720"
"46","Reef invertebrate feeders","sweetlips","plectorhinchus sp","plectorhinchus","sp","Sp_721"
"46","Reef invertebrate feeders","smallspotted grunter","pomadasys commersonnii","pomadasys","commersonnii","Sp_722"
"46","Reef invertebrate feeders","roughneck grunt","pomadasys corvinaeformis","pomadasys","corvinaeformis","Sp_723"
"46","Reef invertebrate feeders","bastard grunt","pomadasys incisus","pomadasys","incisus","Sp_724"
"46","Reef invertebrate feeders","olive grunter","pomadasys olivaceum","pomadasys","olivaceum","Sp_725"
"46","Reef invertebrate feeders","black-ear javelin","pomadasys trifasciatus","pomadasys","trifasciatus","Sp_726"
"46","Reef invertebrate feeders","atlantic bigeye","priacanthus arenatus","priacanthus","arenatus","Sp_727"
"46","Reef invertebrate feeders","moontail bullseye","priacanthus hamrur","priacanthus","hamrur","Sp_728"
"46","Reef invertebrate feeders","bigeye","priacanthus sp","priacanthus","sp","Sp_729"
"46","Reef invertebrate feeders","longsnout butterflyfish","prognathodes aculeatus","prognathodes","aculeatus","Sp_730"
"46","Reef invertebrate feeders","goldlined seabream","rhabdosargus sarba","rhabdosargus","sarba","Sp_731"
"46","Reef invertebrate feeders","seabream","rhabdosargus sp","rhabdosargus","sp","Sp_732"
"46","Reef invertebrate feeders","salema porgy","sarpa salpa","sarpa","salpa","Sp_733"
"46","Reef invertebrate feeders","player scorpionfish","scorpaena histrio","scorpaena","histrio","Sp_734"
"46","Reef invertebrate feeders","mushroom scorpionfish","scorpaena inermis","scorpaena","inermis","Sp_735"
"46","Reef invertebrate feeders","scorpionfish","scorpaena sp","scorpaena","sp","Sp_736"
"46","Reef invertebrate feeders","scorpionfish","scorpaenopsis grandicornis","scorpaenopsis","grandicornis","Sp_737"
"46","Reef invertebrate feeders","pygmy sea bass","serraniculus pumilio","serraniculus","pumilio","Sp_738"
"46","Reef invertebrate feeders","orangeback bass","serranus annularis","serranus","annularis","Sp_739"
"46","Reef invertebrate feeders","lantern bass","serranus baldwini","serranus","baldwini","Sp_740"
"46","Reef invertebrate feeders","brown comber","serranus hepatus","serranus","hepatus","Sp_741"
"46","Reef invertebrate feeders","harlequin bass","serranus tigrinus","serranus","tigrinus","Sp_742"
"46","Reef invertebrate feeders","chalk bass","serranus tortugarum","serranus","tortugarum","Sp_743"
"46","Reef invertebrate feeders","porgy","stenotomus sp","stenotomus","sp","Sp_744"
"46","Reef invertebrate feeders","axillary wrasse","symphodus mediterraneus","symphodus","mediterraneus","Sp_745"
"46","Reef invertebrate feeders","tautog","tautoga onitis","tautoga","onitis","Sp_746"
"46","Reef invertebrate feeders","bluehead wrasse","thalassoma bifasciatum","thalassoma","bifasciatum","Sp_747"
"46","Reef invertebrate feeders","lampfish","triphoturus mexicanus","triphoturus","mexicanus","Sp_748"
"46","Reef invertebrate feeders","seabass","unid seabass","unid","seabass","Sp_749"
"46","Reef invertebrate feeders","pearly razorfish","xyrichtys novacula","xyrichtys","novacula","Sp_750"
"46","Reef invertebrate feeders","shortspine combfish","zaniolepis frenata","zaniolepis","frenata","Sp_751"
"47","Demersal coastal invertebrate feeders","african pompano","alectis ciliaris","alectis","ciliaris","Sp_752"
"47","Demersal coastal invertebrate feeders","african pompano","alectis crinitus","alectis","crinitus","Sp_753"
"47","Demersal coastal invertebrate feeders","atlantic bumper","chloroscombrus chrysurus","chloroscombrus","chrysurus","Sp_754"
"47","Demersal coastal invertebrate feeders","atlantic croaker","micropogonias furnieri","micropogonias","furnieri","Sp_755"
"47","Demersal coastal invertebrate feeders","atlantic croaker","micropogonias undulatus","micropogonias","undulatus","Sp_756"
"47","Demersal coastal invertebrate feeders","atlantic moonfish","selene setapinnis","selene","setapinnis","Sp_757"
"47","Demersal coastal invertebrate feeders","banded drum","larimus fasciatus","larimus","fasciatus","Sp_758"
"47","Demersal coastal invertebrate feeders","banded pipefish","micrognathus crinitus","micrognathus","crinitus","Sp_759"
"47","Demersal coastal invertebrate feeders","barred grunt","conodon nobilis","conodon","nobilis","Sp_760"
"47","Demersal coastal invertebrate feeders","bigeye mojarra","eucinostomus havana","eucinostomus","havana","Sp_761"
"47","Demersal coastal invertebrate feeders","black drum","pogonias cromis","pogonias","cromis","Sp_762"
"47","Demersal coastal invertebrate feeders","blackbar drum","equetus iwamotoi","equetus","iwamotoi","Sp_763"
"47","Demersal coastal invertebrate feeders","blue croaker","bairdiella batabana","bairdiella","batabana","Sp_764"
