EwE_num,EwE_name,Common,Sciname
49,Benthic coastal invertebrate feeders,goldspot goby,gnatholepis thompsoni
49,Benthic coastal invertebrate feeders,goby,gobiidae
49,Benthic coastal invertebrate feeders,darter goby,gobionellus bolesoma
49,Benthic coastal invertebrate feeders,highfin goby,gobionellus hastata
49,Benthic coastal invertebrate feeders,goby,gobionellus munizi
49,Benthic coastal invertebrate feeders,naked goby,gobiosoma bosci
49,Benthic coastal invertebrate feeders,goby,gobiosoma sp
49,Benthic coastal invertebrate feeders,cleaning goby,gobiosoma sp.
49,Benthic coastal invertebrate feeders,black goby,gobius niger
49,Benthic coastal invertebrate feeders,goby,gobius sp
49,Benthic coastal invertebrate feeders,sand eel,gonorynchus gonorynchus
49,Benthic coastal invertebrate feeders,whiting,haletta semifaciata
49,Benthic coastal invertebrate feeders,pancake batfish,halieutichthys aculeatus
49,Benthic coastal invertebrate feeders,american plaice,hippoglossoides platessoides
49,Benthic coastal invertebrate feeders,blue goby,ioglossus calliurus
49,Benthic coastal invertebrate feeders,carol's gurnard,lepidotrigla carolae
49,Benthic coastal invertebrate feeders,fawn cusk eel,lepophidium cervinum
49,Benthic coastal invertebrate feeders,blackedge cusk eel,lepophidium graellsi
49,Benthic coastal invertebrate feeders,mottled cusk eel,lepophidium jeannae
49,Benthic coastal invertebrate feeders,fawn cusk eel,lepophidium profundorum
49,Benthic coastal invertebrate feeders,cusk eel,lepophidium sp
49,Benthic coastal invertebrate feeders,snake eel,leptocephalus sp
49,Benthic coastal invertebrate feeders,yellowtail flounder,limanda ferruginea
49,Benthic coastal invertebrate feeders,common dab,limanda limanda
49,Benthic coastal invertebrate feeders,dab,limanda sp
49,Benthic coastal invertebrate feeders,crested goby,lophogobius cyprinoides
49,Benthic coastal invertebrate feeders,flat-headed goby,luciogobius gutattus
49,Benthic coastal invertebrate feeders,ocean pout,macrozoarces americanus
49,Benthic coastal invertebrate feeders,haddock,melanogrammus aeglefinus
49,Benthic coastal invertebrate feeders,whiting,merlangius merlangius
49,Benthic coastal invertebrate feeders,hake,merlucciidae
49,Benthic coastal invertebrate feeders,silver hake,merluccius bilinearis
49,Benthic coastal invertebrate feeders,cape hake,merluccius capensis
49,Benthic coastal invertebrate feeders,peruvian hake,merluccius gayi
49,Benthic coastal invertebrate feeders,argentine hake,merluccius hubbsi
49,Benthic coastal invertebrate feeders,european hake,merluccius merluccius
49,Benthic coastal invertebrate feeders,north pacific hake,merluccius productus
49,Benthic coastal invertebrate feeders,hake,merluccius sp
49,Benthic coastal invertebrate feeders,seminole goby,microgobius carri
49,Benthic coastal invertebrate feeders,clown goby,microgobius gulosus
49,Benthic coastal invertebrate feeders,blue whiting,micromesistius poutassou
49,Benthic coastal invertebrate feeders,ling,molva molva
49,Benthic coastal invertebrate feeders,sand perch,mugiloididae
49,Benthic coastal invertebrate feeders,pike conger,muraenesocidae
49,Benthic coastal invertebrate feeders,longhorn sculpin,myoxocephalus octodecemspinosis
49,Benthic coastal invertebrate feeders,shorthorn sculpin,myoxocephalus scorpius
49,Benthic coastal invertebrate feeders,threadfin bream,nemipteridae
49,Benthic coastal invertebrate feeders,japanese threadfin bream,nemipterus japonicus
49,Benthic coastal invertebrate feeders,mauvelip threadfin bream,nemipterus mesoprion
49,Benthic coastal invertebrate feeders,notchedfin threadfin bream,nemipterus peronii
49,Benthic coastal invertebrate feeders,threadfin bream,nemipterus sp
49,Benthic coastal invertebrate feeders,golden threadfin bream,nemipterus virgatus
49,Benthic coastal invertebrate feeders,batfish,ogcocephalidae
49,Benthic coastal invertebrate feeders,shortnose batfish,ogcocephalus nasutus
49,Benthic coastal invertebrate feeders,brotula/cusk eel,ophidiidae
49,Benthic coastal invertebrate feeders,band cusk eel,ophidion holbrooki
49,Benthic coastal invertebrate feeders,striped cusk eel,ophidion marginatum
49,Benthic coastal invertebrate feeders,cusk eel,ophidion sp
49,Benthic coastal invertebrate feeders,crested cusk eel,ophidion welshi
49,Benthic coastal invertebrate feeders,cusk,ophiidae
49,Benthic coastal invertebrate feeders,jawfish,opistognathidae
49,Benthic coastal invertebrate feeders,yellowhead jawfish,opistognathus aurifrons
49,Benthic coastal invertebrate feeders,moustache jawfish,opistognathus lonchurus
49,Benthic coastal invertebrate feeders,spotfin jawfish,opistognathus robinsi
49,Benthic coastal invertebrate feeders,jawfish,opistognathus sp
49,Benthic coastal invertebrate feeders,tonguesole,paraplagusia unicolor
49,Benthic coastal invertebrate feeders,threadfin bream,pentapodus sp
49,Benthic coastal invertebrate feeders,hake,phycidae
49,Benthic coastal invertebrate feeders,greater forkbeard,phycis blennoides
49,Benthic coastal invertebrate feeders,starry flounder,platichthys stellatus
49,Benthic coastal invertebrate feeders,yellowtail flounder,pleuronectes ferruginus
49,Benthic coastal invertebrate feeders,plaice,pleuronectes platessa
49,Benthic coastal invertebrate feeders,righteye flounder,pleuronectidae
49,Benthic coastal invertebrate feeders,flatfish,pleuronectiformes
49,Benthic coastal invertebrate feeders,pollock,pollachius pollachius
49,Benthic coastal invertebrate feeders,saithe,pollachius virens
49,Benthic coastal invertebrate feeders,yellow bobo,polydactylus opercularis
49,Benthic coastal invertebrate feeders,barbu threadfin,polydactylus virginicus
49,Benthic coastal invertebrate feeders,threadfin,polynemidae
49,Benthic coastal invertebrate feeders,threadfin,polynemus sp
49,Benthic coastal invertebrate feeders,barred searobin,prionotus martis
49,Benthic coastal invertebrate feeders,bluewing searobin,prionotus punctatus
49,Benthic coastal invertebrate feeders,bluespotted searobin,prionotus roseus
49,Benthic coastal invertebrate feeders,searobin,prionotus sp
49,Benthic coastal invertebrate feeders,shortwing searobin,prionotus stearnsi
49,Benthic coastal invertebrate feeders,winter flounder,pseudopleuronectes americanus
49,Benthic coastal invertebrate feeders,small-toothed flounder,pseudorhombus jenynsii
49,Benthic coastal invertebrate feeders,blue goby,ptereleotris calliurus
49,Benthic coastal invertebrate feeders,cusk-eel,raneya fluminensis
49,Benthic coastal invertebrate feeders,windowpane,scophthalamus aquosus
49,Benthic coastal invertebrate feeders,turbot,scophthalmidae
49,Benthic coastal invertebrate feeders,smoothhead scorpionfish,scorpaena calcarata
49,Benthic coastal invertebrate feeders,cabezon,scorpaenichthys marmoratus
49,Benthic coastal invertebrate feeders,smelt-whiting,sillaginidae
49,Benthic coastal invertebrate feeders,smelt-whiting,sillago sp
49,Benthic coastal invertebrate feeders,sole,soleidae
49,Benthic coastal invertebrate feeders,snake blenny,stichaeidae
49,Benthic coastal invertebrate feeders,dusky flounder,syacium sp
49,Benthic coastal invertebrate feeders,blackcheek tonguefish,symphurus plagiusa
49,Benthic coastal invertebrate feeders,tonguefish,symphurus sp
49,Benthic coastal invertebrate feeders,tesselated tonguefish,symphurus tessellatus
49,Benthic coastal invertebrate feeders,spottail tonguefish,symphurus urospilus
49,Benthic coastal invertebrate feeders,sea scorpion,taurulus bubalis
49,Benthic coastal invertebrate feeders,weaverfish,trachinus draco
49,Benthic coastal invertebrate feeders,weaver,trachinus sp
49,Benthic coastal invertebrate feeders,tub gurnard,trigla lucerna
49,Benthic coastal invertebrate feeders,sea robin,triglid sp
49,Benthic coastal invertebrate feeders,sea robin,triglidae
49,Benthic coastal invertebrate feeders,whiting-pout,trisopterus luscus
49,Benthic coastal invertebrate feeders,pouting/poor cod,trisopterus sp
49,Benthic coastal invertebrate feeders,codling,urophycis brasiliensis
49,Benthic coastal invertebrate feeders,hake,urophycis mistacea
49,Benthic coastal invertebrate feeders,spotted codling,urophycis regia
49,Benthic coastal invertebrate feeders,spotted hake,urophycis regia
49,Benthic coastal invertebrate feeders,hake,urophycis sp
49,Benthic coastal invertebrate feeders,white hake,urophycis tenuis
49,Benthic coastal invertebrate feeders,eelpout,zoarcidae
50,Tilefish,blackline tilefish,caulolatilus cyanops
50,Tilefish,blueline tilefish,caulolatilus microps
50,Tilefish,goldface tilefish,na
50,Tilefish,sand tilefish,malacanthus plumieri
50,Tilefish,tilefish,lopholatilus chamaeleonticeps
50,Tilefish,tilefish family,malacanthidae
50,Tilefish,"tilefish, blackline",caulolatilus cyanops
50,Tilefish,"tilefish, blueline",caulolatilus microps
50,Tilefish,"tilefish, golden",na
50,Tilefish,"tilefish, goldface",caulolatilus chrysops
50,Tilefish,"tilefish, sand",malacanthus plumieri
50,Tilefish,tilefishes,malacanthidae
50,Tilefish,silver horsehead,branchiostegus argentatus
50,Tilefish,golden tilefish,lopholatilus chamaeleonticeps
50,Tilefish,great northern tilefish,lopholatilus chamaeleonticeps
50,Tilefish,tilefish,malacanthidae
51,Gray triggerfish,gray triggerfish,balistes capriscus
51,Gray triggerfish,"triggerfish, gray",balistes capriscus
52,Coastal omnivores,atlantic spadefish,chaetodipterus faber
52,Coastal omnivores,ballonfish,diodon holocanthus
52,Coastal omnivores,bandtail puffer,sphoeroides spengleri
52,Coastal omnivores,blunthead puffer,sphoeroides pachygaster
52,Coastal omnivores,boxfish genus,lactophrys
52,Coastal omnivores,boxfish genus,lactophrys spp.
52,Coastal omnivores,boxfishes,ostraciidae
52,Coastal omnivores,burrfish genus,chilomycterus
52,Coastal omnivores,burrfish genus,chilomycterus spp.
52,Coastal omnivores,checkered puffer,sphoeroides testudineus
52,Coastal omnivores,"filefish, unidentified",na
52,Coastal omnivores,honeycomb cowfish,acanthostracion polygonius
52,Coastal omnivores,honeycomb cowfish,lactophrys polygonia
52,Coastal omnivores,least puffer,sphoeroides parvus
52,Coastal omnivores,marbled puffer,sphoeroides dorsalis
52,Coastal omnivores,northern puffer,sphoeroides maculatus
52,Coastal omnivores,ocean triggerfish,canthidermis sufflamen
52,Coastal omnivores,oceanic puffer,lagocephalus lagocephalus
52,Coastal omnivores,oceanic puffer,lagocephalus
52,Coastal omnivores,orange filefish,aluterus schoepfi
52,Coastal omnivores,pinfish,lagodon rhomboides
52,Coastal omnivores,planehead filefish,monacanthus hispidus
52,Coastal omnivores,porcupinefish,diodon hystrix
52,Coastal omnivores,puffer family,tetraodontidae
52,Coastal omnivores,puffer genus,sphoeroides
52,Coastal omnivores,"puffer, unidentified",na
52,Coastal omnivores,puffers,na
52,Coastal omnivores,rough triggerfish,canthidermis maculata
52,Coastal omnivores,sargassum triggerfish,xanthichthys ringens
52,Coastal omnivores,scrawled cowfish,lactophrys quadricornis
52,Coastal omnivores,scrawled cowfish,acanthostracion quadricornis
52,Coastal omnivores,scrawled filefish,aluterus scriptus
52,Coastal omnivores,smooth puffer,lagocephalus laevigatus
52,Coastal omnivores,smooth trunkfish,lactophrys triqueter
52,Coastal omnivores,southern puffer,sphoeroides nephelus
52,Coastal omnivores,spadefishes,ephippidae
52,Coastal omnivores,spottail pinfish,diplodus holbrooki
52,Coastal omnivores,spotted burrfish,chilomycterus atinga
52,Coastal omnivores,spotted trunkfish,lactophrys bicaudalis
52,Coastal omnivores,striped burrfish,chilomycterus schoepfi
52,Coastal omnivores,"triggerfish, ocean",canthidermis sufflamen
52,Coastal omnivores,trunkfish,lactophrys trigonus
52,Coastal omnivores,unicorn filefish,aluterus monoceros
52,Coastal omnivores,web burrfish,na
52,Coastal omnivores,whitespotted filefish,cantherhines macrocerus
52,Coastal omnivores,scrawled filefish,alutera scripta
52,Coastal omnivores,orange filefish,aluterus schoepfii
52,Coastal omnivores,filefish,aluterus sp
52,Coastal omnivores,puffer,arothron sp
52,Coastal omnivores,tetraodontidae,blaasops
52,Coastal omnivores,white-spotted filefish,cantherhines mucrocerus
52,Coastal omnivores,orangespotted filefish,cantherhines pullus
52,Coastal omnivores,orange-spotted filefish,cantherhines pullus
52,Coastal omnivores,filefish,cantherhines sp
52,Coastal omnivores,sharpnose puffer,canthigaster rostrata
52,Coastal omnivores,burrfish,chilomycterus schoepfi
52,Coastal omnivores,burrfish,chilomycterus sp
52,Coastal omnivores,balloonfish,diodon holocanthus
52,Coastal omnivores,longspine porcupinefish,diodon holocanthus
52,Coastal omnivores,longspined porcupinefish,diodon holocanthus
52,Coastal omnivores,spot-fin porcupinefish,diodon hystrix
52,Coastal omnivores,porcupinefish,diodon sp
52,Coastal omnivores,porcupinefish,diodontidae
52,Coastal omnivores,spadefish,ephippidae
52,Coastal omnivores,trunkfish,lactophrys sp
52,Coastal omnivores,buffalo trunkfish,lactophrys trigonus
52,Coastal omnivores,longhorn cowfish,lactoria cornuta
52,Coastal omnivores,roundbelly cowfish,lactoria diaphana
52,Coastal omnivores,cowfish,lactoria sp
52,Coastal omnivores,smooth blaasop,lagocephalus inermis
52,Coastal omnivores,puffer,lagocephalus sp
52,Coastal omnivores,filefish,monacanthidae
52,Coastal omnivores,fringed filefish,monacanthus ciliatus
52,Coastal omnivores,filefish,monacanthus sp
52,Coastal omnivores,slender filefish,monacanthus tuckeri
52,Coastal omnivores,blue tipalia,oreochromis aureus
52,Coastal omnivores,mozambique tilapia,oreochromis mossambicus
52,Coastal omnivores,boxfish,ostraciidae
52,Coastal omnivores,boxfish,ostraciontidae
52,Coastal omnivores,redtail filefish,pervagor melanocephalus
52,Coastal omnivores,guinean puffer,sphoeroides marmoratus
52,Coastal omnivores,puffer,sphoeroides sp
52,Coastal omnivores,bearded puffer,sphoeroides tyleri
52,Coastal omnivores,planehead filefish,stephanolepis hispidus
52,Coastal omnivores,pygmy filefish,stephanolepis setifer
52,Coastal omnivores,puffer,tetraodontidae
52,Coastal omnivores,turretfish,tetrasomus concantenatus
52,Coastal omnivores,modest filefish,thamnaconus modestoides
52,Coastal omnivores,spotted tilapia,tilapia mariae
52,Coastal omnivores,tilapia,tilapia sp
52,Coastal omnivores,triplespine,triacanthidae
53,Reef omnivores,angelfish family,pomacanthidae
53,Reef omnivores,angelfish family,centropyge
53,Reef omnivores,angelfishes,chaetodontidae
53,Reef omnivores,beaugregory,pomacentrus leucostictus
53,Reef omnivores,bermuda chub,kyphosus sectatrix
53,Reef omnivores,black durgon,melichthys niger
53,Reef omnivores,blue angelfish,holacanthus bermudensis
53,Reef omnivores,blue parrotfish,scarus coeruleus
53,Reef omnivores,blue tang,acanthurus coeruleus
53,Reef omnivores,butterflyfishes,chaetodontidae
53,Reef omnivores,cherubfish,centropyge argi
53,Reef omnivores,chubs,coregonus
53,Reef omnivores,cocoa damselfish,na
53,Reef omnivores,damselfish family,pomacentridae
53,Reef omnivores,doctorfish,acanthurus chirurgus
53,Reef omnivores,eelgrass blenny,stathmonotus stahli
53,Reef omnivores,emerald parrotfish,nicholsina usta
53,Reef omnivores,french angelfish,pomacanthus paru
53,Reef omnivores,gray angelfish,pomacanthus arcuatus
53,Reef omnivores,gulf surgeonfish,acanthurus randalli
53,Reef omnivores,midnight parrotfish,scarus coelestinus
53,Reef omnivores,ocean surgeon,acanthurus bahianus
53,Reef omnivores,ocean surgeonfish,na
53,Reef omnivores,parrotfish family,scaridae
53,Reef omnivores,"parrotfish, unidentified",na
53,Reef omnivores,parrotfishes,scaridae
53,Reef omnivores,princess parrotfish,scarus taeniopterus
53,Reef omnivores,purple reeffish,na
53,Reef omnivores,queen angelfish,holacanthus ciliaris
53,Reef omnivores,queen parrotfish,scarus vetula
53,Reef omnivores,queen triggerfish,balistes vetula
53,Reef omnivores,rainbow parrotfish,scarus guacamaia
53,Reef omnivores,redband parrotfish,sparisoma aurofrenatum
53,Reef omnivores,redfin parrotfish,sparisoma rubripinne
53,Reef omnivores,redtail parrotfish,sparisoma chrysopterum
53,Reef omnivores,rock beauty,holacanthus tricolor
53,Reef omnivores,sea chub genus,kyphosus
53,Reef omnivores,sea chub genus,kyphosus spp.
53,Reef omnivores,sea chubs,kyphosidae
53,Reef omnivores,sergeant major,abudefduf saxatilis
53,Reef omnivores,spotlight parrotfish,na
53,Reef omnivores,stoplight parrotfish,sparisoma viride
53,Reef omnivores,striped parrotfish,scarus croicensis
53,Reef omnivores,surgeonfish genus,acanthurus spp.
53,Reef omnivores,surgeonfish genus,acanthurus
53,Reef omnivores,surgeonfishes,acanthuridae
53,Reef omnivores,"triggerfish, queen",balistes vetula
53,Reef omnivores,unicornfish,eumecichthys fiski
53,Reef omnivores,yellow chub,kyphosus incisor
53,Reef omnivores,parrotfish,#N/A
53,Reef omnivores,night sergeant,abudefduf taurus
53,Reef omnivores,ocean surgeonfish,acanthunus bahianus
53,Reef omnivores,surgeonfish,acanthuridae
53,Reef omnivores,surgeonfish,acanthurus sp
53,Reef omnivores,blenny,blenniidae
53,Reef omnivores,seaweed blenny,blennius marmoreus
53,Reef omnivores,pike blenny,chaenopsidae
53,Reef omnivores,striped blenny,chasmodes bosquianus
53,Reef omnivores,florida blenny,chasmodes saburrae
53,Reef omnivores,blue chromis,chromis cyanea
53,Reef omnivores,yellowtail reeffish,chromis enchrysurus
53,Reef omnivores,sunshine chromis,chromis insolatus
53,Reef omnivores,brown chromis,chromis multilineata
53,Reef omnivores,purple reeffish,chromis scotti
53,Reef omnivores,chromis,chromis sp
53,Reef omnivores,pearl blenny,entomacrodus nigricans
53,Reef omnivores,blue angelfish,holacanthus isabelita
53,Reef omnivores,feather blenny,hypsoblennius hentz
53,Reef omnivores,sea chub,kyphosidae
53,Reef omnivores,bermuda sea chub,kyphosus sectatrix
53,Reef omnivores,sea chub,kyphosus sp
53,Reef omnivores,sea chub,kyphosus sp.
53,Reef omnivores,blenny,labrisomidae
53,Reef omnivores,mimic blenny,labrisomus guppyi
53,Reef omnivores,downy blenny,labrisomus kalisherae
53,Reef omnivores,hairy blenny,labrisomus nuchipinnis
53,Reef omnivores,halfmoon,medialuna californiensis
53,Reef omnivores,yellowtail damselfish,microspathodon chrysurus
53,Reef omnivores,unicornfish,naso sp
53,Reef omnivores,rockskipper,parablennius marmoratus
53,Reef omnivores,angelfish,pomacanthidae
53,Reef omnivores,damselfish,pomacentridae
53,Reef omnivores,damselfish,pomacentrus sp
53,Reef omnivores,scalyfin,pomanocerotidae
53,Reef omnivores,yellowtail surgeonfish,prionurus punctatus
53,Reef omnivores,parrotfish,scaridae
53,Reef omnivores,molly miller,scartella cristata
53,Reef omnivores,striped parrotfish,scarus iseri
53,Reef omnivores,parrotfish,scarus sp
53,Reef omnivores,sweep,scorpididae
53,Reef omnivores,rabbitfish,siganus sp
53,Reef omnivores,bucktooth parrotfish,sparisoma radians
53,Reef omnivores,parrotfish,sparisoma sp
53,Reef omnivores,dusky damselfish,stegastes adustus
53,Reef omnivores,brazilian damselfish,stegastes fuscus
53,Reef omnivores,beaugregory,stegastes leucostictus
53,Reef omnivores,threespot damselfish,stegastes planifrons
53,Reef omnivores,cocoa damselfish,stegastes variabilis
53,Reef omnivores,hairtail blenny,xiphasia setifer
54,Surface pelagics,atlantic flyingfish,cypselurus melanurus
54,Surface pelagics,atlantic flyingfish,cypselurus heterurus
54,Surface pelagics,balao,hemiramphus balao
54,Surface pelagics,ballyhoo,hemiramphus brasiliensis
54,Surface pelagics,clearwing flyingfish,na
54,Surface pelagics,flyingfish family,exocoetidae
54,Surface pelagics,flyingfishes,exocoetidae
54,Surface pelagics,hemiramphus genus,hemiramphus spp.
54,Surface pelagics,silverstripe halfbeak,hyporhamphus unifasciatus
54,Surface pelagics,beloniformes,beloniformes
54,Surface pelagics,margined flyingfish,cheilopogon cyanopterus
54,Surface pelagics,atlantic flyingfish,cheilopogon melanurus
54,Surface pelagics,bennett's flyingfish,cheilopogon pinnatibarbatus
54,Surface pelagics,flyingfish,cheilopogon sp
54,Surface pelagics,pacific saury,cololabis saira
54,Surface pelagics,cleawing flyingfish,cypselurus
54,Surface pelagics,clearwing flyingfish,cypselurus comatus
54,Surface pelagics,bearded flyingfish,cypselurus cyanopterus
54,Surface pelagics,flyingfish,cypselurus sp
54,Surface pelagics,flying halfbeak,euleptorhamphus velox
54,Surface pelagics,flyingfish,exocoetidae
54,Surface pelagics,oceanic two-wing flyingfish,exocoetus obtusirostris
54,Surface pelagics,flyingfish,exocoetus sp
54,Surface pelagics,flyingfish,exocoetus volitans
54,Surface pelagics,tropical two-wing flyingfish,exocoetus volitans
54,Surface pelagics,halfbeak,hemiramphidae
54,Surface pelagics,balao halfbeak,hemiramphus balao
54,Surface pelagics,ballyhoo halfbeak,hemiramphus brasiliensis
54,Surface pelagics,halfbeak,hemiramphus sp
54,Surface pelagics,common halfbeak,hemiramphus unifasciatus
54,Surface pelagics,fourwing flyingfish,hirundichthys affinis
54,Surface pelagics,coromandel flyingfish,hirundichthys coromandelensis
54,Surface pelagics,atlantic black wing flyingfish,hirundichthys rondeletii
54,Surface pelagics,halfbeak,hyporhamphus sp
54,Surface pelagics,halfbeak,hyporhamphus sp.
54,Surface pelagics,halfbeak,hyporhamphus spp.
54,Surface pelagics,common halfbeak,hyporhamphus unifasciatus
54,Surface pelagics,smallwing flyingfish,oxyphorhamphus micropterus micropterus
54,Surface pelagics,bigwing flyingfish,oxyporhamphus micropterus
54,Surface pelagics,bigwing halfbeak,oxyporhamphus micropterus
54,Surface pelagics,halfbeak,oxyporhamphus sp
54,Surface pelagics,sailfin flyingfish,parexocoetus brachypterus
54,Surface pelagics,flyingfish,parexocoetus hillianus
54,Surface pelagics,bluntnose flyingfish,prognichthys occidentalis
54,Surface pelagics,western blunthose flyingfish,prognichthys occidentalis
54,Surface pelagics,saury,scomberesocidae
54,Surface pelagics,atlantic saury,scomberesox saurus
55,Large oceanic planktivores,manta,manta birostris
55,Large oceanic planktivores,manta family,mobulidae
55,Large oceanic planktivores,mola family,molidae
55,Large oceanic planktivores,basking shark,cetorhinus maximus
55,Large oceanic planktivores,giant oceanic manta ray,manta birostris
55,Large oceanic planktivores,manta ray,manta birostris
55,Large oceanic planktivores,ocean sunfish,masturus lanceolatus
55,Large oceanic planktivores,manta ray,mobulidae
55,Large oceanic planktivores,ocean sunfish,mola mola
55,Large oceanic planktivores,mola,molidae
55,Large oceanic planktivores,whale,mysticeti
55,Large oceanic planktivores,slender sunfish,ranzania laevis
56,Oceanic planktivores,black driftfish,hyperoglyphe bythites
56,Oceanic planktivores,spotted driftfish,na
57,Sardine-herring-scad,alewife,alosa pseudoharengus
57,Sardine-herring-scad,atlantic herring,clupea harengus
57,Sardine-herring-scad,atlantic thread herring,opisthonema oglinum
57,Sardine-herring-scad,bigeye cigarfish,cubiceps pauciradiatus
57,Sardine-herring-scad,bigeye scad,selar crumenophthalmus
57,Sardine-herring-scad,false pilchard,harengula clupeola
57,Sardine-herring-scad,gizzard shad,dorosoma cepedianum
57,Sardine-herring-scad,herring family,clupeidae
57,Sardine-herring-scad,herring genus,alosa spp.
57,Sardine-herring-scad,herring genus,alosa
57,Sardine-herring-scad,"herring, atlantic thread",opisthonema oglinum
57,Sardine-herring-scad,herrings,clupeidae
57,Sardine-herring-scad,mackerel scad,decapterus macarellus
57,Sardine-herring-scad,redtail scad,decapterus tabl
57,Sardine-herring-scad,rough scad,trachurus lathami
57,Sardine-herring-scad,round herring,etrumeus teres
57,Sardine-herring-scad,round scad,decapterus punctatus
57,Sardine-herring-scad,"sardine, spanish",sardinella aurita
57,Sardine-herring-scad,"scad, bigeye",selar crumenophthalmus
57,Sardine-herring-scad,scads,decapterus
57,Sardine-herring-scad,scaled sardine,harengula jaguana
57,Sardine-herring-scad,scaled sardine,harengula pensacolae
57,Sardine-herring-scad,"shad, american",alosa sapidissima
57,Sardine-herring-scad,"shad, gizzard",dorosoma cepedianum
57,Sardine-herring-scad,"shad, hickory",alosa mediocris
57,Sardine-herring-scad,"shad, threadfin",dorosoma petenense
57,Sardine-herring-scad,skipjack herring,alosa chrysochloris
57,Sardine-herring-scad,spanish sardine,sardinella aurita
57,Sardine-herring-scad,spanish sardine,sardinella anchovia
57,Sardine-herring-scad,threadfin shad,dorosoma petenense
57,Sardine-herring-scad,herring,#N/A
57,Sardine-herring-scad,sardine,#N/A
57,Sardine-herring-scad,blueback herring,alosa aestivalis
57,Sardine-herring-scad,allis shad,alosa alosa
57,Sardine-herring-scad,skipjack shad,alosa chrysochloris
57,Sardine-herring-scad,american shad,alosa sapidissima
57,Sardine-herring-scad,shad,alosa sp
57,Sardine-herring-scad,sardinella,amblygaster sp
57,Sardine-herring-scad,australian herring,arripis georgianus
57,Sardine-herring-scad,shrimp scad,atule kalla
57,Sardine-herring-scad,yellowtail scad,atule mate
57,Sardine-herring-scad,dogtooth herring,chirocentrodon bleekerianus
57,Sardine-herring-scad,amberstripe scad,decapterus hypodus
57,Sardine-herring-scad,redtail scad,decapterus kurroides
57,Sardine-herring-scad,shortfin scad,decapterus macrosoma
57,Sardine-herring-scad,japanese scad,decapterus maruadsi
57,Sardine-herring-scad,amberstripe scad,decapterus muroadsi
57,Sardine-herring-scad,mackerel scad,decapterus pinnulatus
57,Sardine-herring-scad,indian scad,decapterus russelli
57,Sardine-herring-scad,scad,decapterus sp
57,Sardine-herring-scad,roughear scad,decapterus tabl
57,Sardine-herring-scad,american gizzard shad,dorosoma cepedianum
57,Sardine-herring-scad,shad,dorosoma sp
57,Sardine-herring-scad,red-eye round herring,etrumeus sadina
57,Sardine-herring-scad,round herring,etrumeus sp
57,Sardine-herring-scad,red-eye round herring,etrumeus teres
57,Sardine-herring-scad,whitehead's round herring,etrumeus whiteheadi
57,Sardine-herring-scad,false herring,harengula clupeola
57,Sardine-herring-scad,redear herring,harengula humeralis
57,Sardine-herring-scad,redear sardine,harengula humeralis
57,Sardine-herring-scad,scaled herring,harengula jaguana
57,Sardine-herring-scad,herring,harengula pensacolae
57,Sardine-herring-scad,herring,harengula sp
57,Sardine-herring-scad,pacific flatiron herring,harengula thrissina
57,Sardine-herring-scad,sardinella,harengula zunasi
57,Sardine-herring-scad,bluestripe herring,herklotsicthyes quadrimaculatus
57,Sardine-herring-scad,kelee shad,hilsa kelee
57,Sardine-herring-scad,dwarf round herring,jenkinsia lamprotaenia
57,Sardine-herring-scad,round herring,jenkinsia sp
57,Sardine-herring-scad,sardinella,juvenile sardinella
57,Sardine-herring-scad,capelin,mallotus villosus
57,Sardine-herring-scad,torpedo scad,megalaspis cordyla
57,Sardine-herring-scad,guiana longfin herring,odontognathus mucronatus
57,Sardine-herring-scad,pacific thread herring,ophistonema libertate
57,Sardine-herring-scad,thread herring,ophistonema spp
57,Sardine-herring-scad,thread herring,opisthonema
57,Sardine-herring-scad,pacific thread herring,opisthonema libertate
57,Sardine-herring-scad,thread herring,opisthonema oglinum
57,Sardine-herring-scad,caille,pellona harroweri
57,Sardine-herring-scad,sprat,rhinosardinia bahiensis
57,Sardine-herring-scad,european pilchard,sardina pilchardus
57,Sardine-herring-scad,sardinella,sardinella anchovia
57,Sardine-herring-scad,round sardinella,sardinella aurita
57,Sardine-herring-scad,brazilian sardinella,sardinella brasiliensis
57,Sardine-herring-scad,bali sardinella,sardinella lemuru
57,Sardine-herring-scad,indian oil sardine,sardinella longiceps
57,Sardine-herring-scad,madeiran sardinella,sardinella maderensis
57,Sardine-herring-scad,sardinella,sardinella sp
57,Sardine-herring-scad,south american pilchard,sardinops caeruleus
57,Sardine-herring-scad,australian pilchard,sardinops neopilchardus
57,Sardine-herring-scad,south african pilchard,sardinops ocellatus
57,Sardine-herring-scad,south american pilchard,sardinops sagax
57,Sardine-herring-scad,pilchard,sardinops sp
57,Sardine-herring-scad,scad,selar sp
57,Sardine-herring-scad,yellowstripe scad,selaroides leptolepis
57,Sardine-herring-scad,sprat,sprattus sprattus
"58,59,60,61,62",Menhaden (0yr),atlantic menhaden,brevoortia tyrannus
"58,59,60,61,62",Menhaden (0yr),finescale menhaden,brevoortia gunteri
"58,59,60,61,62",Menhaden (0yr),gulf menhaden,brevoortia patronus
"58,59,60,61,62",Menhaden (0yr),menhaden,brevoortia
"58,59,60,61,62",Menhaden (0yr),menhaden genus,brevoortia spp.
"58,59,60,61,62",Menhaden (0yr),menhaden genus,brevoortia
"58,59,60,61,62",Menhaden (0yr),yellowfin menhaden,brevoortia smithi
