EwE_num,EwE_name,Common,Sciname
40,Other snapper,snapper caribbean red,lutjanus purpureus
40,Other snapper,"snapper, black",apsilus dentatus
40,Other snapper,"snapper, blackfin",lutjanus buccanella
40,Other snapper,"snapper, cubera",lutjanus cyanopterus
40,Other snapper,"snapper, dog",lutjanus jocu
40,Other snapper,"snapper, gray",lutjanus griseus
40,Other snapper,"snapper, mahogany",lutjanus mahogoni
40,Other snapper,"snapper, queen",etelis oculatus
40,Other snapper,"snapper, silk",lutjanus vivanus
40,Other snapper,wenchman,pristipomoides aquilonaris
41,Inshore coastal piscivores,sharpjaw bonefish,albula neoguinaica
41,Inshore coastal piscivores,bonefish,albula vulpes
41,Inshore coastal piscivores,bonefish,albulidae
41,Inshore coastal piscivores,bowfin,amia calva
41,Inshore coastal piscivores,southern meagre,argyrosomus hololepidotus
41,Inshore coastal piscivores,mild meagre,argyrosomus inodorus
41,Inshore coastal piscivores,japanese meagre,argyrosomus japonicus
41,Inshore coastal piscivores,geelbek,atractoscion aequidens
41,Inshore coastal piscivores,garfish,belone belone
41,Inshore coastal piscivores,snook,centropomidae
41,Inshore coastal piscivores,snook,centropomus sp
41,Inshore coastal piscivores,common snook,centropomus undecimalis
41,Inshore coastal piscivores,ladyfish,elopidae
41,Inshore coastal piscivores,ladyfish,elops saurus
41,Inshore coastal piscivores,pike,esocidae
41,Inshore coastal piscivores,kob,johnius sp
41,Inshore coastal piscivores,garfish,lepisosteidae
41,Inshore coastal piscivores,tarpon,megalopidae
41,Inshore coastal piscivores,atlantic tarpon,megalops atlantica
41,Inshore coastal piscivores,tarpon,megalops atlanticus
41,Inshore coastal piscivores,striped bass,morone saxatilis
41,Inshore coastal piscivores,roosterfish,nemastistiidae
41,Inshore coastal piscivores,meagre,sciaena aquila
42,Sea trout,sand seatrout,cynoscion arenarius
42,Sea trout,seatrout genus,cynoscion
42,Sea trout,seatrout genus,cynoscion spp
42,Sea trout,"seatrout, sand",cynoscion arenarius
42,Sea trout,"seatrout, spotted",cynoscion nebulosus
42,Sea trout,"seatrout, unidentified",na
42,Sea trout,silver seatrout,cynoscion nothus
42,Sea trout,spotted seatrout,cynoscion nebulosus
42,Sea trout,weakfish,cynoscion regalis
42,Sea trout,stripped weakfish,cynoscion guatucupa
42,Sea trout,stripped weakfish,cynoscion guatupuca
42,Sea trout,jamaican weakfish,cynoscion jamaicensis
42,Sea trout,shortfin weakfish,cynoscion parvipinnis
42,Sea trout,squeteague,cynoscion regalis
42,Sea trout,seatrout,cynoscion sp
42,Sea trout,weakfish,cynoscion sp
43,Oceanic piscivores,atlantic cutlassfish,trichiurus lepturus
43,Oceanic piscivores,bigscale pomfret,taractes longispinnis
43,Oceanic piscivores,"cutlassfish, atlantic",trichiurus lepturus
43,Oceanic piscivores,"cutlassfish, unidentified",na
43,Oceanic piscivores,polka-dot ribbonfish,desmodema polystictum
43,Oceanic piscivores,pomfret family,bramidae
43,Oceanic piscivores,pomfrets,bramidae
43,Oceanic piscivores,ribbonfish family,trachipteridae
43,Oceanic piscivores,snake mackerel,gempylus serpens
43,Oceanic piscivores,lancetfish,alepisauridae
43,Oceanic piscivores,short snouted lancetfish,alepisaurus brevirostris
43,Oceanic piscivores,longnose lancetfish,alepisaurus ferox
43,Oceanic piscivores,longsnouted lancetfish,alepisaurus ferox
43,Oceanic piscivores,lancetfish,alepisaurus sp
43,Oceanic piscivores,lancetfish,alepisaurus spp
43,Oceanic piscivores,black scabbardfish,aphanopus carbo
43,Oceanic piscivores,scabbardfish,aphanopus sp
43,Oceanic piscivores,black pomfret,apolectus niger
43,Oceanic piscivores,southern rays bream,brama australis
43,Oceanic piscivores,atlantic pomfret,brama brama
43,Oceanic piscivores,caribbean pomfret,brama caribbea
43,Oceanic piscivores,pacific pomfret,brama japonica
43,Oceanic piscivores,bigtooth pomfret,brama orcini
43,Oceanic piscivores,pomfret,brama sp
43,Oceanic piscivores,pomfret,bramidae
43,Oceanic piscivores,polka-dotted ribbonfish,desmodema polystictum
43,Oceanic piscivores,ribbonfish,desmodema sp
43,Oceanic piscivores,scabbardfish,evoxymetopon sp
43,Oceanic piscivores,escolar,gempylidae
43,Oceanic piscivores,escolar,lepidocybium flavobrunneum
43,Oceanic piscivores,crested scabbardfish,lepidopus altifrons
43,Oceanic piscivores,scabbardfish,lepidopus caudatus
43,Oceanic piscivores,scabbardfish,lepidopus sp
43,Oceanic piscivores,black seadevil,melanocetidae
43,Oceanic piscivores,offshore hake,merluccius albidus
43,Oceanic piscivores,snake mackerel,nealotus tripes
43,Oceanic piscivores,black snake mackerel,neolatus tripes
43,Oceanic piscivores,black pomfret,parastromateus niger
43,Oceanic piscivores,pomfret,pteraclis sp
43,Oceanic piscivores,pomfret,ptericombus sp
43,Oceanic piscivores,prickly fanfish,pterycombus petersii
43,Oceanic piscivores,oarfish,regalecidae
43,Oceanic piscivores,oilfish,ruvettus pretiosus
43,Oceanic piscivores,pomfret,taractes rubescens
43,Oceanic piscivores,pomfret,taractichthys  sp
43,Oceanic piscivores,cape snoek,thyrsites atun
43,Oceanic piscivores,white snake mackerel,thyrsitops lepidopoides
43,Oceanic piscivores,snake mackerel,thyrsitops sp
43,Oceanic piscivores,ribbonfish,trachipteridae
43,Oceanic piscivores,king-of-the-salmon,trachipterus altivelis
43,Oceanic piscivores,ribbonfish,trachipterus arawatae
43,Oceanic piscivores,ribbonfish,trachipterus sp
43,Oceanic piscivores,ribbonfish,trachypterus arawatae
43,Oceanic piscivores,cutlassfish,trichiuridae
43,Oceanic piscivores,pearly hairtail,trichiurus auriga
43,Oceanic piscivores,cutlassfish,trichiurus lepturus
43,Oceanic piscivores,largehead hairtail,trichiurus lepturus
43,Oceanic piscivores,hairtail,trichiurus sp
43,Oceanic piscivores,dory,zeidae
43,Oceanic piscivores,dory,zeiformes
43,Oceanic piscivores,dwarf dory,zenion hololepis
43,Oceanic piscivores,ribbonfish,zu cristatus
44,Benthic piscivores,atlantic angel shark,squatina dumeril
44,Benthic piscivores,banded shrimp eel,na
44,Benthic piscivores,deepwater flounder,monolene sessilicauda
44,Benthic piscivores,"flounder, southern",na
44,Benthic piscivores,"flounder, summer",paralichthys dentatus
44,Benthic piscivores,frogfish genus,antennarius
44,Benthic piscivores,frogfish genus,antennarius spp
44,Benthic piscivores,goosefish,lophius americanus
44,Benthic piscivores,"goosefish, unidentified",na
44,Benthic piscivores,gulf flounder,paralichthys albigutta
44,Benthic piscivores,inshore lizardfish,synodus foetens
44,Benthic piscivores,king snake eel,na
44,Benthic piscivores,largescale lizardfish,saurida brasiliensis
44,Benthic piscivores,lizardfish family,synodontidae
44,Benthic piscivores,lizardfish genus,synodus spp
44,Benthic piscivores,lizardfish genus,synodus
44,Benthic piscivores,ocellated frogfish,na
44,Benthic piscivores,offshore lizardfish,synodus poeyi
44,Benthic piscivores,red lizardfish,synodus synodus
44,Benthic piscivores,sand diver,synodus intermedius
44,Benthic piscivores,sea lamprey,petromyzon marinus
44,Benthic piscivores,shrimp eel,ophichthus gomesi
44,Benthic piscivores,smooth flounder,pleuronectes putnami
44,Benthic piscivores,snakefish,trachinocephalus myops
44,Benthic piscivores,southern flounder,paralichthys lethostigma
44,Benthic piscivores,southern stargazer,astroscopus y-graecum
44,Benthic piscivores,spotfin flounder,cyclopsetta fimbriata
44,Benthic piscivores,stargazer family,uranoscopidae
44,Benthic piscivores,summer flounder,paralichthys dentatus
44,Benthic piscivores,three-eye flounder,na
44,Benthic piscivores,unidentified flounder or sole,pleuronectoidei
44,Benthic piscivores,lizardfish,#N/A
44,Benthic piscivores,flounder,ancyclopsetta sp
44,Benthic piscivores,frogfish,antennariidae
44,Benthic piscivores,longlure frogfish,antennarius multiocellatus
44,Benthic piscivores,northern stargazer,astroscopus guttatus
44,Benthic piscivores,arrowtooth flounder,atheresthes stomas
44,Benthic piscivores,lizardfish,aulopiformes
44,Benthic piscivores,snake eel,callechelys sp/bascanichthys sp
44,Benthic piscivores,sea toad,chaunacidae
44,Benthic piscivores,large-tooth flounder,citharichthys sp
44,Benthic piscivores,mexican flounder,cyclopsetta chittendeni
44,Benthic piscivores,spotted spoonnose eel,echiophis intertinctus
44,Benthic piscivores,flatfish,etropus sp
44,Benthic piscivores,large-tooth flounder,etropus sp
44,Benthic piscivores,bigmouth flounder,hippoglossina stomata
44,Benthic piscivores,freckled pike-conger,hoplunnis macrurus
44,Benthic piscivores,monkfish,kathetostoma spp
44,Benthic piscivores,lamprey,lampridiformes
44,Benthic piscivores,anglerfish,lophiiformes
44,Benthic piscivores,blackmouth angler,lophiomus setigerus
44,Benthic piscivores,snake eel,myrichthys
44,Benthic piscivores,speckled worm-eel,myrophis punctatus
44,Benthic piscivores,pacific worm-eel,myrophis vafer
44,Benthic piscivores,duckbill eel,nettastomatidae
44,Benthic piscivores,snake eel,ophichthidae
44,Benthic piscivores,marginated snake eel,ophichthus cruentifer
44,Benthic piscivores,shrimp eel,ophichthus gomesii
44,Benthic piscivores,shrimp eel,ophichthus sp
44,Benthic piscivores,snake eel,ophichthus sp
44,Benthic piscivores,lingcod,ophiodon elongatus
44,Benthic piscivores,large-tooth flounder,paralichthyidae
44,Benthic piscivores,fourspotted flounder,paralichthys oblongus
44,Benthic piscivores,large-tooth flounder,paralichthys sp
44,Benthic piscivores,flounder,paralichthys sp
44,Benthic piscivores,speckled flounder,paralichthys woolmani
44,Benthic piscivores,indian halibut,psettodes erumei
44,Benthic piscivores,snake eel,pseudomyrophis sp
44,Benthic piscivores,brazilian lizardfish,saurida brasiliensis
44,Benthic piscivores,lizardfish,saurida caribaea
44,Benthic piscivores,clouded lizardfish,saurida normai
44,Benthic piscivores,shortjaw lizardfish,saurida normani
44,Benthic piscivores,lizardfish,saurida spp
44,Benthic piscivores,greater lizardfish,saurida tumbil
44,Benthic piscivores,brushtooth lizardfish,saurida undosquamis
44,Benthic piscivores,african angel shark,squatina africana
44,Benthic piscivores,australian angel shark,squatina australis
44,Benthic piscivores,sand devil,squatina dumeril
44,Benthic piscivores,angel shark,squatinidae
44,Benthic piscivores,beach flounder,syacium latifrons
44,Benthic piscivores,largetooth flounder,syacium sp
44,Benthic piscivores,lizardfish,synodontidae
44,Benthic piscivores,inotted lizardfish,synodus evermanni
44,Benthic piscivores,atlantic lizardfish,synodus sauris
44,Benthic piscivores,shorthead lizardfish,synodus scituliceps
44,Benthic piscivores,lizardfish,synodus sp
44,Benthic piscivores,diamond lizardfish,synodus synodus
44,Benthic piscivores,stargazer,uranoscopidae
44,Benthic piscivores,atlantic stargazer,uranoscopus scaber
45,Reef piscivores,barracuda genus,sphyraena
45,Reef piscivores,barracuda genus,sphyraena spp
45,Reef piscivores,barracudas,sphyraenidae
45,Reef piscivores,bigeye soldierfish,ostichthys trachypoma
45,Reef piscivores,blackbar soldierfish,na
45,Reef piscivores,blackedge moray,gymnothorax nigromarginatus
45,Reef piscivores,blacktail moray,na
45,Reef piscivores,chain moray,echidna catenata
45,Reef piscivores,deepwater squirrelfish,na
45,Reef piscivores,dusky squirrelfish,holocentrus vexillarius
45,Reef piscivores,"eel, morays",muraenidae
45,Reef piscivores,golden tail moray,na
45,Reef piscivores,goldentail moray,na
45,Reef piscivores,great barracuda,sphyraena barracuda
45,Reef piscivores,greater soapfish,rypticus saponaceus
45,Reef piscivores,green moray,gymnothorax funebris
45,Reef piscivores,guaguanche,sphyraena guachancho
45,Reef piscivores,longjaw squirrelfish,na
45,Reef piscivores,longspine squirrelfish,holocentrus rufus
45,Reef piscivores,moray family,muraenidae
45,Reef piscivores,"moray, unidentified",na
45,Reef piscivores,northern sennet,sphyraena borealis
45,Reef piscivores,ocellated moray,gymnothorax saxicola
45,Reef piscivores,reef squirrelfish,holocentrus coruscus
45,Reef piscivores,soapfish genus,rypticus
45,Reef piscivores,soapfish genus,rypticus spp
45,Reef piscivores,southern sennet,sphyraena picudilla
45,Reef piscivores,spotted moray,gymnothorax moringa
45,Reef piscivores,spotted soapfish,rypticus subbifrenatus
45,Reef piscivores,squirrelfish,holocentrus adscensionis
45,Reef piscivores,squirrelfish,holocentrus ascensionis
45,Reef piscivores,squirrelfish family,holocentridae
45,Reef piscivores,squirrelfish genus,holocentrus
45,Reef piscivores,squirrelfish genus,holocentrus spp
45,Reef piscivores,squirrelfishes,holocentridae
45,Reef piscivores,whitespotted soapfish,rypticus maculatus
45,Reef piscivores,saddle squirrelfish,adioryx poco
45,Reef piscivores,squirrelfish,adioryx sp
45,Reef piscivores,nannygai,centroberyx australis
45,Reef piscivores,spinycheek soldierfish,corniger spinosus
45,Reef piscivores,sea snake,elapidae
45,Reef piscivores,moray,gymnothorax nigromarginatus
45,Reef piscivores,honeycomb moray,gymnothorax saxicola
45,Reef piscivores,moray,gymnothorax sp
45,Reef piscivores,purplemouth moray,gymnothorax vicinus
45,Reef piscivores,squirrelfish,holocentridae
45,Reef piscivores,squirrelfish,holocentrus sp
45,Reef piscivores,silver-cheeked toadfish,lagocephalus sceleratus
45,Reef piscivores,mediterranean moray,muraena helena
45,Reef piscivores,moray eel,muraenidae
45,Reef piscivores,blackbar soldierfish,myripristis jacobus
45,Reef piscivores,longjaw squirrelfish,neoniphon marianus
45,Reef piscivores,cardinal soldierfish,plectrypops retrospinis
45,Reef piscivores,soapfish,rypticus sp
45,Reef piscivores,reef squirrelfish,sargocentron coruscum
45,Reef piscivores,tinsel squirrelfish,sargocentron suborbitalis
45,Reef piscivores,dusky squirrelfish,sargocentron vexillarium
45,Reef piscivores,barracuda,sphraenidae
45,Reef piscivores,california barracuda,sphyraena argentea
45,Reef piscivores,guachanche barracuda,sphyraena guachancho
45,Reef piscivores,guaguanche barracuda,sphyraena guachancho
45,Reef piscivores,australian barracuda,sphyraena novaehollandiae
45,Reef piscivores,red barracuda,sphyraena pinguis
45,Reef piscivores,barracuda,sphyraena sp
45,Reef piscivores,barracuda,sphyraenidae
46,Reef invertebrate feeders,bank sea bass,centropristis ocyurus
46,Reef invertebrate feeders,"bass, longtail",hemanthias leptus
46,Reef invertebrate feeders,belted sandfish,serranus subligarius
46,Reef invertebrate feeders,bigeye,priacanthus arenatus
46,Reef invertebrate feeders,bigeye family,priacanthidae
46,Reef invertebrate feeders,black grunt,na
46,Reef invertebrate feeders,black margate,anisotremus surinamensis
46,Reef invertebrate feeders,black sea bass,centropristis striata
46,Reef invertebrate feeders,blackear bass,serranus atrobranchus
46,Reef invertebrate feeders,blackear wrasse,halichoeres poeyi
46,Reef invertebrate feeders,bluespotted cornetfish,fistularia tabacaria
46,Reef invertebrate feeders,bluestriped grunt,haemulon sciurus
46,Reef invertebrate feeders,bulleye,cookeolus japonicus
46,Reef invertebrate feeders,bulleye,priacanthus cruentatus
46,Reef invertebrate feeders,burro grunt,pomadasys crocro
46,Reef invertebrate feeders,butter hamlet,hypoplectrus unicolor
46,Reef invertebrate feeders,butterflyfish genus,chaetodon spp
46,Reef invertebrate feeders,butterflyfish genus,chaetodon
46,Reef invertebrate feeders,caesar grunt,haemulon carbonarium
46,Reef invertebrate feeders,cardinalfish family,apogonidae
46,Reef invertebrate feeders,clingfish family,gobiesocidae
46,Reef invertebrate feeders,cornetfish genus,na
46,Reef invertebrate feeders,cottonwick,haemulon melanurum
46,Reef invertebrate feeders,creole-fish,paranthias furcifer
46,Reef invertebrate feeders,creole fish,na
46,Reef invertebrate feeders,creole wrasse,clepticus parrae
46,Reef invertebrate feeders,cubbyu,equetus umbrosus
46,Reef invertebrate feeders,foureye butterflyfish,chaetodon capistratus
46,Reef invertebrate feeders,french grunt,haemulon flavolineatum
46,Reef invertebrate feeders,glasseye snapper,priacanthus cruentatus
46,Reef invertebrate feeders,glassy sweeper,na
46,Reef invertebrate feeders,grunt family,haemulidae
46,Reef invertebrate feeders,grunt genus,haemulon spp
46,Reef invertebrate feeders,grunt genus,haemulon
46,Reef invertebrate feeders,"grunt, cottonwick",haemulon melanurum
46,Reef invertebrate feeders,"grunt, french",haemulon flavolineatum
46,Reef invertebrate feeders,grunts,haemulidae
46,Reef invertebrate feeders,gulf toadfish,opsanus beta
46,Reef invertebrate feeders,high-hat,equetus acuminatus
46,Reef invertebrate feeders,high hat,na
46,Reef invertebrate feeders,highfin scorpionfish,pontinus rathbuni
46,Reef invertebrate feeders,hogfish,lachnolaimus maximus
46,Reef invertebrate feeders,jackknife-fish,equetus lanceolatus
46,Reef invertebrate feeders,jolthead porgy,calamus bajonado
46,Reef invertebrate feeders,knobbed porgy,calamus nodosus
46,Reef invertebrate feeders,lane snapper,lutjanus synagris
46,Reef invertebrate feeders,leopard toadfish,opsanus pardus
46,Reef invertebrate feeders,littlehead porgy,calamus proridens
46,Reef invertebrate feeders,longtail bass,hemanthias leptus
46,Reef invertebrate feeders,margate,haemulon album
46,Reef invertebrate feeders,mutton hamlet,epinephelus afer
46,Reef invertebrate feeders,oyster toadfish,opsanus tau
46,Reef invertebrate feeders,painted wrasse,halichoeres caudalis
46,Reef invertebrate feeders,pearlfish,carapus bermudensis
46,Reef invertebrate feeders,pearly razorfish,hemipteronotus novacula
46,Reef invertebrate feeders,"porgy, jolthead",calamus bajonado
46,Reef invertebrate feeders,"porgy, knobbed",calamus nodosus
46,Reef invertebrate feeders,"porgy, littlehead",calamus proridens
46,Reef invertebrate feeders,"porgy, whitebone",calamus leucosteus
46,Reef invertebrate feeders,porkfish,anisotremus virginicus
46,Reef invertebrate feeders,puddingwife,halichoeres radiatus
46,Reef invertebrate feeders,puddingwife (wrasse),halichoeres radiatus
46,Reef invertebrate feeders,rainbow wrasse,halichoeres pictus
46,Reef invertebrate feeders,red barbier,hemanthias vivanus
46,Reef invertebrate feeders,red cornetfish,na
46,Reef invertebrate feeders,red hogfish,decodon puellaris
46,Reef invertebrate feeders,reef butterflyfish,chaetodon sedentarius
46,Reef invertebrate feeders,reef croaker,odontoscion dentex
46,Reef invertebrate feeders,reef scorpionfish,scorpaenodes caribbaeus
46,Reef invertebrate feeders,rock sea bass,centropristis philadelphica
46,Reef invertebrate feeders,rosy razorfish,na
46,Reef invertebrate feeders,sailors choice,haemulon parra
46,Reef invertebrate feeders,saucereye porgy,calamus calamus
46,Reef invertebrate feeders,school bass,na
46,Reef invertebrate feeders,schoolmaster,lutjanus apodus
46,Reef invertebrate feeders,scorpionfish family,scorpaenidae
46,Reef invertebrate feeders,"scorpionfish, spinycheek",neomerinthe hemingwayi
46,Reef invertebrate feeders,"scorpionfish, spotted",scorpaena plumieri
46,Reef invertebrate feeders,"scorpionfish, unidentified",na
46,Reef invertebrate feeders,scorpionfishes,scorpaenidae
46,Reef invertebrate feeders,scup,stenotomus chrysops
46,Reef invertebrate feeders,scups or porgies,sparidae
46,Reef invertebrate feeders,sea bass family,serranidae
46,Reef invertebrate feeders,sea bass genus,centropristis
46,Reef invertebrate feeders,sea bass genus,centropristis spp
46,Reef invertebrate feeders,"sea bass, bank",centropristis ocyurus
46,Reef invertebrate feeders,"sea bass, black",centropristis striata
46,Reef invertebrate feeders,"sea bass, rock",centropristis philadelphica
46,Reef invertebrate feeders,sea bream,archosargus rhomboidalis
46,Reef invertebrate feeders,sheepshead,archosargus probatocephalus
46,Reef invertebrate feeders,sheepshead porgy,calamus penna
46,Reef invertebrate feeders,sheepshead porgy,calamus pennatula
46,Reef invertebrate feeders,short bigeye,pristigenys alta
46,Reef invertebrate feeders,silver porgy,diplodus argenteus
46,Reef invertebrate feeders,slippery dick,halichoeres bivittatus
46,Reef invertebrate feeders,smallmouth grunt,haemulon chrysargyreum
46,Reef invertebrate feeders,"snapper, lane",lutjanus synagris
46,Reef invertebrate feeders,"snapper, schoolmaster",lutjanus apodus
46,Reef invertebrate feeders,"snapper, yellowtail",ocyurus chrysurus
46,Reef invertebrate feeders,spanish flag,gonioplectrus hispanus
46,Reef invertebrate feeders,spanish grunt,haemulon macrostomum
46,Reef invertebrate feeders,spanish hogfish,bodianus rufus
46,Reef invertebrate feeders,spinycheek scorpionfish,neomerinthe hemingwayi
46,Reef invertebrate feeders,spotfin butterflyfish,chaetodon ocellatus
46,Reef invertebrate feeders,spotfin hogfish,bodianus pulchellus
46,Reef invertebrate feeders,spotted scorpionfish,scorpaena plumieri
46,Reef invertebrate feeders,striped grunt,haemulon striatum
46,Reef invertebrate feeders,sunshinefish,na
46,Reef invertebrate feeders,tattler,serranus phoebe
46,Reef invertebrate feeders,toadfish family,batrachoididae
46,Reef invertebrate feeders,toadfish genus,opsanus
46,Reef invertebrate feeders,toadfish genus,opsanus spp
46,Reef invertebrate feeders,"toadfish, unidentified",na
46,Reef invertebrate feeders,toadfishes,batrachoididae
46,Reef invertebrate feeders,tobaccofish,serranus tabacarius
46,Reef invertebrate feeders,tomtate,haemulon aurolineatum
46,Reef invertebrate feeders,trumpetfish,aulostomus maculatus
46,Reef invertebrate feeders,white bass,morone chrysops
46,Reef invertebrate feeders,white grunt,haemulon plumieri
46,Reef invertebrate feeders,whitebone porgy,calamus leucosteus
46,Reef invertebrate feeders,wrasse bass,na
46,Reef invertebrate feeders,wrasse family,labridae
46,Reef invertebrate feeders,wreckfish,polyprion americanus
46,Reef invertebrate feeders,yellow bass,morone mississippiensis
46,Reef invertebrate feeders,yellowhead wrasse,halichoeres garnoti
46,Reef invertebrate feeders,yellowtail snapper,ocyurus chrysurus
46,Reef invertebrate feeders,sand sea bass,#N/A
46,Reef invertebrate feeders,mutton hamlet,alphestes afer
46,Reef invertebrate feeders,hawkfish,amblycirrhitus pinos
46,Reef invertebrate feeders,swallowtail seaperch,anthias anthias
46,Reef invertebrate feeders,spectacular seaperch,anthias menezesi
46,Reef invertebrate feeders,flamefish,apogon maculatus
46,Reef invertebrate feeders,gobbleguts,apogon rueppellii
46,Reef invertebrate feeders,cardinalfish,apogon sp
46,Reef invertebrate feeders,cardinalfish,apogonidae
46,Reef invertebrate feeders,threespine cardinalfish,apogonops anomalus
46,Reef invertebrate feeders,western atlantic sea bream,archosargus rhomboidalis
46,Reef invertebrate feeders,sheepshead,archosargus sp
46,Reef invertebrate feeders,conchfish,astrapogon alatus
46,Reef invertebrate feeders,flagfin,aulopidae
46,Reef invertebrate feeders,sergeant baker,aulopus purpurissatus
46,Reef invertebrate feeders,trumpetfish,aulostomidae
46,Reef invertebrate feeders,toadfish,batrachoididae
46,Reef invertebrate feeders,duckbill flathead,bembrops anatirostris
46,Reef invertebrate feeders,mexican hogfish,bodianus diplotaenia
46,Reef invertebrate feeders,hogfish,bodianus sp
46,Reef invertebrate feeders,bogue,boops boops
46,Reef invertebrate feeders,fusilier,caesionidae
46,Reef invertebrate feeders,pluma porgy,calamus pennatula
46,Reef invertebrate feeders,porgy,calamus sp
46,Reef invertebrate feeders,pearlfish,carapidae
46,Reef invertebrate feeders,sunfish,centrarchidae
46,Reef invertebrate feeders,sea bass,centropristis sp
46,Reef invertebrate feeders,scythe butterflyfish,chaetodon falcifer
46,Reef invertebrate feeders,threebanded butterflyfish,chaetodon humeralis
46,Reef invertebrate feeders,butterflyfish,chaetodon sp
46,Reef invertebrate feeders,banded butterflyfish,chaetodon striatus
46,Reef invertebrate feeders,butterflyfish,chaetodontidae
46,Reef invertebrate feeders,santer seabream,cheimerius nufar
46,Reef invertebrate feeders,silver seabream,chrysophrys auratus
46,Reef invertebrate feeders,european seabass,dicentrarchus labrax
46,Reef invertebrate feeders,lampfish,dinoperca petersi
46,Reef invertebrate feeders,seabream,diplodus sp
46,Reef invertebrate feeders,common two-banded seabream,diplodus vulgaris
46,Reef invertebrate feeders,concernita fish,drepane longimanus
46,Reef invertebrate feeders,fairy basslet,dules auriga
46,Reef invertebrate feeders,bonnetmouth,emmelichthys nitidus
46,Reef invertebrate feeders,bigeye,epigonus pandionis
46,Reef invertebrate feeders,cardinalfish,epigonus sp
46,Reef invertebrate feeders,jack-knifefish,equetus lanceolatus
46,Reef invertebrate feeders,cornetfish,fistularia tabacaria
46,Reef invertebrate feeders,cornetfish,fistularidae
46,Reef invertebrate feeders,clingfish,gobiesocidae
46,Reef invertebrate feeders,grunt,haemulidae
46,Reef invertebrate feeders,white margate,haemulon album
46,Reef invertebrate feeders,tomtate grunt,haemulon aurolineatum
46,Reef invertebrate feeders,black grunt,haemulon bonariense
46,Reef invertebrate feeders,cottonwick grunt,haemulon melanurum
46,Reef invertebrate feeders,white grunt,haemulon plumierii
46,Reef invertebrate feeders,grunt,haemulon sp
46,Reef invertebrate feeders,clown wrasse,halichoeres maculipinna
46,Reef invertebrate feeders,wrasse,halichoeres spp
46,Reef invertebrate feeders,glasseye,heteropriacanthus cruentatus
46,Reef invertebrate feeders,yellow-bellied hamlet,hypoplectrus aberrans
46,Reef invertebrate feeders,yellowtail hamlet,hypoplectrus chlorurus
46,Reef invertebrate feeders,dark hamlet,hypoplectrus nigricans
46,Reef invertebrate feeders,dusky hamlet,hypoplectrus nigricans
46,Reef invertebrate feeders,barred hamlet,hypoplectrus puella
46,Reef invertebrate feeders,blacknosed butterflyfish,johnrandallia nigrirostris
46,Reef invertebrate feeders,wrasse,labridae
46,Reef invertebrate feeders,japanese seabass,lateolabrax japonicus
46,Reef invertebrate feeders,barramundi,lates calcarifer
46,Reef invertebrate feeders,schoolmaster snapper,lutjanus apodus
46,Reef invertebrate feeders,wavyline grunt,microlepidotus inornatus
46,Reef invertebrate feeders,pineconefish,monocentridae
46,Reef invertebrate feeders,sea bass,moronidae
46,Reef invertebrate feeders,toadfish,opsanus sp
46,Reef invertebrate feeders,spotted sand bass,paralabrax maculatofasciatus
46,Reef invertebrate feeders,kelp bass,paralabrax sp
46,Reef invertebrate feeders,creolefish,paranthias furcifer
46,Reef invertebrate feeders,highhat,pareques acuminatus
46,Reef invertebrate feeders,cubbyu,pareques umbrosus
46,Reef invertebrate feeders,flathead,platycephalidae
46,Reef invertebrate feeders,sweetlips,plectorhinchus sp
46,Reef invertebrate feeders,grunt,pomadasyidae
46,Reef invertebrate feeders,seabream,pomadasyidae
46,Reef invertebrate feeders,smallspotted grunter,pomadasys commersonnii
46,Reef invertebrate feeders,roughneck grunt,pomadasys corvinaeformis
46,Reef invertebrate feeders,bastard grunt,pomadasys incisus
46,Reef invertebrate feeders,olive grunter,pomadasys olivaceum
46,Reef invertebrate feeders,black-ear javelin,pomadasys trifasciatus
46,Reef invertebrate feeders,longspine scorpionfish,pontinus longispinis
46,Reef invertebrate feeders,bigeye,priacanthidae
46,Reef invertebrate feeders,atlantic bigeye,priacanthus arenatus
46,Reef invertebrate feeders,moontail bullseye,priacanthus hamrur
46,Reef invertebrate feeders,bigeye,priacanthus sp
46,Reef invertebrate feeders,longsnout butterflyfish,prognathodes aculeatus
46,Reef invertebrate feeders,goldlined seabream,rhabdosargus sarba
46,Reef invertebrate feeders,seabream,rhabdosargus sp
46,Reef invertebrate feeders,salema porgy,sarpa salpa
46,Reef invertebrate feeders,player scorpionfish,scorpaena histrio
46,Reef invertebrate feeders,mushroom scorpionfish,scorpaena inermis
46,Reef invertebrate feeders,scorpionfish,scorpaena sp
46,Reef invertebrate feeders,scorpaenidae,scorpaenidae
46,Reef invertebrate feeders,scorpaenidae,scorpaeniformes
46,Reef invertebrate feeders,scorpionfish,scorpaenopsis grandicornis
46,Reef invertebrate feeders,pygmy sea bass,serraniculus pumilio
46,Reef invertebrate feeders,seabass,serranid
46,Reef invertebrate feeders,sea bass,serranidae
46,Reef invertebrate feeders,orangeback bass,serranus annularis
46,Reef invertebrate feeders,lantern bass,serranus baldwini
46,Reef invertebrate feeders,brown comber,serranus hepatus
46,Reef invertebrate feeders,saddle bass,serranus notospilus
46,Reef invertebrate feeders,harlequin bass,serranus tigrinus
46,Reef invertebrate feeders,chalk bass,serranus tortugarum
46,Reef invertebrate feeders,porgy,sparidae
46,Reef invertebrate feeders,yellowfin seabream,sparus latus
