Group,Sciname,Common,EwE_name,EwE_num
pelagic coastal piscivores,RASTRELLIGER KANAGURTA,RASTRELLIGER,Pelagic coastal piscivores,18
pelagic coastal piscivores,RASTRELLIGER SP,RASTRELLIGER,Pelagic coastal piscivores,18
pelagic coastal piscivores,REMORA OSTEOCHIR,MARLIN SUCKER,Pelagic coastal piscivores,18
pelagic coastal piscivores,REMORA REMORA,SHARK SUCKER,Pelagic coastal piscivores,18
pelagic coastal piscivores,REMORA SP,REMORA,Pelagic coastal piscivores,18
pelagic coastal piscivores,REMORA SP.,REMORA,Pelagic coastal piscivores,18
pelagic coastal piscivores,REMORINA ALBESCENS,WHITE SUCKERFISH,Pelagic coastal piscivores,18
pelagic coastal piscivores,RHOMBOCHIRUS SP,REMORA,Pelagic coastal piscivores,18
pelagic coastal piscivores,SALMO SALAR,SALMON,Pelagic coastal piscivores,18
pelagic coastal piscivores,SALMONIDAE,SALMON,Pelagic coastal piscivores,18
pelagic coastal piscivores,SALMONIDAE,TROUT,Pelagic coastal piscivores,18
pelagic coastal piscivores,SARDA CHILIENSIS,PACIFIC BONITO,Pelagic coastal piscivores,18
pelagic coastal piscivores,SARDA ORIENTALIS,STRIPED BONITO,Pelagic coastal piscivores,18
pelagic coastal piscivores,SARDA SPP,BONITO,Pelagic coastal piscivores,18
pelagic coastal piscivores,SCOMBER AUSTRALASICUS,BLUE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,SCOMBER COLIAS,ATLANTIC CHUB MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,SCOMBER JAPONICUS,PACIFIC CHUB MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,SCOMBER SP,MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,SERIOLA RIVOLIANA,LONGFIN YELLOWTAIL,Pelagic coastal piscivores,18
pelagic coastal piscivores,STRONGYLURA EXILIS,CALIFORNIAN NEEDLEFISH,Pelagic coastal piscivores,18
pelagic coastal piscivores,STRONGYLURA SP,NEEDLEFISH,Pelagic coastal piscivores,18
pelagic coastal piscivores,STRONGYLURA TIMUCU,TIMUCU,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS CAPENSIS,CAPE HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS DECLIVIS,GREENBACK HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS DELAGOA,AFRICAN HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS JAPONICUS,JAPANESE HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS MEDITERRANEUS,MEDITERRANEAN HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS MURPHYI,CHILEAN JACK MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS PICTURATUS,BLUE JACK MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS SP,HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS SYMMETRICUS,PACIFIC JACK MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS TRACHURUS,ATLANTIC HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TRACHURUS TRECAE,CUNENE HORSE MACKEREL,Pelagic coastal piscivores,18
pelagic coastal piscivores,TYLOSURUS ACUS PACIFICUS,PACIFIC AGUJON NEEDLEFISH,Pelagic coastal piscivores,18
pelagic coastal piscivores,TYLOSURUS CROCODLIUS,HOUND NEEDLEFISH,Pelagic coastal piscivores,18
pelagic coastal piscivores,TYLOSURUS SP,NEEDLEFISH,Pelagic coastal piscivores,18
amberjacks,SERIOLA,AMBERJACK,Amberjack,19
amberjacks,SERIOLA,AMBERJACK GENUS,Amberjack,19
amberjacks,SERIOLA SPP.,AMBERJACK GENUS,Amberjack,19
amberjacks,SERIOLA DUMERILI,"AMBERJACK, GREATER",Amberjack,19
amberjacks,SERIOLA FASCIATA,"AMBERJACK, LESSER",Amberjack,19
amberjacks,SERIOLA DUMERILI,GREATER AMBERJACK,Amberjack,19
amberjacks,SERIOLA FASCIATA,LESSER AMBERJACK,Amberjack,19
amberjacks,SERIOLA LALANDI,YELLOWTAIL AMBERJACK,Amberjack,19
cobia,RACHYCENTRON CANADUM,COBIA,Cobia,20
king mackerel,SCOMBEROMORUS CAVALLA,KING MACKEREL,King mackerel (0-1yr),"21,22"
0-3 king mackerel,SCOMBEROMORUS CAVALLA,KING MACKEREL (JUVENILE),King mackerel (1+yr),"21,22"
3+ king mackerel,SCOMBEROMORUS CAVALLA,KING MACKEREL (ADULT),King mackerel (1+yr),"21,22"
spanish mackerel,SCOMBEROMORUS MACULATUS,"MACKEREL, SPANISH",Spanish mackerel (0-1yr),"23,24"
spanish mackerel,SCOMBEROMORUS MACULATUS,SPANISH MACKEREL,Spanish mackerel (0-1yr),"23,24"
0-3 spanish mackerel,SCOMBEROMORUS MACULATUS,ATLANTIC SPANISH MACKEREL (JUVENILE),Spanish mackerel (1+yr),"23,24"
3+ spanish mackerel,SCOMBEROMORUS MACULATUS,ATLANTIC SPANISH MACKEREL (ADULT),Spanish mackerel (1+yr),"23,24"
skates-rays,RHINOBATOS LENTIGINOSUS,ATLANTIC GUITARFISH,Skates-rays,25
skates-rays,DASYATIS SABINA,ATLANTIC STINGRAY,Skates-rays,25
skates-rays,DASYATIS SAY,BLUNTNOSE STINGRAY,Skates-rays,25
skates-rays,MYLIOBATIS FREMINVILLEI,BULLNOSE RAY,Skates-rays,25
skates-rays,GYMNURA,BUTTERFLY RAY GENUS,Skates-rays,25
skates-rays,GYMNURA SPP.,BUTTERFLY RAY GENUS,Skates-rays,25
skates-rays,SCYLIORHINUS RETIFER,CHAIN DOGFISH,Skates-rays,25
skates-rays,RAJA EGLANTERIA,CLEARNOSE SKATE,Skates-rays,25
skates-rays,RHINOPTERA BONASUS,COWNOSE RAY,Skates-rays,25
skates-rays,MOBULA HYPOSTOMA,DEVIL RAY,Skates-rays,25
skates-rays,MYLIOBATIDAE,EAGLE RAY FAMILY,Skates-rays,25
skates-rays,TORPEDINIDAE,ELECTRIC RAY FAMILY,Skates-rays,25
skates-rays,PRISTIS PRISTIS,LARGETOOTH SAWFISH,Skates-rays,25
skates-rays,NARCINE BRASILIENSIS,LESSER ELECTRIC RAY,Skates-rays,25
skates-rays,GINGLYMOSTOMA CIRRATUM,NURSE SHARK,Skates-rays,25
skates-rays,RAJIFORMES,"RAY,STINGRAYS",Skates-rays,25
skates-rays,RAJIFORMES,RAYS,Skates-rays,25
skates-rays,DASYATIS CENTROURA,ROUGHTAIL STINGRAY,Skates-rays,25
skates-rays,RAJA TEXANA,ROUNDEL SKATE,Skates-rays,25
skates-rays,PRISTIS,SAWFISH FAMILY,Skates-rays,25
skates-rays,PRISTIS PECTINATA,"SAWFISH, SMALLTOOTH",Skates-rays,25
skates-rays,RAJA SPP.,SKATE GENUS,Skates-rays,25
skates-rays,RAJA,SKATE GENUS,Skates-rays,25
skates-rays,NA,"SKATE, UNIDENTIFIED",Skates-rays,25
skates-rays,RAJIDAE,SKATES,Skates-rays,25
skates-rays,PRISTIS PECTINATA,SMALLTOOTH SAWFISH,Skates-rays,25
skates-rays,GYMNURA MICRURA,SMOOTH BUTTERFLY RAY,Skates-rays,25
skates-rays,MYLIOBATIS GOODEI,SOUTHERN EAGLE RAY,Skates-rays,25
skates-rays,DASYATIS AMERICANA,SOUTHERN STINGRAY,Skates-rays,25
skates-rays,NA,SOUTHERN STRINGRAY,Skates-rays,25
skates-rays,GYMNURA ALTAVELA,SPINY BUTTERFLY RAY,Skates-rays,25
skates-rays,AETOBATUS NARINARI,SPOTTED EAGLE RAY,Skates-rays,25
skates-rays,DASYATIDAE,STINGRAY FAMILY,Skates-rays,25
skates-rays,DASYATIS,STINGRAY GENUS,Skates-rays,25
skates-rays,DASYATIS SPP.,STINGRAY GENUS,Skates-rays,25
skates-rays,NA,"STINGRAY, UNIDENTIFIED",Skates-rays,25
skates-rays,RAJIFORMES,UNIDENTIFIED SKATE OR RAY,Skates-rays,25
skates-rays,NA,WOBBEGONG FAMILY,Skates-rays,25
skates-rays,UROLOPHUS JAMAICENSIS,YELLOW STINGRAY,Skates-rays,25
skates-rays,AETOBATIS NARINARI,EAGLE RAY,Skates-rays,25
skates-rays,APTYCHOTREMA SP,SHOVELNOSE RAY,Skates-rays,25
skates-rays,BATOIDEA,BATOID,Skates-rays,25
skates-rays,CALLORHINCHUS CAPENSIS,CAPE ELEPHANTFISH,Skates-rays,25
skates-rays,DASYATIDAE,STINGRAY,Skates-rays,25
skates-rays,DASYATIS GUTTATA,LONGNOSE STINGRAY,Skates-rays,25
skates-rays,DASYATIS MARMORATA,MARBLED STINGRAY,Skates-rays,25
skates-rays,DASYATIS SP,STINGRAY,Skates-rays,25
skates-rays,DASYTIDAE,STINGRAY,Skates-rays,25
skates-rays,GYMNURA AUSTRALIS,AUSTRALIAN BUTTERFLY RAY,Skates-rays,25
skates-rays,GYMNURA NATALENSIS,BACKWATER BUTTERFLYRAY,Skates-rays,25
skates-rays,GYMNURIDAE,BUTTERFLY RAY,Skates-rays,25
skates-rays,HALAELURUS LINEATUS,LINED CATSHARK,Skates-rays,25
skates-rays,HALAELURUS NATALENSIS,TIGER CATSHARK,Skates-rays,25
skates-rays,HAPLOBLEPHARUS FUSCUS,BROWN SHYSHARK,Skates-rays,25
skates-rays,HIMANTURA UARNAK,HONEYCOMB STINGRAY,Skates-rays,25
skates-rays,LEUCORAJA ERINACEA,LITTLE SKATE,Skates-rays,25
skates-rays,MOBULA SP,DEVIL RAY,Skates-rays,25
skates-rays,MYLIOBATIDAE,EAGLE RAY,Skates-rays,25
skates-rays,MYLIOBATIFORMES,MYLIOBATIFORM,Skates-rays,25
skates-rays,MYLIOBATIS AQUILA,COMMON EAGLE RAY,Skates-rays,25
skates-rays,MYLIOBATIS AUSTRALIS,AUSTRALIAN BULL RAY,Skates-rays,25
skates-rays,MYLIOBATOIDEA,RAY,Skates-rays,25
skates-rays,NARCINE BRASILIENSIS,BRAZILIAN ELECTRIC RAY,Skates-rays,25
skates-rays,PORODERMA PANTHERINUM,LEOPARD CATSHARK,Skates-rays,25
skates-rays,PRISTIDAE,SAWFISH,Skates-rays,25
skates-rays,PTEROMYLAEUS BOVINUS,BULLRAY,Skates-rays,25
skates-rays,PTEROPLATYTRYGON VIOLACEA,PELAGIC STINGRAY,Skates-rays,25
skates-rays,RAJA SP,SKATE,Skates-rays,25
skates-rays,RAJIDAE,SKATE,Skates-rays,25
skates-rays,RHINA ANCYLOSTOMA,BOWMOUTH GUITARFISH,Skates-rays,25
skates-rays,RHINA SP,SHARK RAY,Skates-rays,25
skates-rays,RHINOBATIDAE,GUITARFISH,Skates-rays,25
skates-rays,RHINOBATOS ANNULATUS,LESSER GUITARFISH,Skates-rays,25
skates-rays,RHINOBATOS RHINOBATOS,COMMON GUITARFISH,Skates-rays,25
skates-rays,RHINOPTERA SP,COWNOSE RAY,Skates-rays,25
skates-rays,RHYNCHOBATUS DJIDDENSIS,GIANT GUITARFISH,Skates-rays,25
skates-rays,SCYLIORHINIDAE,CATSHARK,Skates-rays,25
skates-rays,STEGOSTOMA FASCIATUM,ZEBRA SHARK,Skates-rays,25
skates-rays,TORPEDO SP,TORPEDO RAY,Skates-rays,25
skates-rays,UROLOPHIDAE,ROUND STINGRAY,Skates-rays,25
skates-rays,UROLOPHUS SP,ROUND RAY,Skates-rays,25
skates-rays,ZAPTERYX BREVIROSTRIS,SHORTNOSE GUITARFISH,Skates-rays,25
gag grouper,MYCTEROPERCA MICROLEPIS,GAG,Gag grouper (0-3yr),"26,27"
0-3 gag grouper,MYCTEROPERCA MICROLEPIS,GAG GROUPER (AGE 0-3),Gag grouper (0-3yr),"26,27"
3+ gag grouper,MYCTEROPERCA MICROLEPIS,GAG GROUPER (AGE 3+),Gag grouper (3+yr),"26,27"
red grouper,EPINEPHELUS MORIO,"GROUPER, RED",Red grouper (0-3yr),"28,29"
red grouper,EPINEPHELUS MORIO,RED GROUPER,Red grouper (0-3yr),"28,29"
0-3 red grouper,EPINEPHELUS MORIO,RED GROUPER (AGE 0-3),Red grouper (0-3yr),"28,29"
3+ red grouper,EPINEPHELUS MORIO,RED GROUPER (AGE 3+),Red grouper (3+yr),"28,29"
yellowedge grouper,EPINEPHELUS FLAVOLIMBATUS,"GROUPER, YELLOWEDGE",Yellowedge grouper (0-3yr),"30,31"
yellowedge grouper,EPINEPHELUS FLAVOLIMBATUS,YELLOWEDGE GROUPER,Yellowedge grouper (0-3yr),"30,31"
0-3 yellowedge grouper,HYPORTHODUS FLAVOLIMBATUS,YELLOWEDGE GROUPER (AGE 0-3),Yellowedge grouper (0-3yr),"30,31"
3+ yellowedge grouper,HYPORTHODUS FLAVOLIMBATUS,YELLOWEDGE GROUPER (AGE 3+),Yellowedge grouper (3+yr),"30,31"
goliath grouper,EPINEPHELUS ITAJARA,GOLIATH GROUPER,Goliath grouper,32
goliath grouper,NA,"GROUPER, GOLIATH",Goliath grouper,32
goliath grouper,EPINEPHELUS ITAJARA,JEWFISH,Goliath grouper,32
goliath grouper,EPINEPHELUS ITAJARA,ATLANTIC GOLIATH GROUPER,Goliath grouper,32
deep-water grouper,EPINEPHELUS MYSTACINUS,"GROUPER, MISTY",Deep-water grouper,33
deep-water grouper,EPINEPHELUS NIVEATUS,"GROUPER, SNOWY",Deep-water grouper,33
deep-water grouper,EPINEPHELUS NIGRITUS,"GROUPER, WARSAW",Deep-water grouper,33
deep-water grouper,EPINEPHELUS MYSTACINUS,MISTY GROUPER,Deep-water grouper,33
deep-water grouper,EPINEPHELUS NIVEATUS,SNOWY GROUPER,Deep-water grouper,33
deep-water grouper,EPINEPHELUS NIGRITUS,WARSAW GROUPER,Deep-water grouper,33
deep-water grouper,HYPORTHODUS MYSTACINUS,MISTY GROUPER,Deep-water grouper,33
deep-water grouper,HYPORTHODUS NIGRITUS,WARSAW GROUPER,Deep-water grouper,33
deep-water grouper,HYPORTHODUS NIVEATUS,SNOWY GROUPER,Deep-water grouper,33
shallow-water grouper,MYCTEROPERCA BONACI,BLACK GROUPER,Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA RUBRA,COMB GROUPER,Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS FULVUS,CONEY,Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS CRUENTATUS,GRAYSBY,Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA BONACI,"GROUPER, BLACK",Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS INERMIS,"GROUPER, MARBLED",Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS STRIATUS,"GROUPER, NASSAU",Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA VENENOSA,"GROUPER, YELLOWFIN",Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA INTERSTITIALIS,"GROUPER, YELLOWMOUTH",Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS GUTTATUS,"HIND, RED",Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS ADSCENSIONIS,"HIND, ROCK",Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS DRUMMONDHAYI,"HIND, SPECKLED",Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS INERMIS,MARBLED GROUPER,Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS STRIATUS,NASSAU GROUPER,Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS GUTTATUS,RED HIND,Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS ADSCENSIONIS,ROCK HIND,Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA PHENAX,SCAMP,Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS DRUMMONDHAYI,SPECKLED HIND,Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA TIGRIS,TIGER GROUPER,Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA VENENOSA,YELLOWFIN GROUPER,Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA INTERSTITIALIS,YELLOWMOUTH GROUPER,Shallow-water grouper,34
shallow-water grouper,CEPHALOPHOLIS CRUENTATA,GRAYSBY,Shallow-water grouper,34
shallow-water grouper,CEPHALOPHOLIS FULVA,CONEY,Shallow-water grouper,34
shallow-water grouper,EPINEPHELUS ADSCENSIONIS,GRAYSBY,Shallow-water grouper,34
shallow-water grouper,MYCTEROPERCA SPP.,YELLOWMOUTH GROUPER/SCAMP,Shallow-water grouper,34
red snapper,LUTJANUS CAMPECHANUS,RED SNAPPER,Red snapper (0yr),"35,36,37"
red snapper,LUTJANUS CAMPECHANUS,"SNAPPER, RED",Red snapper (0yr),"35,36,37"
0-1 red snapper,LUTJANUS CAMPECHANUS,NORTHERN RED SNAPPER (0 - 1),Red snapper (0yr),"35,36,37"
1-4 red snapper,LUTJANUS CAMPECHANUS,NORTHERN RED SNAPPER (1 - 4),Red snapper (1-2yr),"35,36,37"
4+ red snapper,LUTJANUS CAMPECHANUS,NORTHERN RED SNAPPER (4+),Red snapper (3+yr),"35,36,37"
vermilion snapper,RHOMBOPLITES AURORUBENS,"SNAPPER, VERMILION",Vermilion snapper,38
vermilion snapper,RHOMBOPLITES AURORUBENS,VERMILION SNAPPER,Vermilion snapper,38
mutton snapper,LUTJANUS ANALIS,MUTTON SNAPPER,Mutton snapper,39
mutton snapper,LUTJANUS ANALIS,"SNAPPER, MUTTON",Mutton snapper,39
other snapper,APSILUS DENTATUS,BLACK SNAPPER,Other snapper,40
other snapper,LUTJANUS BUCCANELLA,BLACKFIN SNAPPER,Other snapper,40
other snapper,LUTJANUS CYANOPTERUS,CUBERA SNAPPER,Other snapper,40
other snapper,LUTJANUS JOCU,DOG SNAPPER,Other snapper,40
other snapper,LUTJANUS GRISEUS,GRAY SNAPPER,Other snapper,40
other snapper,LUTJANUS MAHOGONI,MAHOGANY SNAPPER,Other snapper,40
other snapper,ETELIS OCULATUS,QUEEN SNAPPER,Other snapper,40
other snapper,LUTJANUS VIVANUS,SILK SNAPPER,Other snapper,40
other snapper,LUTJANUS PURPUREUS,SNAPPER CARIBBEAN RED,Other snapper,40
other snapper,APSILUS DENTATUS,"SNAPPER, BLACK",Other snapper,40
other snapper,LUTJANUS BUCCANELLA,"SNAPPER, BLACKFIN",Other snapper,40
other snapper,LUTJANUS CYANOPTERUS,"SNAPPER, CUBERA",Other snapper,40
other snapper,LUTJANUS JOCU,"SNAPPER, DOG",Other snapper,40
other snapper,LUTJANUS GRISEUS,"SNAPPER, GRAY",Other snapper,40
other snapper,LUTJANUS MAHOGONI,"SNAPPER, MAHOGANY",Other snapper,40
other snapper,ETELIS OCULATUS,"SNAPPER, QUEEN",Other snapper,40
other snapper,LUTJANUS VIVANUS,"SNAPPER, SILK",Other snapper,40
other snapper,PRISTIPOMOIDES AQUILONARIS,WENCHMAN,Other snapper,40
inshore coastal piscivores,ALBULA NEOGUINAICA,SHARPJAW BONEFISH,Inshore coastal piscivores,41
inshore coastal piscivores,ALBULA VULPES,BONEFISH,Inshore coastal piscivores,41
inshore coastal piscivores,ALBULIDAE,BONEFISH,Inshore coastal piscivores,41
inshore coastal piscivores,AMIA CALVA,BOWFIN,Inshore coastal piscivores,41
inshore coastal piscivores,ARGYROSOMUS HOLOLEPIDOTUS,SOUTHERN MEAGRE,Inshore coastal piscivores,41
inshore coastal piscivores,ARGYROSOMUS INODORUS,MILD MEAGRE,Inshore coastal piscivores,41
inshore coastal piscivores,ARGYROSOMUS JAPONICUS,JAPANESE MEAGRE,Inshore coastal piscivores,41
inshore coastal piscivores,ATRACTOSCION AEQUIDENS,GEELBEK,Inshore coastal piscivores,41
inshore coastal piscivores,BELONE BELONE,GARFISH,Inshore coastal piscivores,41
inshore coastal piscivores,CENTROPOMIDAE,SNOOK,Inshore coastal piscivores,41
inshore coastal piscivores,CENTROPOMUS SP,SNOOK,Inshore coastal piscivores,41
inshore coastal piscivores,CENTROPOMUS UNDECIMALIS,COMMON SNOOK,Inshore coastal piscivores,41
inshore coastal piscivores,ELOPIDAE,LADYFISH,Inshore coastal piscivores,41
inshore coastal piscivores,ELOPS SAURUS,LADYFISH,Inshore coastal piscivores,41
inshore coastal piscivores,ESOCIDAE,PIKE,Inshore coastal piscivores,41
inshore coastal piscivores,JOHNIUS SP,KOB,Inshore coastal piscivores,41
inshore coastal piscivores,LEPISOSTEIDAE,GARFISH,Inshore coastal piscivores,41
inshore coastal piscivores,MEGALOPIDAE,TARPON,Inshore coastal piscivores,41
inshore coastal piscivores,MEGALOPS ATLANTICA,ATLANTIC TARPON,Inshore coastal piscivores,41
inshore coastal piscivores,MEGALOPS ATLANTICUS,TARPON,Inshore coastal piscivores,41
inshore coastal piscivores,MORONE SAXATILIS,STRIPED BASS,Inshore coastal piscivores,41
inshore coastal piscivores,NEMASTISTIIDAE,ROOSTERFISH,Inshore coastal piscivores,41
inshore coastal piscivores,SCIAENA AQUILA,MEAGRE,Inshore coastal piscivores,41
seatrout,CYNOSCION ARENARIUS,SAND SEATROUT,Sea trout,42
seatrout,CYNOSCION,SEATROUT GENUS,Sea trout,42
seatrout,CYNOSCION SPP.,SEATROUT GENUS,Sea trout,42
seatrout,CYNOSCION ARENARIUS,"SEATROUT, SAND",Sea trout,42
seatrout,CYNOSCION NEBULOSUS,"SEATROUT, SPOTTED",Sea trout,42
seatrout,NA,"SEATROUT, UNIDENTIFIED",Sea trout,42
seatrout,CYNOSCION NOTHUS,SILVER SEATROUT,Sea trout,42
seatrout,CYNOSCION NEBULOSUS,SPOTTED SEATROUT,Sea trout,42
seatrout,CYNOSCION REGALIS,WEAKFISH,Sea trout,42
seatrout,CYNOSCION GUATUCUPA,STRIPPED WEAKFISH,Sea trout,42
seatrout,CYNOSCION GUATUPUCA,STRIPPED WEAKFISH,Sea trout,42
seatrout,CYNOSCION JAMAICENSIS,JAMAICAN WEAKFISH,Sea trout,42
seatrout,CYNOSCION PARVIPINNIS,SHORTFIN WEAKFISH,Sea trout,42
seatrout,CYNOSCION REGALIS,SQUETEAGUE,Sea trout,42
seatrout,CYNOSCION SP,SEATROUT,Sea trout,42
seatrout,CYNOSCION SP,WEAKFISH,Sea trout,42
oceanic piscivores,TRICHIURUS LEPTURUS,ATLANTIC CUTLASSFISH,Oceanic piscivores,43
oceanic piscivores,TARACTES LONGISPINNIS,BIGSCALE POMFRET,Oceanic piscivores,43
oceanic piscivores,TRICHIURUS LEPTURUS,"CUTLASSFISH, ATLANTIC",Oceanic piscivores,43
oceanic piscivores,NA,"CUTLASSFISH, UNIDENTIFIED",Oceanic piscivores,43
oceanic piscivores,DESMODEMA POLYSTICTUM,POLKA-DOT RIBBONFISH,Oceanic piscivores,43
oceanic piscivores,BRAMIDAE,POMFRET FAMILY,Oceanic piscivores,43
oceanic piscivores,BRAMIDAE,POMFRETS,Oceanic piscivores,43
oceanic piscivores,TRACHIPTERIDAE,RIBBONFISH FAMILY,Oceanic piscivores,43
oceanic piscivores,GEMPYLUS SERPENS,SNAKE MACKEREL,Oceanic piscivores,43
oceanic piscivores,ALEPISAURIDAE,LANCETFISH,Oceanic piscivores,43
oceanic piscivores,ALEPISAURUS BREVIROSTRIS,SHORT SNOUTED LANCETFISH,Oceanic piscivores,43
oceanic piscivores,ALEPISAURUS FEROX,LONGNOSE LANCETFISH,Oceanic piscivores,43
oceanic piscivores,ALEPISAURUS FEROX,LONGSNOUTED LANCETFISH,Oceanic piscivores,43
oceanic piscivores,ALEPISAURUS SP,LANCETFISH,Oceanic piscivores,43
oceanic piscivores,ALEPISAURUS SPP.,LANCETFISH,Oceanic piscivores,43
oceanic piscivores,APHANOPUS CARBO,BLACK SCABBARDFISH,Oceanic piscivores,43
oceanic piscivores,APHANOPUS SP,SCABBARDFISH,Oceanic piscivores,43
oceanic piscivores,APOLECTUS NIGER,BLACK POMFRET,Oceanic piscivores,43
oceanic piscivores,BRAMA AUSTRALIS,SOUTHERN RAYS BREAM,Oceanic piscivores,43
oceanic piscivores,BRAMA BRAMA,ATLANTIC POMFRET,Oceanic piscivores,43
oceanic piscivores,BRAMA CARIBBEA,CARIBBEAN POMFRET,Oceanic piscivores,43
oceanic piscivores,BRAMA JAPONICA,PACIFIC POMFRET,Oceanic piscivores,43
oceanic piscivores,BRAMA ORCINI,BIGTOOTH POMFRET,Oceanic piscivores,43
oceanic piscivores,BRAMA SP,POMFRET,Oceanic piscivores,43
oceanic piscivores,BRAMIDAE,POMFRET,Oceanic piscivores,43
oceanic piscivores,DESMODEMA POLYSTICTUM,POLKA-DOTTED RIBBONFISH,Oceanic piscivores,43
oceanic piscivores,DESMODEMA SP,RIBBONFISH,Oceanic piscivores,43
oceanic piscivores,EVOXYMETOPON SP,SCABBARDFISH,Oceanic piscivores,43
oceanic piscivores,GEMPYLIDAE,ESCOLAR,Oceanic piscivores,43
oceanic piscivores,LEPIDOCYBIUM FLAVOBRUNNEUM,ESCOLAR,Oceanic piscivores,43
oceanic piscivores,LEPIDOPUS ALTIFRONS,CRESTED SCABBARDFISH,Oceanic piscivores,43
oceanic piscivores,LEPIDOPUS CAUDATUS,SCABBARDFISH,Oceanic piscivores,43
oceanic piscivores,LEPIDOPUS SP,SCABBARDFISH,Oceanic piscivores,43
oceanic piscivores,MELANOCETIDAE,BLACK SEADEVIL,Oceanic piscivores,43
oceanic piscivores,MERLUCCIUS ALBIDUS,OFFSHORE HAKE,Oceanic piscivores,43
oceanic piscivores,NEALOTUS TRIPES,SNAKE MACKEREL,Oceanic piscivores,43
oceanic piscivores,NEOLATUS TRIPES,BLACK SNAKE MACKEREL,Oceanic piscivores,43
oceanic piscivores,PARASTROMATEUS NIGER,BLACK POMFRET,Oceanic piscivores,43
oceanic piscivores,PTERACLIS SP,POMFRET,Oceanic piscivores,43
oceanic piscivores,PTERICOMBUS SP,POMFRET,Oceanic piscivores,43
oceanic piscivores,PTERYCOMBUS PETERSII,PRICKLY FANFISH,Oceanic piscivores,43
oceanic piscivores,REGALECIDAE,OARFISH,Oceanic piscivores,43
oceanic piscivores,RUVETTUS PRETIOSUS,OILFISH,Oceanic piscivores,43
oceanic piscivores,TARACTES RUBESCENS,POMFRET,Oceanic piscivores,43
oceanic piscivores,TARACTICHTHYS  SP,POMFRET,Oceanic piscivores,43
oceanic piscivores,THYRSITES ATUN,CAPE SNOEK,Oceanic piscivores,43
oceanic piscivores,THYRSITOPS LEPIDOPOIDES,WHITE SNAKE MACKEREL,Oceanic piscivores,43
oceanic piscivores,THYRSITOPS SP,SNAKE MACKEREL,Oceanic piscivores,43
oceanic piscivores,TRACHIPTERIDAE,RIBBONFISH,Oceanic piscivores,43
oceanic piscivores,TRACHIPTERUS ALTIVELIS,KING-OF-THE-SALMON,Oceanic piscivores,43
oceanic piscivores,TRACHIPTERUS ARAWATAE,RIBBONFISH,Oceanic piscivores,43
oceanic piscivores,TRACHIPTERUS SP,RIBBONFISH,Oceanic piscivores,43
oceanic piscivores,TRACHYPTERUS ARAWATAE,RIBBONFISH,Oceanic piscivores,43
oceanic piscivores,TRICHIURIDAE,CUTLASSFISH,Oceanic piscivores,43
oceanic piscivores,TRICHIURUS AURIGA,PEARLY HAIRTAIL,Oceanic piscivores,43
oceanic piscivores,TRICHIURUS LEPTURUS,CUTLASSFISH,Oceanic piscivores,43
oceanic piscivores,TRICHIURUS LEPTURUS,LARGEHEAD HAIRTAIL,Oceanic piscivores,43
oceanic piscivores,TRICHIURUS SP,HAIRTAIL,Oceanic piscivores,43
oceanic piscivores,ZEIDAE,DORY,Oceanic piscivores,43
