"","Blacktip shark","Dusky shark","Sandbar shark","Lrg. coastal sharks","Lrg. oceanic sharks","Atl. sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas","Billfish","Swordfish","Pelagic coastal piscivores","Amberjack","King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)","Skates-rays","Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invert. fdrs.","Dem. cstl. invrt. fdrs.","Bnthc. cstl. invrt. fdrs.","Tilefish","Gray triggerfish","Coastal omnivores","Reef omnivores","Lrg. oceanic planktivores","Sardine-herring-scad","Menhaden","Anchovy-silverside-killifish","Mullet","Butterfish","Red drum","Pink shrimp","Brown shrimp","White shrimp","Crab","Sessile epifauna","Mobile epifauna","Seagrass"
"Name","Depth_Blacktip-shark_grp6","Depth_Dusky-shark_grp7","Depth_Sandbar-shark_grp8","Depth_Lrg.-coastal-sharks_grp9","Depth_Lrg.-oceanic-sharks_grp10","Depth_Atl.-sharpnose-shark_grp11","Depth_Small-coastal-sharks_grp12","Depth_Yellowfin-tuna_grp13","Depth_Bluefin-tuna_grp14","Depth_Other-tunas_grp15","Depth_Billfish_grp16","Depth_Swordfish_grp17","Depth_Pelagic-coastal-piscivores_grp18","Depth_Amberjack_grp19","Depth_King-mackerel-(0-1yr)_grp21","Depth_King-mackerel-(1+yr)_grp22","Depth_Spanish-mackerel-(0-1yr)_grp23","Depth_Spanish-mackerel-(1+yr)_grp24","Depth_Skates-rays_grp25","Depth_Gag-grouper-(0-3yr)_grp26","Depth_Gag-grouper-(3+yr)_grp27","Depth_Red-grouper-(0-3yr)_grp28","Depth_Red-grouper-(3+yr)_grp28","Depth_Yellowedge-grouper-(0-3yr)_grp30","Depth_Yellowedge-grouper-(3+yr)_grp31","Depth_Goliath-grouper_grp32","Depth_Deep-water-grouper_grp33","Depth_Shallow-water-grouper_grp34","Depth_Red-snapper-(0yr)_grp35","Depth_Red-snapper-(1-2yr)_grp36","Depth_Red-snapper-(3+yr)_grp37","Depth_Vermilion-snapper_grp38","Depth_Mutton-snapper_grp39","Depth_Other-snapper_grp40","Depth_Inshore-coastal-piscivores_grp41","Depth_Sea-trout_grp42","Depth_Oceanic-piscivores_grp43","Depth_Benthic-piscivores_grp44","Depth_Reef-piscivores_grp45","Depth_Reef-invert.-fdrs._grp46","Depth_Dem.-cstl.-invrt.-fdrs._grp47","Depth_Bnthc.-cstl.-invrt.-fdrs._grp49","Depth_Tilefish_grp50","Depth_Gray-triggerfish_grp51","Depth_Coastal-omnivores_grp52","Depth_Reef-omnivores_grp53","Depth_Lrg.-oceanic-planktivores_grp55","Depth_Sardine-herring-scad_grp57","Depth_Menhaden_grp58,59,60,61,62","Depth_Anchovy-silverside-killifish_grp63","Depth_Mullet_grp64","Depth_Butterfish_grp65","Depth_Red-drum_grp48","Depth_Pink-shrimp_grp67","Depth_Brown-shrimp_grp68","Depth_White-shrimp_grp69","Depth_Crab_grp70","Depth_Sessile-epifauna_grp71","Depth_Mobile-epifauna_grp72","Depth_Seagrass_grp76"
"110","0","1","0.875","0.9","0.5","1","0.541984732824427","1","1","1","1","1","0","0.868055555555555","0.272727272727273","0.272727272727273","0","0","0.841121495327103","0","1","0","1","0.294117647058824","0.294117647058824","0.222222222222222","0.648648648648649","0","0","0.25","1","0.95","0","1","0","0","0.349775784753363","1","0.111111111111111","0.37037037037037","0","0.518716577540107","0.813333333333333","0","0","0","0.742857142857143","1","0","0","1","1","0","0.748299319727891","0.616438356164384","0.101123595505618","0","0","0","0"
"111","0","1","0.883333333333333","0.89","0.505555555555556","1","0.534351145038168","1","1","1","1","1","0","0.864583333333333","0.263636363636364","0.263636363636364","0","0","0.831775700934579","0","1","0","1","0.308823529411765","0.308823529411765","0.2","0.657657657657658","0","0","0.225","1","0.945","0","1","0","0","0.354260089686099","1","0.0740740740740741","0.333333333333333","0","0.513368983957219","0.826666666666667","0","0","0","0.75","1","0","0","1","1","0","0.744897959183673","0.60958904109589","0.0898876404494382","0","0","0","0"
"112","0","1","0.891666666666667","0.88","0.511111111111111","1","0.526717557251908","1","1","1","1","1","0","0.861111111111111","0.254545454545455","0.254545454545455","0","0","0.822429906542056","0","1","0","1","0.323529411764706","0.323529411764706","0.177777777777778","0.666666666666667","0","0","0.2","1","0.94","0","1","0","0","0.358744394618834","1","0.037037037037037","0.296296296296296","0","0.508021390374331","0.84","0","0","0","0.757142857142857","1","0","0","1","1","0","0.741496598639456","0.602739726027397","0.0786516853932584","0","0","0","0"
"113","0","1","0.9","0.87","0.516666666666667","1","0.519083969465649","1","1","1","1","1","0","0.857638888888889","0.245454545454545","0.245454545454545","0","0","0.813084112149533","0","1","0","1","0.338235294117647","0.338235294117647","0.155555555555556","0.675675675675676","0","0","0.175","1","0.935","0","1","0","0","0.36322869955157","1","0","0.259259259259259","0","0.502673796791444","0.853333333333333","0","0","0","0.764285714285714","1","0","0","1","1","0","0.738095238095238","0.595890410958904","0.0674157303370786","0","0","0","0"
"114","0","1","0.908333333333333","0.86","0.522222222222222","1","0.511450381679389","1","1","1","1","1","0","0.854166666666667","0.236363636363636","0.236363636363636","0","0","0.803738317757009","0","1","0","1","0.352941176470588","0.352941176470588","0.133333333333333","0.684684684684685","0","0","0.15","1","0.93","0","1","0","0","0.367713004484305","1","0","0.222222222222222","0","0.497326203208556","0.866666666666667","0","0","0","0.771428571428571","1","0","0","1","1","0","0.73469387755102","0.589041095890411","0.0561797752808989","0","0","0","0"
"115","0","1","0.916666666666667","0.85","0.527777777777778","1","0.50381679389313","1","1","1","1","1","0","0.850694444444444","0.227272727272727","0.227272727272727","0","0","0.794392523364486","0","1","0","1","0.367647058823529","0.367647058823529","0.111111111111111","0.693693693693694","0","0","0.125","1","0.925","0","1","0","0","0.37219730941704","1","0","0.185185185185185","0","0.491978609625668","0.88","0","0","0","0.778571428571429","1","0","0","1","1","0","0.731292517006803","0.582191780821918","0.0449438202247191","0","0","0","0"
"116","0","1","0.925","0.84","0.533333333333333","1","0.49618320610687","1","1","1","1","1","0","0.847222222222222","0.218181818181818","0.218181818181818","0","0","0.785046728971963","0","1","0","1","0.382352941176471","0.382352941176471","0.0888888888888889","0.702702702702703","0","0","0.1","1","0.92","0","1","0","0","0.376681614349776","1","0","0.148148148148148","0","0.486631016042781","0.893333333333333","0","0","0","0.785714285714286","1","0","0","1","1","0","0.727891156462585","0.575342465753425","0.0337078651685393","0","0","0","0"
"117","0","1","0.933333333333333","0.83","0.538888888888889","1","0.488549618320611","1","1","1","1","1","0","0.84375","0.209090909090909","0.209090909090909","0","0","0.775700934579439","0","1","0","1","0.397058823529412","0.397058823529412","0.0666666666666667","0.711711711711712","0","0","0.075","1","0.915","0","1","0","0","0.381165919282511","1","0","0.111111111111111","0","0.481283422459893","0.906666666666667","0","0","0","0.792857142857143","1","0","0","1","1","0","0.724489795918367","0.568493150684931","0.0224719101123595","0","0","0","0"
"118","0","1","0.941666666666667","0.82","0.544444444444445","1","0.480916030534351","1","1","1","1","1","0","0.840277777777778","0.2","0.2","0","0","0.766355140186916","0","1","0","1","0.411764705882353","0.411764705882353","0.0444444444444444","0.720720720720721","0","0","0.05","1","0.91","0","1","0","0","0.385650224215247","1","0","0.0740740740740741","0","0.475935828877005","0.92","0","0","0","0.8","1","0","0","1","1","0","0.72108843537415","0.561643835616438","0.0112359550561798","0","0","0","0"
"119","0","1","0.95","0.81","0.55","1","0.473282442748092","1","1","1","1","1","0","0.836805555555555","0.190909090909091","0.190909090909091","0","0","0.757009345794392","0","1","0","1","0.426470588235294","0.426470588235294","0.0222222222222222","0.72972972972973","0","0","0.025","1","0.905","0","1","0","0","0.390134529147982","1","0","0.037037037037037","0","0.470588235294118","0.933333333333333","0","0","0","0.807142857142857","1","0","0","1","1","0","0.717687074829932","0.554794520547945","0","0","0","0","0"
"120","0","1","0.958333333333333","0.8","0.555555555555556","1","0.465648854961832","1","1","1","1","1","0","0.833333333333333","0.181818181818182","0.181818181818182","0","0","0.747663551401869","0","1","0","1","0.441176470588235","0.441176470588235","0","0.738738738738739","0","0","0","1","0.9","0","1","0","0","0.394618834080717","1","0","0","0","0.46524064171123","0.946666666666667","0","0","0","0.814285714285714","1","0","0","1","1","0","0.714285714285714","0.547945205479452","0","0","0","0","0"
"121","0","1","0.966666666666667","0.79","0.561111111111111","1","0.458015267175573","0.992307692307692","0.998843930635838","1","1","1","0","0.829861111111111","0.172727272727273","0.172727272727273","0","0","0.738317757009346","0","1","0","1","0.455882352941176","0.455882352941176","0","0.747747747747748","0","0","0","1","0.895","0","1","0","0","0.399103139013453","1","0","0","0","0.459893048128342","0.96","0","0","0","0.821428571428571","1","0","0","1","1","0","0.710884353741497","0.541095890410959","0","0","0","0","0"
"122","0","1","0.975","0.78","0.566666666666667","1","0.450381679389313","0.984615384615385","0.997687861271676","1","1","1","0","0.826388888888889","0.163636363636364","0.163636363636364","0","0","0.728971962616822","0","1","0","1","0.470588235294118","0.470588235294118","0","0.756756756756757","0","0","0","1","0.89","0","1","0","0","0.403587443946188","1","0","0","0","0.454545454545455","0.973333333333333","0","0","0","0.828571428571429","1","0","0","1","1","0","0.707482993197279","0.534246575342466","0","0","0","0","0"
"123","0","1","0.983333333333333","0.77","0.572222222222222","1","0.442748091603053","0.976923076923077","0.996531791907515","1","1","1","0","0.822916666666667","0.154545454545455","0.154545454545455","0","0","0.719626168224299","0","1","0","1","0.485294117647059","0.485294117647059","0","0.765765765765766","0","0","0","1","0.885","0","1","0","0","0.408071748878924","1","0","0","0","0.449197860962567","0.986666666666667","0","0","0","0.835714285714286","1","0","0","1","1","0","0.704081632653061","0.527397260273973","0","0","0","0","0"
"124","0","1","0.991666666666667","0.76","0.577777777777778","1","0.435114503816794","0.969230769230769","0.995375722543353","1","1","1","0","0.819444444444444","0.145454545454545","0.145454545454545","0","0","0.710280373831776","0","1","0","1","0.5","0.5","0","0.774774774774775","0","0","0","1","0.88","0","1","0","0","0.412556053811659","1","0","0","0","0.443850267379679","1","0","0","0","0.842857142857143","1","0","0","1","1","0","0.700680272108844","0.520547945205479","0","0","0","0","0"
"125","0","1","1","0.75","0.583333333333333","1","0.427480916030534","0.961538461538462","0.994219653179191","1","1","1","0","0.815972222222222","0.136363636363636","0.136363636363636","0","0","0.700934579439252","0","1","0","1","0.514705882352941","0.514705882352941","0","0.783783783783784","0","0","0","1","0.875","0","1","0","0","0.417040358744395","1","0","0","0","0.438502673796791","1","0","0","0","0.85","1","0","0","1","1","0","0.697278911564626","0.513698630136986","0","0","0","0","0"
"126","0","1","1","0.74","0.588888888888889","1","0.419847328244275","0.953846153846154","0.993063583815029","1","1","1","0","0.8125","0.127272727272727","0.127272727272727","0","0","0.691588785046729","0","1","0","1","0.529411764705882","0.529411764705882","0","0.792792792792793","0","0","0","1","0.87","0","1","0","0","0.42152466367713","1","0","0","0","0.433155080213904","1","0","0","0","0.857142857142857","1","0","0","1","1","0","0.693877551020408","0.506849315068493","0","0","0","0","0"
"127","0","1","1","0.73","0.594444444444444","1","0.412213740458015","0.946153846153846","0.991907514450867","1","1","1","0","0.809027777777778","0.118181818181818","0.118181818181818","0","0","0.682242990654206","0","1","0","1","0.544117647058823","0.544117647058823","0","0.801801801801802","0","0","0","1","0.865","0","1","0","0","0.426008968609865","1","0","0","0","0.427807486631016","1","0","0","0","0.864285714285714","1","0","0","1","1","0","0.69047619047619","0.5","0","0","0","0","0"
"128","0","1","1","0.72","0.6","1","0.404580152671756","0.938461538461538","0.990751445086705","1","1","1","0","0.805555555555555","0.109090909090909","0.109090909090909","0","0","0.672897196261682","0","1","0","1","0.558823529411765","0.558823529411765","0","0.810810810810811","0","0","0","1","0.86","0","1","0","0","0.430493273542601","1","0","0","0","0.422459893048128","1","0","0","0","0.871428571428571","1","0","0","1","1","0","0.687074829931973","0.493150684931507","0","0","0","0","0"
"129","0","1","1","0.71","0.605555555555556","1","0.396946564885496","0.930769230769231","0.989595375722543","1","1","1","0","0.802083333333333","0.1","0.1","0","0","0.663551401869159","0","0.96875","0","0.96875","0.573529411764706","0.573529411764706","0","0.81981981981982","0","0","0","1","0.855","0","1","0","0","0.434977578475336","1","0","0","0","0.417112299465241","1","0","0","0","0.878571428571429","1","0","0","1","1","0","0.683673469387755","0.486301369863014","0","0","0","0","0"
"130","0","1","1","0.7","0.611111111111111","1","0.389312977099237","0.923076923076923","0.988439306358382","1","1","1","0","0.798611111111111","0.0909090909090909","0.0909090909090909","0","0","0.654205607476635","0","0.9375","0","0.9375","0.588235294117647","0.588235294117647","0","0.828828828828829","0","0","0","1","0.85","0","1","0","0","0.439461883408072","1","0","0","0","0.411764705882353","1","0","0","0","0.885714285714286","1","0","0","1","1","0","0.680272108843537","0.479452054794521","0","0","0","0","0"
"131","0","1","1","0.69","0.616666666666667","1","0.381679389312977","0.915384615384615","0.98728323699422","1","1","1","0","0.795138888888889","0.0818181818181818","0.0818181818181818","0","0","0.644859813084112","0","0.90625","0","0.90625","0.602941176470588","0.602941176470588","0","0.837837837837838","0","0","0","1","0.845","0","1","0","0","0.443946188340807","1","0","0","0","0.406417112299465","1","0","0","0","0.892857142857143","1","0","0","1","1","0","0.67687074829932","0.472602739726027","0","0","0","0","0"
"132","0","1","1","0.68","0.622222222222222","1","0.374045801526718","0.907692307692308","0.986127167630058","1","1","1","0","0.791666666666667","0.0727272727272727","0.0727272727272727","0","0","0.635514018691589","0","0.875","0","0.875","0.617647058823529","0.617647058823529","0","0.846846846846847","0","0","0","1","0.84","0","1","0","0","0.448430493273543","1","0","0","0","0.401069518716578","1","0","0","0","0.9","1","0","0","1","1","0","0.673469387755102","0.465753424657534","0","0","0","0","0"
"133","0","1","1","0.67","0.627777777777778","1","0.366412213740458","0.9","0.984971098265896","1","1","1","0","0.788194444444444","0.0636363636363636","0.0636363636363636","0","0","0.626168224299065","0","0.84375","0","0.84375","0.632352941176471","0.632352941176471","0","0.855855855855856","0","0","0","1","0.835","0","1","0","0","0.452914798206278","1","0","0","0","0.39572192513369","1","0","0","0","0.907142857142857","1","0","0","1","1","0","0.670068027210884","0.458904109589041","0","0","0","0","0"
"134","0","1","1","0.66","0.633333333333333","1","0.358778625954198","0.892307692307692","0.983815028901734","1","1","1","0","0.784722222222222","0.0545454545454545","0.0545454545454545","0","0","0.616822429906542","0","0.8125","0","0.8125","0.647058823529412","0.647058823529412","0","0.864864864864865","0","0","0","1","0.83","0","1","0","0","0.457399103139013","1","0","0","0","0.390374331550802","1","0","0","0","0.914285714285714","1","0","0","1","1","0","0.666666666666667","0.452054794520548","0","0","0","0","0"
"135","0","1","1","0.65","0.638888888888889","1","0.351145038167939","0.884615384615385","0.982658959537572","1","1","1","0","0.78125","0.0454545454545455","0.0454545454545455","0","0","0.607476635514019","0","0.78125","0","0.78125","0.661764705882353","0.661764705882353","0","0.873873873873874","0","0","0","1","0.825","0","1","0","0","0.461883408071749","1","0","0","0","0.385026737967914","1","0","0","0","0.921428571428571","1","0","0","1","1","0","0.663265306122449","0.445205479452055","0","0","0","0","0"
"136","0","1","1","0.64","0.644444444444444","1","0.343511450381679","0.876923076923077","0.98150289017341","1","1","1","0","0.777777777777778","0.0363636363636364","0.0363636363636364","0","0","0.598130841121495","0","0.75","0","0.75","0.676470588235294","0.676470588235294","0","0.882882882882883","0","0","0","1","0.82","0","1","0","0","0.466367713004484","1","0","0","0","0.379679144385027","1","0","0","0","0.928571428571428","1","0","0","0.977777777777778","1","0","0.659863945578231","0.438356164383562","0","0","0","0","0"
"137","0","1","1","0.63","0.65","1","0.33587786259542","0.869230769230769","0.980346820809249","1","1","1","0","0.774305555555555","0.0272727272727273","0.0272727272727273","0","0","0.588785046728972","0","0.71875","0","0.71875","0.691176470588235","0.691176470588235","0","0.891891891891892","0","0","0","1","0.815","0","1","0","0","0.47085201793722","1","0","0","0","0.374331550802139","1","0","0","0","0.935714285714286","1","0","0","0.955555555555556","1","0","0.656462585034014","0.431506849315068","0","0","0","0","0"
"138","0","1","1","0.62","0.655555555555556","1","0.32824427480916","0.861538461538462","0.979190751445087","1","1","1","0","0.770833333333333","0.0181818181818182","0.0181818181818182","0","0","0.579439252336449","0","0.6875","0","0.6875","0.705882352941176","0.705882352941176","0","0.900900900900901","0","0","0","1","0.81","0","1","0","0","0.475336322869955","1","0","0","0","0.368983957219251","1","0","0","0","0.942857142857143","1","0","0","0.933333333333333","1","0","0.653061224489796","0.424657534246575","0","0","0","0","0"
"139","0","1","1","0.61","0.661111111111111","1","0.320610687022901","0.853846153846154","0.978034682080925","1","1","1","0","0.767361111111111","0.00909090909090909","0.00909090909090909","0","0","0.570093457943925","0","0.65625","0","0.65625","0.720588235294118","0.720588235294118","0","0.90990990990991","0","0","0","1","0.805","0","1","0","0","0.479820627802691","1","0","0","0","0.363636363636364","1","0","0","0","0.95","1","0","0","0.911111111111111","1","0","0.649659863945578","0.417808219178082","0","0","0","0","0"
"140","0","1","1","0.6","0.666666666666667","1","0.312977099236641","0.846153846153846","0.976878612716763","1","1","1","0","0.763888888888889","0","0","0","0","0.560747663551402","0","0.625","0","0.625","0.735294117647059","0.735294117647059","0","0.918918918918919","0","0","0","1","0.8","0","1","0","0","0.484304932735426","1","0","0","0","0.358288770053476","1","0","0","0","0.957142857142857","1","0","0","0.888888888888889","1","0","0.64625850340136","0.410958904109589","0","0","0","0","0"
"141","0","1","1","0.59","0.672222222222222","1","0.305343511450382","0.838461538461538","0.975722543352601","1","1","1","0","0.760416666666667","0","0","0","0","0.551401869158878","0","0.59375","0","0.59375","0.75","0.75","0","0.927927927927928","0","0","0","1","0.795","0","1","0","0","0.488789237668161","1","0","0","0","0.352941176470588","1","0","0","0","0.964285714285714","1","0","0","0.866666666666667","1","0","0.642857142857143","0.404109589041096","0","0","0","0","0"
"142","0","1","1","0.58","0.677777777777778","1","0.297709923664122","0.830769230769231","0.974566473988439","1","1","1","0","0.756944444444444","0","0","0","0","0.542056074766355","0","0.5625","0","0.5625","0.764705882352941","0.764705882352941","0","0.936936936936937","0","0","0","1","0.79","0","1","0","0","0.493273542600897","1","0","0","0","0.347593582887701","1","0","0","0","0.971428571428571","1","0","0","0.844444444444444","1","0","0.639455782312925","0.397260273972603","0","0","0","0","0"
"143","0","1","1","0.57","0.683333333333333","1","0.290076335877863","0.823076923076923","0.973410404624278","1","1","1","0","0.753472222222222","0","0","0","0","0.532710280373832","0","0.53125","0","0.53125","0.779411764705882","0.779411764705882","0","0.945945945945946","0","0","0","1","0.785","0","1","0","0","0.497757847533632","1","0","0","0","0.342245989304813","1","0","0","0","0.978571428571429","1","0","0","0.822222222222222","1","0","0.636054421768707","0.39041095890411","0","0","0","0","0"
"144","0","1","1","0.56","0.688888888888889","1","0.282442748091603","0.815384615384615","0.972254335260116","1","1","1","0","0.75","0","0","0","0","0.523364485981308","0","0.5","0","0.5","0.794117647058823","0.794117647058823","0","0.954954954954955","0","0","0","1","0.78","0","1","0","0","0.502242152466368","1","0","0","0","0.336898395721925","1","0","0","0","0.985714285714286","0.978260869565217","0","0","0.8","1","0","0.63265306122449","0.383561643835616","0","0","0","0","0"
"145","0","1","1","0.55","0.694444444444444","1","0.274809160305344","0.807692307692308","0.971098265895954","1","1","1","0","0.746527777777778","0","0","0","0","0.514018691588785","0","0.46875","0","0.46875","0.808823529411765","0.808823529411765","0","0.963963963963964","0","0","0","1","0.775","0","1","0","0","0.506726457399103","1","0","0","0","0.331550802139037","1","0","0","0","0.992857142857143","0.956521739130435","0","0","0.777777777777778","1","0","0.629251700680272","0.376712328767123","0","0","0","0","0"
"146","0","1","1","0.54","0.7","1","0.267175572519084","0.8","0.969942196531792","1","1","1","0","0.743055555555555","0","0","0","0","0.504672897196262","0","0.4375","0","0.4375","0.823529411764706","0.823529411764706","0","0.972972972972973","0","0","0","0.977777777777778","0.77","0","1","0","0","0.511210762331839","1","0","0","0","0.32620320855615","1","0","0","0","1","0.934782608695652","0","0","0.755555555555556","1","0","0.625850340136054","0.36986301369863","0","0","0","0","0"
"147","0","1","1","0.53","0.705555555555556","1","0.259541984732824","0.792307692307692","0.96878612716763","1","1","1","0","0.739583333333333","0","0","0","0","0.495327102803738","0","0.40625","0","0.40625","0.838235294117647","0.838235294117647","0","0.981981981981982","0","0","0","0.955555555555556","0.765","0","1","0","0","0.515695067264574","1","0","0","0","0.320855614973262","1","0","0","0","1","0.91304347826087","0","0","0.733333333333333","1","0","0.622448979591837","0.363013698630137","0","0","0","0","0"
"148","0","1","1","0.52","0.711111111111111","1","0.251908396946565","0.784615384615385","0.967630057803468","1","1","1","0","0.736111111111111","0","0","0","0","0.485981308411215","0","0.375","0","0.375","0.852941176470588","0.852941176470588","0","0.990990990990991","0","0","0","0.933333333333333","0.76","0","1","0","0","0.520179372197309","1","0","0","0","0.315508021390374","1","0","0","0","1","0.891304347826087","0","0","0.711111111111111","1","0","0.619047619047619","0.356164383561644","0","0","0","0","0"
"149","0","1","1","0.51","0.716666666666667","1","0.244274809160305","0.776923076923077","0.966473988439306","1","1","1","0","0.732638888888889","0","0","0","0","0.476635514018692","0","0.34375","0","0.34375","0.867647058823529","0.867647058823529","0","1","0","0","0","0.911111111111111","0.755","0","1","0","0","0.524663677130045","1","0","0","0","0.310160427807487","1","0","0","0","1","0.869565217391304","0","0","0.688888888888889","1","0","0.615646258503401","0.349315068493151","0","0","0","0","0"
"150","0","1","1","0.5","0.722222222222222","1","0.236641221374046","0.769230769230769","0.965317919075145","1","1","1","0","0.729166666666667","0","0","0","0","0.467289719626168","0","0.3125","0","0.3125","0.882352941176471","0.882352941176471","0","1","0","0","0","0.888888888888889","0.75","0","1","0","0","0.52914798206278","1","0","0","0","0.304812834224599","1","0","0","0","1","0.847826086956522","0","0","0.666666666666667","1","0","0.612244897959184","0.342465753424658","0","0","0","0","0"
"151","0","1","1","0.49","0.727777777777778","1","0.229007633587786","0.761538461538462","0.964161849710983","1","0.98","1","0","0.725694444444444","0","0","0","0","0.457943925233645","0","0.28125","0","0.28125","0.897058823529412","0.897058823529412","0","1","0","0","0","0.866666666666667","0.745","0","1","0","0","0.533632286995516","1","0","0","0","0.299465240641711","1","0","0","0","1","0.826086956521739","0","0","0.644444444444444","1","0","0.608843537414966","0.335616438356164","0","0","0","0","0"
"152","0","1","1","0.48","0.733333333333333","1","0.221374045801527","0.753846153846154","0.963005780346821","1","0.96","1","0","0.722222222222222","0","0","0","0","0.448598130841121","0","0.25","0","0.25","0.911764705882353","0.911764705882353","0","1","0","0","0","0.844444444444444","0.74","0","1","0","0","0.538116591928251","1","0","0","0","0.294117647058824","1","0","0","0","1","0.804347826086957","0","0","0.622222222222222","1","0","0.605442176870748","0.328767123287671","0","0","0","0","0"
"153","0","1","1","0.47","0.738888888888889","1","0.213740458015267","0.746153846153846","0.961849710982659","1","0.94","1","0","0.71875","0","0","0","0","0.439252336448598","0","0.21875","0","0.21875","0.926470588235294","0.926470588235294","0","1","0","0","0","0.822222222222222","0.735","0","1","0","0","0.542600896860987","1","0","0","0","0.288770053475936","1","0","0","0","1","0.782608695652174","0","0","0.6","1","0","0.602040816326531","0.321917808219178","0","0","0","0","0"
"154","0","1","1","0.46","0.744444444444444","1","0.206106870229008","0.738461538461539","0.960693641618497","1","0.92","1","0","0.715277777777778","0","0","0","0","0.429906542056075","0","0.1875","0","0.1875","0.941176470588235","0.941176470588235","0","1","0","0","0","0.8","0.73","0","1","0","0","0.547085201793722","1","0","0","0","0.283422459893048","1","0","0","0","1","0.760869565217391","0","0","0.577777777777778","1","0","0.598639455782313","0.315068493150685","0","0","0","0","0"
"155","0","1","1","0.45","0.75","1","0.198473282442748","0.730769230769231","0.959537572254335","1","0.9","1","0","0.711805555555555","0","0","0","0","0.420560747663551","0","0.15625","0","0.15625","0.955882352941176","0.955882352941176","0","1","0","0","0","0.777777777777778","0.725","0","1","0","0","0.551569506726457","1","0","0","0","0.27807486631016","1","0","0","0","1","0.739130434782609","0","0","0.555555555555556","1","0","0.595238095238095","0.308219178082192","0","0","0","0","0"
"156","0","1","1","0.44","0.755555555555556","1","0.190839694656489","0.723076923076923","0.958381502890173","1","0.88","1","0","0.708333333333333","0","0","0","0","0.411214953271028","0","0.125","0","0.125","0.970588235294118","0.970588235294118","0","1","0","0","0","0.755555555555556","0.72","0","1","0","0","0.556053811659193","1","0","0","0","0.272727272727273","1","0","0","0","1","0.717391304347826","0","0","0.533333333333333","1","0","0.591836734693878","0.301369863013699","0","0","0","0","0"
"157","0","1","1","0.43","0.761111111111111","1","0.183206106870229","0.715384615384615","0.957225433526012","1","0.86","1","0","0.704861111111111","0","0","0","0","0.401869158878505","0","0.09375","0","0.09375","0.985294117647059","0.985294117647059","0","1","0","0","0","0.733333333333333","0.715","0","1","0","0","0.560538116591928","1","0","0","0","0.267379679144385","1","0","0","0","1","0.695652173913043","0","0","0.511111111111111","1","0","0.58843537414966","0.294520547945205","0","0","0","0","0"
"158","0","1","1","0.42","0.766666666666667","1","0.175572519083969","0.707692307692308","0.95606936416185","1","0.84","1","0","0.701388888888889","0","0","0","0","0.392523364485981","0","0.0625","0","0.0625","1","1","0","1","0","0","0","0.711111111111111","0.71","0","1","0","0","0.565022421524664","1","0","0","0","0.262032085561497","1","0","0","0","1","0.673913043478261","0","0","0.488888888888889","1","0","0.585034013605442","0.287671232876712","0","0","0","0","0"
"159","0","1","1","0.41","0.772222222222222","1","0.16793893129771","0.7","0.954913294797688","1","0.82","1","0","0.697916666666667","0","0","0","0","0.383177570093458","0","0.03125","0","0.03125","1","1","0","1","0","0","0","0.688888888888889","0.705","0","1","0","0","0.569506726457399","1","0","0","0","0.25668449197861","1","0","0","0","1","0.652173913043478","0","0","0.466666666666667","1","0","0.581632653061224","0.280821917808219","0","0","0","0","0"
"160","0","1","1","0.4","0.777777777777778","1","0.16030534351145","0.692307692307692","0.953757225433526","1","0.8","1","0","0.694444444444444","0","0","0","0","0.373831775700935","0","0","0","0","1","1","0","1","0","0","0","0.666666666666667","0.7","0","1","0","0","0.573991031390135","1","0","0","0","0.251336898395722","1","0","0","0","1","0.630434782608696","0","0","0.444444444444444","1","0","0.578231292517007","0.273972602739726","0","0","0","0","0"
"161","0","1","1","0.39","0.783333333333333","1","0.152671755725191","0.684615384615385","0.952601156069364","1","0.78","1","0","0.690972222222222","0","0","0","0","0.364485981308411","0","0","0","0","1","1","0","1","0","0","0","0.644444444444444","0.695","0","1","0","0","0.57847533632287","1","0","0","0","0.245989304812834","1","0","0","0","1","0.608695652173913","0","0","0.422222222222222","1","0","0.574829931972789","0.267123287671233","0","0","0","0","0"
"162","0","1","1","0.38","0.788888888888889","1","0.145038167938931","0.676923076923077","0.951445086705202","1","0.76","1","0","0.6875","0","0","0","0","0.355140186915888","0","0","0","0","1","1","0","1","0","0","0","0.622222222222222","0.69","0","1","0","0","0.582959641255605","1","0","0","0","0.240641711229947","1","0","0","0","1","0.58695652173913","0","0","0.4","1","0","0.571428571428571","0.26027397260274","0","0","0","0","0"
