"Right_limit","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40"
"336","0.000188262471153005","0.000188262471153005","0.00016160400125631","6.530563090241e-06","2.64691183776667e-07","4.23503330898666e-07","3.2345166672562e-07","3.35242594217679e-05","1.4169592595893e-06","1.54662598429849e-07","0.00466281977998782","1.43610754828851e-05","0.000655863111200458","3.91388354936017e-07","0.0049367888537829","3.52803193983754e-07","2.07944535177287e-07","2.98410085327104e-06","2.58057779248334e-07","2.58057779248334e-07","2.4708138956314e-06","2.4708138956314e-06","3.50321508014861e-09","2.38158813471167e-07","2.38158813471167e-07","2.38158813471167e-07","3.08030561090208e-08","2.58057779248334e-07","0.00438871185351785","1.14595539079017e-09","1.79920948354336e-08","3.00189464090048e-06","3.00189464090048e-06","3.00189464090048e-06","2.38158813471167e-07","2.15431471105508e-06","9.92851784981697e-08","1.42433287639189e-10","5.89444917397864e-07","6.07775403373428e-09","5.42796516952052e-08","7.65068332119988e-09","1.1634509257706e-08","4.47247086157344e-07","5.9413537640624e-07","1.51603715942509e-06","5.41250138092111e-13","2.16755612218987e-05","4.21371906517346e-08","2.4101554634842e-09","3.80935731596296e-08","5.06885296982682e-07","1.59736489391414e-07","1.26237340130185e-08","1.26237340130185e-08","1.26237340130185e-08","1.26237340130185e-08","1.26237340130185e-08","3.46682608199691e-07","3.16013197204513e-05","8.163335243577e-07","2.35751622760775e-05","1.31069869345944e-07","2.57404027263727e-06","1.78307667473583e-06","3.20300901917473e-06","0.00023806876633384","1.30940211724708e-08","3.55668963866679e-10","4.15644983578647e-06","3.62363554156171e-11","3.96767135403314e-11","1.6004142160189e-16"
"337","0.000193114781960514","0.000193114781960514","0.000165769325785351","6.72545382604024e-06","2.73051860976792e-07","4.36834038810979e-07","3.34097049305084e-07","3.44263787777088e-05","1.46236033171446e-06","1.59837360942981e-07","0.00476926355885768","1.47521802100105e-05","0.000671620131027119","4.03464572682567e-07","0.00504968460633437","3.64461524715567e-07","2.14682340725286e-07","3.0780318070231e-06","2.66326269525453e-07","2.66326269525453e-07","2.56154771874909e-06","2.56154771874909e-06","3.64746575188557e-09","2.45734717193307e-07","2.45734717193307e-07","2.45734717193307e-07","3.18209390002438e-08","2.66326269525453e-07","0.00450007812152539","1.19015373919092e-09","1.86019389208834e-08","3.09704706169021e-06","3.09704706169021e-06","3.09704706169021e-06","2.45734717193307e-07","2.21609294759969e-06","1.02566043781084e-07","1.49221003289865e-10","6.11215429295755e-07","6.29968686209989e-09","5.62507387237795e-08","7.92265746335407e-09","1.20481044267711e-08","4.62340253565358e-07","6.22118227530262e-07","1.5663395919329e-06","5.68770769156773e-13","2.2291115660869e-05","4.35782914544894e-08","2.49969421941488e-09","3.93963813972134e-08","5.22952312315585e-07","1.65636186868997e-07","1.31710824662422e-08","1.31710824662422e-08","1.31710824662422e-08","1.31710824662422e-08","1.31710824662422e-08","3.59717854523111e-07","3.24843116887047e-05","8.47217895475354e-07","2.42446613164871e-05","1.354188014614e-07","2.66330934363904e-06","1.85230876663593e-06","3.30215712346047e-06","0.000245151553317189","1.36024278814127e-08","3.69670078621634e-10","4.30345456253542e-06","3.81054684140733e-11","4.12497371932604e-11","1.69924140477434e-16"
"338","0.000198092132320977","0.000198092132320977","0.000170041992815841","6.92616062016427e-06","2.81676622921099e-07","4.50584360172363e-07","3.4509279066397e-07","3.53527728103962e-05","1.50921610638331e-06","1.65185262682506e-07","0.00487812534853466","1.51539359910725e-05","0.00068775545053105","4.15913399814573e-07","0.0051651486867116","3.76505103162245e-07","2.21638464169939e-07","3.17491942896236e-06","2.74859692380347e-07","2.74859692380347e-07","2.65561348232954e-06","2.65561348232954e-06","3.79765618345501e-09","2.5355161263781e-07","2.5355161263781e-07","2.5355161263781e-07","3.28724576950871e-08","2.74859692380347e-07","0.00461425727990307","1.23605677349363e-09","1.9232453740053e-08","3.19521556243467e-06","3.19521556243467e-06","3.19521556243467e-06","2.5355161263781e-07","2.27964276458731e-06","1.05955324801644e-07","1.56332190261823e-10","6.33790011046348e-07","6.52972370055068e-09","5.82934029221843e-08","8.20430001423568e-09","1.24764024902988e-08","4.77942767150418e-07","6.51419026512698e-07","1.61831106705329e-06","5.97690725747462e-13","2.29241505506172e-05","4.50686782062595e-08","2.59255939511985e-09","4.07437459495237e-08","5.39528612182811e-07","1.71753783365654e-07","1.37421632259942e-08","1.37421632259942e-08","1.37421632259942e-08","1.37421632259942e-08","1.37421632259942e-08","3.73243225182947e-07","3.3391975056355e-05","8.79270714919805e-07","2.49331726455004e-05","1.39912032247428e-07","2.75567430446128e-06","1.92422895007678e-06","3.40437431467614e-06","0.000252445007180888","1.41305746972811e-08","3.84222355367714e-10","4.45565850838996e-06","4.00709924163623e-11","4.28851249684107e-11","1.80417127191113e-16"
"339","0.000203197743094044","0.000203197743094044","0.000174424767664505","7.13285703683467e-06","2.90573811124341e-07","4.64767503230018e-07","3.564504217348e-07","3.63040946681063e-05","1.55757319379472e-06","1.70712096606374e-07","0.00498945952754769","1.55666328800052e-05","0.000704278139386289","4.28746333113542e-07","0.00528323890347352","3.889466597645e-07","2.28819979429036e-07","3.27485678564502e-06","2.83666536573263e-07","2.83666536573263e-07","2.75313354170641e-06","2.75313354170641e-06","3.95403095428359e-09","2.61617165818194e-07","2.61617165818194e-07","2.61617165818194e-07","3.39587236840957e-08","2.83666536573263e-07","0.00473131970372245","1.28373024172105e-09","1.98843399297543e-08","3.29649574426692e-06","3.29649574426692e-06","3.29649574426692e-06","2.61617165818194e-07","2.34501496441901e-06","1.09456604142072e-07","1.63782263711065e-10","6.57198360044742e-07","6.76816047186235e-09","6.04102435113362e-08","8.495954676099e-09","1.29199261214638e-08","4.9407181570192e-07","6.8209984652234e-07","1.67200696370011e-06","6.28081158555563e-13","2.35751622760776e-05","4.66100364966596e-08","2.68887456913601e-09","4.21371906517346e-08","5.56630339623202e-07","1.78097326745889e-07","1.43380052937344e-08","1.43380052937344e-08","1.43380052937344e-08","1.43380052937344e-08","1.43380052937344e-08","3.87277148805444e-07","3.4324999112488e-05","9.12536188514151e-07","2.56412361426602e-05","1.44554349569153e-07","2.85124252129405e-06","1.99894159584343e-06","3.50975559443093e-06","0.000259955390682448","1.46792280769373e-08","3.99347490915889e-10","4.61324555610508e-06","4.21379004132378e-11","4.45853493548215e-11","1.91558066396206e-16"
"340","0.00020843491803706","0.00020843491803706","0.000178920486837324","7.34572181967085e-06","2.99752030580283e-07","4.79397091988719e-07","3.68181852953118e-07","3.72810150705418e-05","1.60747969757804e-06","1.76423849495391e-07","0.00510332167196669","1.599056882912e-05","0.00072119748409489","4.41975224091062e-07","0.00540401433769366","4.01799345637492e-07","2.36234189628636e-07","3.37793987302952e-06","2.92755562854286e-07","2.92755562854286e-07","2.85423474528962e-06","2.85423474528962e-06","4.11684471475994e-09","2.69939286605736e-07","2.69939286605736e-07","2.69939286605736e-07","3.50808851868632e-08","2.92755562854286e-07","0.00485133749418467","1.33324242773114e-09","2.05583218749599e-08","3.40098623856328e-06","3.40098623856328e-06","3.40098623856328e-06","2.69939286605736e-07","2.41226180630794e-06","1.13073582770446e-07","1.7158737340906e-10","6.81471270522283e-07","7.01530390460749e-09","6.26039540990595e-08","8.79797736946908e-09","1.33792165739479e-08","5.10745168074275e-07","7.142256842638e-07","1.72748449824995e-06","6.60016836030312e-13","2.42446613164871e-05","4.82041095628073e-08","2.78876791101879e-09","4.35782914544894e-08","5.7427414936819e-07","1.84675162113158e-07","1.49596822870637e-08","1.49596822870637e-08","1.49596822870637e-08","1.49596822870637e-08","1.49596822870637e-08","4.01838746930279e-07","3.5284092401448e-05","9.47060194511171e-07","2.63694070165426e-05","1.49350700154141e-07","2.95012508376969e-06","2.07655512710291e-06","3.61839890500639e-06","0.000267689152566177","1.52491842367611e-08","4.1506803618466e-10","4.77640609176697e-06","4.43114219080514e-11","4.63529808658739e-11","2.03386969811259e-16"
"341","0.000213807045935134","0.000213807045935134","0.000183532059859616","7.56493904624131e-06","3.09220158084053e-07","4.94487179297617e-07","3.80299386747555e-07","3.82842227814102e-05","1.65898526264324e-06","1.82326708438199e-07","0.00521976858060138","1.64260499041573e-05","0.000738522993140647","4.55612289933871e-07","0.00552753536964336","4.15076746471869e-07","2.43888634529831e-07","3.48426770868115e-06","3.02135812678189e-07","3.02135812678189e-07","2.95904859955443e-06","2.95904859955443e-06","4.28636260092303e-09","2.78526136486628e-07","2.78526136486628e-07","2.78526136486628e-07","3.62401283657375e-08","3.02135812678189e-07","0.00497438451917873","1.38466424902162e-09","2.12551485137491e-08","3.50878880298965e-06","3.50878880298965e-06","3.50878880298965e-06","2.78526136486628e-07","2.48143704805411e-06","1.16810083952733e-07","1.79764438751129e-10","7.06640674056617e-07","7.27147192773565e-09","6.48773261076074e-08","9.11073666748887e-09","1.38548343424583e-08","5.27981192762105e-07","7.47864597670067e-07","1.78480278550797e-06","6.93576328328794e-13","2.49331726455005e-05","4.98527002608757e-08","2.8923723519012e-09","4.50686782062595e-08","5.92477224061055e-07","1.91495942788051e-07","1.56083143742212e-08","1.56083143742212e-08","1.56083143742212e-08","1.56083143742212e-08","1.56083143742212e-08","4.16947860063922e-07","3.62699832605831e-05","9.82890346865526e-07","2.71182562399111e-05","1.54306194863488e-07","3.05243693408831e-06","2.15718217674256e-06","3.73040522037909e-06","0.000275652933074765","1.58412703081356e-08","4.3140742982249e-10","4.94533723478575e-06","4.65970561479677e-11","4.81906919255654e-11","2.15946319918716e-16"
"342","0.000219317602785768","0.000219317602785768","0.000188262471153005","7.79069828722655e-06","3.18987350817365e-07","5.1005226034897e-07","3.92815730440967e-07","3.93144250937056e-05","1.71214112456424e-06","1.88427067533242e-07","0.00533885830067529","1.68733905051913e-05","0.00075626440226387","4.69670124786615e-07","0.00565386370597224","4.28792896894165e-07","2.51791098196154e-07","3.59394242687879e-06","3.11816617198523e-07","3.11816617198523e-07","3.06771144008855e-06","3.06771144008855e-06","4.46286066622621e-09","2.87386136565902e-07","2.87386136565902e-07","2.87386136565902e-07","3.74376785796339e-08","3.11816617198523e-07","0.00510053645470021","1.43806935830686e-09","2.19755941695383e-08","3.62000842059179e-06","3.62000842059179e-06","3.62000842059179e-06","2.87386136565902e-07","2.55259598901708e-06","1.2067005729411e-07","1.88331185433191e-10","7.32739681577921e-07","7.53699407956168e-09","6.72332523256482e-08","9.43461424570729e-09","1.43473598467262e-08","5.45798878136054e-07","7.83087850080044e-07","1.84402290169654e-06","7.28842200619189e-13","2.56412361426602e-05","5.15576731050778e-08","2.9998257613894e-09","4.66100364966596e-08","6.1125729099029e-07","1.98568641691929e-07","1.62850702924578e-08","1.62850702924578e-08","1.62850702924578e-08","1.62850702924578e-08","1.62850702924578e-08","4.3262507471258e-07","3.72834203729992e-05","1.0200760608997e-06","2.78883709972171e-05","1.59426114137794e-07","3.15829700062087e-06","2.24093975081712e-06","3.84587864006075e-06","0.00028385356962349","1.64563455377957e-08","4.48390033153808e-10","5.12024307602166e-06","4.90005860376618e-11","5.01012609088609e-11","2.29281222537077e-16"
"343","0.000224970154039409","0.000224970154039409","0.000193114781960514","8.02319477033039e-06","3.29063055204927e-07","5.2610728660177e-07","4.05744009576157e-07","4.03723483280327e-05","1.76700016054436e-06","1.94731534814959e-07","0.00546065015398168","1.73329135935483e-05","0.000774431679859963","4.84161711382742e-07","0.00578306240739227","4.42962295301733e-07","2.59949616909422e-07","3.70706937671494e-06","3.21807606549882e-07","3.21807606549882e-07","3.18036460892013e-06","3.18036460892013e-06","4.64662633107972e-09","2.96527975825934e-07","2.96527975825934e-07","2.96527975825934e-07","3.86748016792791e-08","3.21807606549882e-07","0.00522987082714388","1.49353424901242e-09","2.27204594115193e-08","3.73475340202623e-06","3.73475340202623e-06","3.73475340202623e-06","2.96527975825934e-07","2.62579551432086e-06","1.24657582913806e-07","1.97306183876335e-10","7.59802626926553e-07","7.81221193168887e-09","6.9674730589236e-08","9.77000534785646e-09","1.48573941398223e-08","5.6421785336145e-07","8.19970061206455e-07","1.90520794953372e-06","7.65901216212786e-13","2.63694070165427e-05","5.33209563763834e-08","3.11127113103e-09","4.82041095628071e-08","6.30632639353349e-07","2.05902563151003e-07","1.69911694539241e-08","1.69911694539241e-08","1.69911694539241e-08","1.69911694539241e-08","1.69911694539241e-08","4.48891751431571e-07","3.83251733357415e-05","1.05866862145418e-06","2.86803551447988e-05","1.6471591362385e-07","3.26782833614529e-06","2.32794939834154e-06","3.9649264858426e-06","0.000292298102641802","1.70953025347836e-08","4.66041166500693e-10","5.30133492433182e-06","5.15280927707e-11","5.20875763422258e-11","2.43439568814528e-16"
"344","0.000230768356897365","0.000230768356897365","0.000198092132320977","8.26262954908196e-06","3.39457016050571e-07","5.42667680143643e-07","4.1909778168018e-07","4.14587383443248e-05","1.82361694201479e-06","2.01246939411722e-07","0.00558520476352739","1.78049509249015e-05","0.000793035032504648","4.99100433034253e-07","0.00591519591687163","4.57599919187878e-07","2.68372487342066e-07","3.82375722328332e-06","3.32118719427572e-07","3.32118719427572e-07","3.29715463835681e-06","3.29715463835681e-06","4.83795885090391e-09","3.05960619647677e-07","3.05960619647677e-07","3.05960619647677e-07","3.99528053452572e-08","3.32118719427572e-07","0.00536246705648355","1.55113836483841e-09","2.34905719442629e-08","3.85313549103129e-06","3.85313549103129e-06","3.85313549103129e-06","3.05960619647677e-07","2.70109414032636e-06","1.2877687575792e-07","2.06708889482542e-10","7.87865112019409e-07","8.09747952841142e-09","7.22048675964512e-08","1.0117319268187e-08","1.53855596416503e-08","5.83258410022918e-07","8.58589365213946e-07","1.96842312547093e-06","8.04844550024513e-13","2.71182562399111e-05","5.51445443033525e-08","3.22685676459331e-09","4.98527002608755e-08","6.50622138067622e-07","2.1350735513639e-07","1.77278841428661e-08","1.77278841428661e-08","1.77278841428661e-08","1.77278841428661e-08","1.77278841428661e-08","4.65770053929328e-07","3.93960332438342e-05","1.09872125361588e-06","2.94948296841378e-05","1.70181229988002e-07","3.38115826087621e-06","2.41833738767594e-06","4.08765940153425e-06","0.000300993781587183","1.77590685658192e-08","4.84387146934361e-10","5.48883156183547e-06","5.41859712156254e-11","5.41526412706938e-11","2.58472207225866e-16"
"345","0.000236715962668538","0.000236715962668538","0.000203197743094044","8.50920967667379e-06","3.50179285961971e-07","5.59749348504809e-07","4.32891050481634e-07","4.25743610673143e-05","1.88204778891815e-06","2.07980338943261e-07","0.00571258408067101","1.82898432887099e-05","0.000812084910608719","5.14500085991392e-07","0.00605033008834448","4.72721240973415e-07","2.77068274994255e-07","3.94411805205127e-06","3.42760212974243e-07","3.42760212974243e-07","3.41823344157528e-06","3.41823344157528e-06","5.0371698034553e-09","3.15693318602942e-07","3.15693318602942e-07","3.15693318602942e-07","4.12730404702712e-08","3.42760212974243e-07","0.00549840650035203","1.61096421354861e-09","2.4286787527475e-08","3.97526997324086e-06","3.97526997324086e-06","3.97526997324086e-06","3.15693318602942e-07","2.77855206140769e-06","1.3303229005475e-07","2.16559684808802e-10","8.1696405368443e-07","8.39316384216221e-09","7.48268828605628e-08","1.04769798509498e-08","1.59325008985166e-08","6.02941524478731e-07","8.99027576242229e-07","2.03373578916143e-06","8.45768012887176e-13","2.78883709972172e-05","5.70304993175559e-08","3.34673647542564e-09","5.15576731050778e-08","6.71245254145946e-07","2.21393021956223e-07","1.84965418080898e-08","1.84965418080898e-08","1.84965418080898e-08","1.84965418080898e-08","1.84965418080898e-08","4.83282979265712e-07","4.04968132906197e-05","1.14028919612239e-06","3.03324332485435e-05","1.75827886922421e-07","3.49841851045461e-06","2.51223488975866e-06","4.21419145578943e-06","0.000309948071136307","1.84486069009677e-08","5.03455327512771e-10","5.68295950820593e-06","5.69809460956747e-11","5.6299577798073e-11","2.74433126190387e-16"
"346","0.000242816819186462","0.000242816819186462","0.000208434918037059","8.76314838498652e-06","3.61240235073052e-07","5.77368699938342e-07","4.4713828059588e-07","4.37200030261266e-05","1.94235082573139e-06","2.14939027165593e-07","0.00584285141276133","1.87879407541759e-05","0.00083159201420529","5.30374892183684e-07","0.00618853221594259","4.88342244361357e-07","2.860458229044e-07","4.06826747651704e-06","3.5374267298327e-07","3.5374267298327e-07","3.54375851020888e-06","3.54375851020888e-06","5.24458359621913e-09","3.25735617526357e-07","3.25735617526357e-07","3.25735617526357e-07","4.26369025870809e-08","3.5374267298327e-07","0.00563777249903456","1.6730974851484e-09","2.51099909269282e-08","4.10127578844691e-06","4.10127578844691e-06","4.10127578844691e-06","3.25735617526357e-07","2.85823119806977e-06","1.3742832391734e-07","2.2687992375106e-10","8.47137732224827e-07","8.6996452455914e-09","7.75441128067447e-08","1.0849426007634e-08","1.64988853697016e-08","6.23288880969542e-07","9.41370361724895e-07","2.10121553523369e-06","8.88772287271287e-13","2.86803551447988e-05","5.89809543861297e-08","3.47106979113347e-09","5.33209563763834e-08","6.92522071654572e-07","2.29569937416546e-07","1.92985274548224e-08","1.92985274548224e-08","1.92985274548224e-08","1.92985274548224e-08","1.92985274548224e-08","5.0145438918575e-07","4.16283493848515e-05","1.18342977754318e-06","3.1193822603646e-05","1.81661901350642e-07","3.6197453890692e-06","2.60977816845324e-06","4.34464024811445e-06","0.000319168657558682","1.9164918211555e-08","5.2327413806285e-10","5.88395329430853e-06","5.99200890030637e-11","5.85316318071517e-11","2.91379647966626e-16"
"347","0.000249074873288185","0.000249074873288185","0.000213807045935134","9.02466526895487e-06","3.72650561073489e-07","5.95542659181401e-07","4.61854412693554e-07","4.48964719083726e-05","2.00458603928355e-06","2.22130541871742e-07","0.00597607145128232","1.92996029228953e-05","0.000851567298872545","5.46739512354089e-07","0.00632987106375468","5.04479441232043e-07","2.95314260641897e-07","4.1963247492554e-06","3.65077024429082e-07","3.65077024429082e-07","3.67389311919037e-06","3.67389311919037e-06","5.46053799469458e-09","3.36097364875919e-07","3.36097364875919e-07","3.36097364875919e-07","4.40458333436259e-08","3.65077024429082e-07","0.00578065042138838","1.73762717462047e-09","2.59610968976255e-08","4.23127564641997e-06","4.23127564641997e-06","4.23127564641997e-06","3.36097364875919e-07","2.94019524644567e-06","1.41969624098126e-07","2.37691977833769e-10","8.78425841776955e-07","9.01731800088352e-09","8.03600150175572e-08","1.1235112252592e-08","1.70854042419929e-08","6.44322895506938e-07","9.85707423871061e-07","2.17093426744607e-06","9.33963174990405e-13","2.94948296841379e-05","6.09981154241058e-08","3.60002216587172e-09","5.51445443033523e-08","7.14473311272039e-07","2.38048858468273e-07","2.01352861402823e-08","2.01352861402823e-08","2.01352861402823e-08","2.01352861402823e-08","2.01352861402823e-08","5.20309042631512e-07","4.27915007850092e-05","1.22820249534291e-06","3.20796731620893e-05","1.87689489839021e-07","3.74527992788763e-06","2.71110877828547e-06","4.47912701815748e-06","0.000328663455278094","1.99090420223606e-08","5.43873127568124e-10","6.0920557455146e-06","6.3010836290889e-11","6.08521778670413e-11","3.09372634520272e-16"
"348","0.000255494173356564","0.000255494173356564","0.000219317602785768","9.29398647643396e-06","3.84421299555e-07","6.14288683712564e-07","4.77054879168312e-07","4.61045971291342e-05","2.06881533842601e-06","2.29562673056798e-07","0.00611231030051054","1.98251991883859e-05","0.00087202198179508","5.63609059598406e-07","0.00647441689611933","5.21149889096551e-07","3.0488301359124e-07","4.32841287645831e-06","3.76774542334881e-07","3.76774542334881e-07","3.8088065391161e-06","3.8088065391161e-06","5.68538467243304e-09","3.46788722391289e-07","3.46788722391289e-07","3.46788722391289e-07","4.55013220268954e-08","3.76774542334881e-07","0.0059271277117012","1.80464570939463e-09","2.68410512002886e-08","4.36539614640039e-06","4.36539614640039e-06","4.36539614640039e-06","3.46788722391289e-07","3.02450972921318e-06","1.46660990900694e-07","2.49019284705378e-10","9.10869542528028e-07","9.34659076694195e-09","8.32781726325972e-08","1.1634509257706e-08","1.76927732731744e-08","6.66066740568158e-07","1.03213268969427e-06","2.2429662753017e-06","9.81451857501389e-13","3.03324332485435e-05","6.3084263789242e-08","3.73376520051863e-09","5.70304993175557e-08","7.37120350468004e-07","2.46840939358195e-07","2.10083255774536e-08","2.10083255774536e-08","2.10083255774536e-08","2.10083255774536e-08","2.10083255774536e-08","5.39872629476408e-07","4.39871507513137e-05","1.27466909793581e-06","3.29906795128266e-05","1.93917075220913e-07","3.87516804898158e-06","2.81637376985742e-06","4.61777675838057e-06","0.000338440613627333","2.06820582201955e-08","5.65283008224966e-10","6.30751827503416e-06","6.62610078879151e-11","6.3264724335077e-11","3.28476706104665e-16"
"349","0.000262078871927575","0.000262078871927575","0.000224970154039408","9.57134490373042e-06","3.96563834684439e-07","6.33624780520903e-07","4.92755620320213e-07","4.73452304152378e-05","2.13510261561447e-06","2.37243471356164e-07","0.00625163550669074","2.03651090026786e-05","0.000892967547966977","5.8099911332242e-07","0.00662224150845693","5.38371209126848e-07","3.14761812536962e-07","4.46465873608044e-06","3.88846862988577e-07","3.88846862988577e-07","3.94867425640785e-06","3.94867425640785e-06","5.91948978372508e-09","3.57820175059335e-07","3.57820175059335e-07","3.57820175059335e-07","4.70049071371532e-08","3.88846862988577e-07","0.00607729393750103","1.87424908173375e-09","2.77508316522989e-08","4.5037679003767e-06","4.5037679003767e-06","4.5037679003767e-06","3.57820175059335e-07","3.11124204797144e-06","1.51507383253843e-07","2.60886398944907e-10","9.445115148624e-07","9.68788712509363e-09","8.63022989079149e-08","1.20481044267711e-08","1.83217336654999e-08","6.88544370624142e-07","1.08074450999117e-06","2.31738831320544e-06","1.03135516943997e-12","3.11938226036461e-05","6.5241758862177e-08","3.87247687103032e-09","5.89809543861297e-08","7.60485244321669e-07","2.55957746302618e-07","2.19192188517564e-08","2.19192188517564e-08","2.19192188517564e-08","2.19192188517564e-08","2.19192188517564e-08","5.60171805527874e-07","4.52162072159368e-05","1.32289366984436e-06","3.39275559654318e-05","2.00351293440647e-07","4.00956073493606e-06","2.9257259032365e-06","4.76071833021877e-06","0.000348508523801833","2.14850886210547e-08","5.87535701233138e-10","6.53060118762097e-06","6.96788270838494e-11","6.57729186609884e-11","3.48760473338825e-16"
"350","0.000268833228364293","0.000268833228364293","0.000230768356897364","9.85698039696682e-06","4.09089910214017e-07","6.53569523402881e-07","5.08973101071717e-07","4.86192464052287e-05","2.20351381046401e-06","2.45181256766133e-07","0.00639411608773552","2.09197221501648e-05","0.000914415756539843","5.98925733629688e-07","0.00677341825864621","5.56161604781735e-07","3.24960703559141e-07","4.60519319970309e-06","4.01305995518086e-07","4.01305995518086e-07","4.09367820155856e-06","4.09367820155856e-06","6.16323455986883e-09","3.69202541396656e-07","3.69202541396656e-07","3.69202541396656e-07","4.85581780141823e-08","4.01305995518086e-07","0.00623124083832978","1.94653698622583e-09","2.86914492142619e-08","4.64652566027094e-06","4.64652566027094e-06","4.64652566027094e-06","3.69202541396656e-07","3.20046153711934e-06","1.56513923953328e-07","2.73319045289719e-10","9.79396015507623e-07","1.00416461239901e-08","8.94362419409979e-08","1.24764024902988e-08","1.89730529702186e-08","7.1178054852907e-07","1.13164586769152e-06","2.394279682247e-06","1.08379588606468e-12","3.20796731620894e-05","6.74730407148259e-08","4.01634176527877e-09","6.09981154241058e-08","7.84590747000097e-07","2.65411272702972e-07","2.28696072555084e-08","2.28696072555084e-08","2.28696072555084e-08","2.28696072555084e-08","2.28696072555084e-08","5.8123422884614e-07","4.64796034719124e-05","1.37294272007954e-06","3.48910371098539e-05","2.06999000624581e-07","4.14861420434038e-06","3.03932386962912e-06","4.90808458383454e-06","0.000358875826018016","2.23192985981168e-08","6.10664384388912e-10","6.76157399401698e-06","7.32729413351656e-11","6.8380552901358e-11","3.70296783616568e-16"
"351","0.000275761611599238","0.000275761611599238","0.000236715962668538","1.01511399594539e-05","4.22011640839282e-07","6.74142070803696e-07","5.25724328233836e-07","4.99275432654667e-05","2.27411697534038e-06","2.53384627656239e-07","0.00653982256345459","2.1489439028897e-05","0.000936378647319062","6.17405476153257e-07","0.00692802209895059","5.74539881048274e-07","3.35490058249536e-07","4.75015125823358e-06","4.14164333837514e-07","4.14164333837514e-07","4.24400698575866e-06","4.24400698575866e-06","6.41701592999057e-09","3.80946984059216e-07","3.80946984059216e-07","3.80946984059216e-07","5.01627765172689e-08","4.14164333837514e-07","0.00638906237549245","2.02161296257891e-09","2.96639491134e-08","4.79380844915505e-06","4.79380844915505e-06","4.79380844915505e-06","3.80946984059216e-07","3.29223951927883e-06","1.616859050768e-07","2.86344174399888e-10","1.01556893575413e-06","1.04083228444065e-08","9.26839895673374e-08","1.29199261214638e-08","1.96475260242554e-08","7.35800872800434e-07","1.18494459602077e-06","2.47372231469746e-06","1.13890302531624e-12","3.29906795128266e-05","6.97806328700386e-08","4.16555132868865e-09","6.30842637892418e-08","8.09460333917322e-07","2.75213954923369e-07","2.38612032452854e-08","2.38612032452854e-08","2.38612032452854e-08","2.38612032452854e-08","2.38612032452854e-08","6.03088597428543e-07","4.77782988812703e-05","1.42488527386482e-06","3.58818783920492e-05","2.13867280386776e-07","4.29249009336426e-06","3.1573325216606e-06","5.06001248157848e-06","0.0003695514168823","2.31858987729561e-08","6.34703541551727e-10","7.00071573651584e-06","7.70524441441131e-11","7.10915694527076e-11","3.93162982731598e-16"
"352","0.000282868502946805","0.000282868502946805","0.000242816819186461","1.0454077965249e-05","4.35341523915863e-07","6.95362184220223e-07","5.43026868340531e-07","5.12710433227755e-05","2.34698234305279e-06","2.61862470083142e-07","0.00668882698631912","2.20746709395447e-05","0.000958868547411664","6.3645540734499e-07","0.00708612960849941","5.93525464319027e-07","3.46360584258746e-07","4.8996721515606e-06","4.27434668976108e-07","4.27434668976108e-07","4.3998561462108e-06","4.3998561462108e-06","6.68124716742872e-09","3.93065020789457e-07","3.93065020789457e-07","3.93065020789457e-07","5.18203987607011e-08","4.27434668976108e-07","0.00655085478279378","2.09958454392352e-09","3.06694120050227e-08","4.94575969662574e-06","4.94575969662574e-06","4.94575969662574e-06","3.93065020789457e-07","3.38664936230747e-06","1.67028793577699e-07","2.99990021280039e-10","1.05307786182516e-06","1.07883889846635e-08","9.60496744348036e-08","1.33792165739479e-08","2.03459759201891e-08","7.60631805819715e-07","1.24075360693748e-06","2.55580086130925e-06","1.19681216523558e-12","3.39275559654319e-05","7.21671451556338e-08","4.32030411899949e-09","6.52417588621767e-08","8.35118224595812e-07","2.85378688650894e-07","2.48957935275081e-08","2.48957935275081e-08","2.48957935275081e-08","2.48957935275081e-08","2.48957935275081e-08","6.25764688310768e-07","4.91132796029267e-05","1.47879296782997e-06","3.69008567059448e-05","2.20963451377073e-07","4.44135564363048e-06","3.27992311259532e-06","5.21664322527118e-06","0.000380544456976904","2.40861467724186e-08","6.59689014058111e-10","7.24831532603833e-06","8.10268980662736e-11","7.39100670118774e-11","4.17441192658225e-16"
