"Right_limit","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40"
"422","0.00167783454070217","0.00167783454070217","0.0014405525873667","8.18895057025751e-05","3.83906431923731e-06","6.08672999089809e-06","5.23898154680566e-06","0.000328873970806983","2.1344960007134e-05","2.62169553522693e-06","0.0318881962065873","0.000144777116614845","0.00503728902735325","5.34062096885471e-06","0.0338358295262643","5.77803307074258e-06","3.22807889382037e-06","4.28870162734517e-05","3.88742493400453e-06","3.88742493400453e-06","5.49273166826558e-05","5.49273166826558e-05","1.12607410532892e-07","3.51927693740119e-06","3.51927693740119e-06","3.51927693740119e-06","5.04479441232041e-07","3.88742493400453e-06","0.0369824961655927","2.96898564609012e-08","3.16270814352041e-07","4.39424348764891e-05","4.39424348764891e-05","4.39424348764891e-05","3.51927693740119e-06","2.45064644038402e-05","1.62604900136322e-06","7.80546511782905e-09","1.33361822880378e-05","1.32820623129029e-07","1.16648177621493e-06","1.54303716721531e-07","2.34651966135809e-07","7.76542075498795e-06","3.11027932110178e-05","2.51098600885471e-05","3.85277267377684e-11","0.000240870271104911","7.59736178099473e-07","5.55190878856302e-08","6.86829549568674e-07","7.4201578557718e-06","3.61406922571036e-06","4.8582532710772e-07","4.8582532710772e-07","4.8582532710772e-07","4.8582532710772e-07","4.8582532710772e-07","8.28903297247217e-06","0.000337980574288952","1.98986914786215e-05","0.000261974607561127","2.17093426744607e-06","4.82990384776504e-05","4.71934937315338e-05","4.40704361643885e-05","0.00295635237114248","3.46580980841206e-07","9.84288377742106e-09","8.25726702579421e-05","2.73920657737277e-09","1.12379779606083e-09","2.76810780188007e-14"
"423","0.00172101326362349","0.00172101326362349","0.0014776339467638","8.43331337958238e-05","3.96032660955822e-06","6.27832221638684e-06","5.41140508164358e-06","0.000337721104022888","2.20288640301567e-05","2.70941303981471e-06","0.0325957929069822","0.00014871939997763","0.00515776591510614","5.50540403370866e-06","0.0345866252586877","5.9689662712769e-06","3.33267457384027e-06","4.42369212312529e-05","4.01198236825941e-06","4.01198236825941e-06","5.69442611452245e-05","5.69442611452245e-05","1.17244206274822e-07","3.63122581973615e-06","3.63122581973615e-06","3.63122581973615e-06","5.21149889096549e-07","4.01198236825941e-06","0.0378894737535162","3.08349643695271e-08","3.26990846000181e-07","4.5335239403611e-05","4.5335239403611e-05","4.5335239403611e-05","3.63122581973615e-06","2.52092082212445e-05","1.67978148574188e-06","8.1774376966686e-09","1.38287332781094e-05","1.37670647088577e-07","1.20884082562443e-06","1.59789058729732e-07","2.42993606942673e-07","8.02747703753408e-06","3.25676395455229e-05","2.5942990229621e-05","4.04867236573913e-11","0.000247709094786881","7.85719296258729e-07","5.75816559901292e-08","7.1031924928515e-07","7.65535690460335e-06","3.74755055363162e-06","5.0689006197677e-07","5.0689006197677e-07","5.0689006197677e-07","5.0689006197677e-07","5.0689006197677e-07","8.60069757170152e-06","0.000347421323730897","2.06515043708283e-05","0.000269412467155378","2.2429662753017e-06","4.99739952975672e-05","4.90258042602677e-05","4.54345647311259e-05","0.00304406061228203","3.60037812206229e-07","1.0230354594189e-08","8.54928516098369e-05","2.88049801096062e-09","1.168351902351e-09","2.93904124491852e-14"
"424","0.00176530121710673","0.00176530121710673","0.00151566837107152","8.6849674767925e-05","4.08541912562079e-06","6.47594515840234e-06","5.58950332804982e-06","0.000346806153945572","2.27346802084962e-05","2.80006541573401e-06","0.0333185507418035","0.000152769015381952","0.00528110895540932","5.67527139578514e-06","0.0353534710711088","6.16620875765754e-06","3.440659334176e-06","4.56293136456819e-05","4.14053074522129e-06","4.14053074522129e-06","5.90352639277382e-05","5.90352639277382e-05","1.22071929701051e-07","3.74673580440054e-06","3.74673580440054e-06","3.74673580440054e-06","5.38371209126846e-07","4.14053074522129e-06","0.0388177979327327","3.20242379372943e-08","3.38074234096247e-07","4.67721883601134e-05","4.67721883601134e-05","4.67721883601134e-05","3.74673580440054e-06","2.59321032957991e-05","1.73528954691127e-06","8.56713677817448e-09","1.43394756061279e-05","1.42697772529035e-07","1.25273807893534e-06","1.65469399099653e-07","2.51631784595094e-07","8.29837674627767e-06","3.41014733048164e-05","2.68037623895831e-05","4.25453285543303e-11","0.000254742037868094","8.12591041154661e-07","5.97208497578667e-08","7.34612300557747e-07","7.8980110718753e-06","3.88596183572735e-06","5.2886813502659e-07","5.2886813502659e-07","5.2886813502659e-07","5.2886813502659e-07","5.2886813502659e-07","8.92408054096141e-06","0.000357125685688569","2.14327972816579e-05","0.000277061440430902","2.31738831320544e-06","5.17070347494976e-05","5.09292515201961e-05","4.68409156977514e-05","0.00313436277704186","3.74017136877774e-07","1.06330784237575e-08","8.85162959931908e-05","3.02907741958101e-09","1.21467240148503e-09","3.12053000011972e-14"
"425","0.00181072679407107","0.00181072679407107","0.00155468028041863","8.94413038068587e-05","4.21446284903792e-06","6.67978864230549e-06","5.77346304698769e-06","0.000356135514118412","2.34631105710214e-05","2.89375085798856e-06","0.0340567703546415","0.000156928884129184","0.00540738559410459","5.85037992666759e-06","0.0361366827741923","6.36996901425885e-06","3.5521429861034e-06","4.70655306602223e-05","4.27319793754407e-06","4.27319793754407e-06","6.12030439821963e-05","6.12030439821963e-05","1.2709844257077e-07","3.86592016946375e-06","3.86592016946375e-06","3.86592016946375e-06","5.56161604781734e-07","4.27319793754407e-06","0.0397679267083554","3.32593805890986e-08","3.4953329463163e-07","4.82546807545438e-05","4.82546807545438e-05","4.82546807545438e-05","3.86592016946375e-06","2.66757274366436e-05","1.79263185816472e-06","8.97540712593719e-09","1.48690811113888e-05","1.47908466413388e-07","1.29822939352027e-06","1.71351669823542e-07","2.60577040670894e-07","8.57841830896959e-06","3.57075432477583e-05","2.76930936395217e-05","4.470860613749e-11","0.000261974607561127","8.40381803911498e-07","6.19395158786271e-08","7.59736178099471e-07","8.14835665913467e-06","4.02948515181472e-06","5.51799147312506e-07","5.51799147312506e-07","5.51799147312506e-07","5.51799147312506e-07","5.51799147312506e-07","9.25962247472246e-06","0.000367101015635117","2.22436476050292e-05","0.000284927516196522","2.394279682247e-06","5.35001707582921e-05","5.29065970022976e-05","4.8290795804318e-05","0.00322733508684713","3.88539241878823e-07","1.1051655709784e-08","9.16466543223736e-05","3.18532072538572e-09","1.26282932390301e-09","3.31322586863432e-14"
"426","0.00185731910886946","0.00185731910886946","0.00159469471670602","9.21102609690961e-05","4.34758258268651e-06","6.89004846832014e-06","5.96347714578605e-06","0.000365715749653222","2.4214879636322e-05","2.9905708469551e-06","0.0348107572672445","0.000161202006981008","0.00553666482835248","6.03089133796282e-06","0.0369365811705875","6.58046241444822e-06","3.66723889889742e-06","4.85469514923254e-05","4.4101159149427e-06","4.4101159149427e-06","6.34504200588214e-05","6.34504200588214e-05","1.32331930363781e-07","3.98889579629586e-06","3.98889579629586e-06","3.98889579629586e-06","5.74539881048272e-07","4.4101159149427e-06","0.0407403257136693","3.45421614492061e-08","3.61380761048494e-07","4.97841599237364e-05","4.97841599237364e-05","4.97841599237364e-05","3.98889579629586e-06","2.74406750190188e-05","1.85186903161942e-06","9.40313376109333e-09","1.54182464439616e-05","1.53309431849376e-07","1.34537265511094e-06","1.77443049318705e-07","2.69840291489679e-07","8.8679102236733e-06","3.73892511020354e-05","2.86119314725493e-05","4.6981878638085e-11","0.000269412467155379","8.69123015029497e-07","6.42406067984173e-08","7.85719296258728e-07","8.40663745762853e-06","4.17830930642351e-06","5.75724416931956e-07","5.75724416931956e-07","5.75724416931956e-07","5.75724416931956e-07","5.75724416931956e-07","9.60778053258293e-06","0.000377354873978206","2.30851734888488e-05","0.000293016852955691","2.47372231469746e-06","5.53554870635564e-05","5.49607093744932e-05","4.97855522253287e-05","0.00332305597321808","4.03625201922186e-07","1.14867105327365e-08","9.488770654423e-05","3.34962324102416e-09","1.312895476473e-09","3.51782090099004e-14"
"427","0.00190510801534101","0.00190510801534101","0.00163573735923243","9.48588531127027e-05","4.48490707139991e-06","7.10692659958504e-06","6.15974488040875e-06","0.000375553601820838","2.49907351330366e-05","3.09063025830163e-06","0.0355808219088988","0.000165591466318005","0.00566901724057741","6.21697233062523e-06","0.03775349207757","6.7979114482088e-06","3.78606411511173e-06","5.00749987567846e-05","4.55142087545917e-06","4.55142087545917e-06","6.57803143672904e-05","6.57803143672904e-05","1.37780915610197e-07","4.11578328418267e-06","4.11578328418267e-06","4.11578328418267e-06","5.93525464319025e-07","4.55142087545917e-06","0.0417354682247642","3.58744178752106e-08","3.73629798389248e-07","5.13621149368242e-05","5.13621149368242e-05","5.13621149368242e-05","4.11578328418267e-06","2.82275574591226e-05","1.91306368228277e-06","9.85124388081486e-09","1.5987693980832e-05","1.58907616712437e-07","1.39422785145355e-06","1.83750971187655e-07","2.79432841434487e-07","9.16717139855922e-06","3.91501587646382e-05","2.95612548127661e-05","4.93707389037249e-11","0.000277061440430903","8.9884717993134e-07","6.66271846483721e-08","8.1259104115466e-07","8.67310498567814e-06","4.33263007715032e-06","6.00687053472516e-07","6.00687053472516e-07","6.00687053472516e-07","6.00687053472516e-07","6.00687053472516e-07","9.96902906202435e-06","0.000387895031752671","2.39585353763094e-05","0.00030133578370366","2.55580086130925e-06","5.72751396387959e-05","5.70945686395221e-05","5.13265738204084e-05","0.00342160614006674","4.19296909994251e-07","1.19388915403699e-08","9.82433661950027e-05","3.52240066982752e-09","1.36494655256534e-09","3.73504988253131e-14"
"428","0.00195412412530055","0.00195412412530055","0.00167783454070216","9.76894558879603e-05","4.62656912647195e-06","7.33063135612412e-06","6.36247206437983e-06","0.000385655992763814","2.57914487432434e-05","3.19403747658299e-06","0.0363672796433706","0.000170100428356727","0.00580451503307049","6.40879474888739e-06","0.0385877463467758","7.02254595728229e-06","3.90873946959308e-06","5.16511398307022e-05","4.6972533809338e-06","4.6972533809338e-06","6.81957563721457e-05","6.81957563721457e-05","1.43454271769021e-07","4.24670706858619e-06","4.24670706858619e-06","4.24670706858619e-06","6.13138422926135e-07","4.6972533809338e-06","0.0427538351683147","3.72580580897226e-08","3.86294017925591e-07","5.29900820436851e-05","5.29900820436851e-05","5.29900820436851e-05","4.24670706858619e-06","2.90370037025723e-05","1.97628049423567e-06","1.03207088682248e-08","1.65781727758634e-05","1.64710222583528e-07","1.44485714863875e-06","1.90283133289663e-07","2.89366396746985e-07","9.47653150316315e-06","4.09939958410713e-05","3.05420750576706e-05","5.188106415829e-11","0.000284927516196523","9.29587915724206e-07","6.91024253196196e-08","8.40381803911497e-07","8.9480187335753e-06","4.49265047218419e-06","6.26732035687832e-07","6.26732035687832e-07","6.26732035687832e-07","6.26732035687832e-07","6.26732035687832e-07","1.03438602445758e-05","0.000398729476470342","2.48649376054592e-05","0.000309890820859614","2.64060278151248e-06","5.92613591943113e-05","5.93112704539764e-05","5.29152924236288e-05","0.00352306862764123","4.35577109126209e-07","1.2408872914831e-08","0.000101717685117942","3.70409015758357e-09","1.41906124649099e-09","3.9656929723372e-14"
"429","0.00200439882747516","0.00200439882747516","0.00172101326362349","0.00010060451578722","4.77270575409321e-06","7.56137761492078e-06","6.57187128458364e-06","0.000396030030334415","2.66178168696509e-05","3.30090451263684e-06","0.0371704507932543","0.000174732145426832","0.00594323206325852","6.60653573893926e-06","0.0394396798808546","7.25460337808044e-06","4.03538971235149e-06","5.32768882613524e-05","4.84775849681663e-06","4.84775849681663e-06","7.06998867272957e-05","7.06998867272957e-05","1.49361237678186e-07","4.38179554316657e-06","4.38179554316657e-06","4.38179554316657e-06","6.3339948835393e-07","4.84775849681663e-06","0.0437959151220984","3.86950639135609e-08","3.99387492283421e-07","5.46696461692268e-05","5.46696461692268e-05","5.46696461692268e-05","4.38179554316657e-06","2.98696607268602e-05","2.04158628900266e-06","1.08125463980961e-08","1.71904595448271e-05","1.70724714013306e-07","1.49732497020335e-06","1.97047507134787e-07","2.99653079813083e-07","9.79633133149496e-06","4.29246675392145e-05","3.15554371551255e-05","5.45190304614456e-11","0.000293016852955692","9.61379989219061e-07","7.16696226895307e-08","8.69123015029495e-07","9.23164641623933e-06","4.6585809973423e-06","6.5390629254142e-07","6.5390629254142e-07","6.5390629254142e-07","6.5390629254142e-07","6.5390629254142e-07","1.07327847662664e-05","0.000409866418131303","2.58056300692412e-05","0.000318688661337542","2.72821843660381e-06","6.13164537667387e-05","6.16140306147326e-05","5.45531841726798e-05","0.00362752887815473","4.52489425398857e-07","1.2897355377835e-08","0.000105314858347248","3.89515139856327e-09","1.47532137247686e-09","4.21057850509523e-14"
"430","0.00205596430689766","0.00205596430689766","0.00176530121710673","0.000103606552255739","4.92345828784347e-06","7.7993870162886e-06","6.78816212416571e-06","0.00040668301306121","2.74706614273504e-05","3.41134712490701e-06","0.0379906606615662","0.000179489958309905","0.00608524387964723","6.81037791250239e-06","0.0403096336468634","7.49432899262168e-06","4.16614363541121e-06","5.49538052182894e-05","5.00308593645773e-06","5.00308593645773e-06","7.32959613546862e-05","7.32959613546862e-05","1.55511432599603e-07","4.52118118568503e-06","4.52118118568503e-06","4.52118118568503e-06","6.54330077152485e-07","5.00308593645773e-06","0.0448622043078316","4.01874936043591e-08","4.12924771080389e-07","5.64024424549563e-05","5.64024424549563e-05","5.64024424549563e-05","4.52118118568503e-06","3.07261940582067e-05","2.10905009618124e-06","1.13278226428985e-08","1.78253596867943e-05","1.76958828124605e-07","1.55169807910428e-06","2.04052347611866e-07","3.10305443956378e-07","1.01269231773974e-05","4.49462629344938e-05","3.26024207160234e-05","5.72911279033719e-11","0.00030133578370366","9.94259356250192e-07","7.43321930049743e-08","8.98847179931339e-07","9.52426423388024e-06","4.83063993296711e-06","6.8225878776434e-07","6.8225878776434e-07","6.8225878776434e-07","6.8225878776434e-07","6.8225878776434e-07","1.11363325132782e-05","0.000421314295400992","2.67819099382882e-05","0.000327736191759693","2.81874118602705e-06","6.34428113982307e-05","6.40061897192534e-05","5.62417708791156e-05","0.00373507480313623","4.70058402228877e-07","1.34050672354102e-08","0.000109039229164202","4.09606779859748e-09","1.53381198835802e-09","4.47058596599356e-14"
"431","0.00210885356476722","0.00210885356476722","0.00181072679407107","0.000106698159865309","5.07897252536851e-06","8.04488817673664e-06","7.01157139276834e-06","0.000417622435247627","2.83508306609169e-05","3.52548494482584e-06","0.0388282395504163","0.000184377298641614","0.00623062775844731","7.02050951545021e-06","0.0411979536862149","7.74197618775806e-06","4.30113420377144e-06","5.66835009910857e-05","5.16339021002024e-06","5.16339021002024e-06","7.59873556724199e-05","7.59873556724199e-05","1.61914871883715e-07","4.66500068791128e-06","4.66500068791128e-06","4.66500068791128e-06","6.759523135753e-07","5.16339021002024e-06","0.0459532065758858","4.17374848046564e-08","4.26920897093485e-07","5.81901578493301e-05","5.81901578493301e-05","5.81901578493301e-05","4.66500068791128e-06","3.16072883032192e-05","2.17874322640499e-06","1.18676545839756e-08","1.8483708343232e-05","1.83420584565538e-07","1.60804566266922e-06","2.11306203062311e-07","3.21336488757485e-07","1.04686712225685e-05","4.7063063623807e-05","3.36841411638336e-05","6.02041765720908e-11","0.000309890820859615","1.02826320233943e-06","7.70936794284162e-08","9.29587915724206e-07","9.82615714092188e-06","5.00905362104876e-06","7.11840608079117e-07","7.11840608079117e-07","7.11840608079117e-07","7.11840608079117e-07","7.11840608079117e-07","1.15550532937474e-05","0.00043308178195766","2.77951234488434e-05","0.000337040493816598","2.91226748684813e-06","6.56429029083711e-05","6.6491218006488e-05","5.79826214409445e-05","0.00384579685254095","4.88309535986335e-07","1.39327654637707e-08","0.000112895294331519","4.30734769814641e-09","1.59462152417385e-09","4.74664914931599e-14"
"432","0.00216310043878753","0.00216310043878753","0.00185731910886945","0.000109882010552544","5.23939886937344e-06","8.2981169085332e-06","7.24233336434195e-06","0.000428855992205952","2.92591999876665e-05","3.64344160639106e-06","0.0396835227765858","0.000189397691378925","0.00637946274089077","7.23712460162981e-06","0.0421049911209904","7.99780672296625e-06","4.4404986906097e-06","5.84676365341341e-05","5.32883077816385e-06","5.32883077816385e-06","7.87775689777805e-05","7.87775689777805e-05","1.68581983279049e-07","4.81339508966271e-06","4.81339508966271e-06","4.81339508966271e-06","6.98289052965015e-07","5.32883077816385e-06","0.0470694333814367","4.33472576036894e-08","4.41391422974617e-07","6.00345327484241e-05","6.00345327484241e-05","6.00345327484241e-05","4.81339508966271e-06","3.25136476957838e-05","2.2507393467175e-06","1.24332124328613e-08","1.91663714961935e-05","1.90118295826054e-07","1.66643942063195e-06","2.18817925712021e-07","3.32759675917941e-07","1.08219519376734e-05","4.92795527864607e-05","3.48017509222529e-05","6.32653433326735e-11","0.000318688661337543","1.06342998475106e-06","7.9957756752904e-08","9.61379989219061e-07","1.01376191234469e-05","5.1940567629505e-06","7.42705055248831e-07","7.42705055248831e-07","7.42705055248831e-07","7.42705055248831e-07","7.42705055248831e-07","1.19895175866949e-05","0.000445177793014814","2.88466677582663e-05","0.000346608849777722","3.0088969965304e-06","6.79192847620317e-05","6.90727203853507e-05","5.97773532988664e-05","0.00395978808565809","5.07269312995097e-07","1.44812368379344e-08","0.000116887709512201","4.52952565845658e-09","1.65784191586256e-09","5.03975951208334e-14"
"433","0.00221873962399297","0.00221873962399297","0.001905108015341","0.000113160855923738","5.40489247306877e-06","8.55931644617935e-06","7.48069002278159e-06","0.000440391585630287","3.01966728679104e-05","3.76534488007775e-06","0.0405568506838322","0.000194554757334106","0.0065318296712459","7.46042321204596e-06","0.0430311021564191","8.26209100698556e-06","4.58437881686566e-06","6.03079250599886e-05","5.49957221065186e-06","5.49957221065186e-06","8.16702289908306e-05","8.16702289908306e-05","1.7552362391335e-07","4.96650991710682e-06","4.96650991710682e-06","4.96650991710682e-06","7.21363905911906e-07","5.49957221065186e-06","0.048211403751583","4.50191177172785e-08","4.56352428532765e-07","6.19373626885145e-05","6.19373626885145e-05","6.19373626885145e-05","4.96650991710682e-06","3.34459966596232e-05","2.32511455843698e-06","1.30257221679858e-08","1.98742471070456e-05","1.97060577931197e-07","1.7269536563644e-06","2.26596682474134e-07","3.44588945688069e-07","1.11871544969894e-05","5.16004246712356e-05","3.59564406422207e-05","6.6482159459613e-11","0.000327736191759694","1.09979947598494e-06","8.29282362922193e-08","9.94259356250192e-07","1.04589534854331e-05","5.38589272812854e-06","7.74907742117281e-07","7.74907742117281e-07","7.74907742117281e-07","7.74907742117281e-07","7.74907742117281e-07","1.24403173191074e-05","0.000457611492023405","2.99379928706779e-05","0.000356448748156945","3.10873267911968e-06","7.02746020364798e-05","7.1754441658037e-05","6.16276339375062e-05","0.00407714424385465","5.26965247969864e-07","1.50512991047698e-08","0.000121021294879357","4.76316381405901e-09","1.72356874425602e-09","5.35096973478535e-14"
"434","0.00227580669407348","0.00227580669407348","0.00195412412530055","0.000116537529628265","5.57561339020986e-06","8.82873768000924e-06","7.72689131564585e-06","0.000452237329112139","3.11641817030659e-05","3.8913268112301e-06","0.0414485686517382","0.000199852215777339","0.00668781123553792","7.6906115595724e-06","0.0439766480793225","8.53510838359505e-06","4.73292089534701e-06","6.22061336827663e-05","5.67578435003912e-06","5.67578435003912e-06","8.46690965644428e-05","8.46690965644428e-05","1.82751097973931e-07","5.12449532546243e-06","5.12449532546243e-06","5.12449532546243e-06","7.45201263210652e-07","5.67578435003912e-06","0.0493796442429586","4.67554597903557e-08","4.71820538601903e-07","6.39005000922056e-05","6.39005000922056e-05","6.39005000922056e-05","5.12449532546243e-06","3.44050803869709e-05","2.4019474775936e-06","1.36464681922691e-08","2.06082662972282e-05","2.04256361524841e-07","1.78966537142147e-06","2.34651966135809e-07","3.56838733878814e-07","1.15646812070379e-05","5.40305945295866e-05","3.71494404696023e-05","6.98625391657368e-11","0.000337040493816599","1.13741280875713e-06","8.60090709527002e-08","1.02826320233943e-06","1.079047314406e-05","5.5848138742523e-06","8.08506692813191e-07","8.08506692813191e-07","8.08506692813191e-07","8.08506692813191e-07","8.08506692813191e-07","1.29080666722247e-05","0.000470392297558635","3.10706036353907e-05","0.000366567889537166","3.21188091495226e-06","7.27115914911694e-05","7.45402719457041e-05","6.35351824330294e-05","0.00419796382519344","5.47425923945573e-07","1.56438022022209e-08","0.000125301040923704","5.00885329503101e-09","1.79190137958534e-09","5.68139750199158e-14"
"435","0.00233433812320921","0.00233433812320921","0.00200439882747516","0.000120014949802561","5.75172672987485e-06","9.10663939714156e-06","7.98119541622425e-06","0.000464401553802343","3.21626887625176e-05","4.02152386308313e-06","0.0423590271009128","0.000205293887109761","0.00684749200098315","7.92790221936112e-06","0.0449419952523126","8.81714742683174e-06","4.88627597950394e-06","6.41640851131815e-05","5.85764248060408e-06","5.85764248060408e-06","8.77780705668523e-05","8.77780705668523e-05","1.90276175116037e-07","5.28750624623951e-06","5.28750624623951e-06","5.28750624623951e-06","7.69826321641796e-07","5.85764248060408e-06","0.0505746888893498","4.85587708268691e-08","4.87812941514545e-07","6.59258560698002e-05","6.59258560698002e-05","6.59258560698002e-05","5.28750624623951e-06","3.5391665433822e-05","2.48131931802476e-06","1.42967961173627e-08","2.13693945725969e-05","2.11714903358147e-07","1.85465436351894e-06","2.42993606942674e-07","3.69523989478324e-07","1.19549479496766e-05","5.65752090159259e-05","3.8382021354886e-05","7.34147990732501e-11","0.000346608849777722","1.17631252251869e-06","8.92043604934834e-08","1.06342998475106e-06","1.11325009343729e-05","5.79108187914588e-06","8.43562447299048e-07","8.43562447299048e-07","8.43562447299048e-07","8.43562447299048e-07","8.43562447299048e-07","1.33934029181325e-05","0.000483529890396404","3.22460618208764e-05","0.000376974192558445","3.31845161400268e-06","7.52330847437557e-05","7.74342523243425e-05","6.55017710485703e-05","0.00432234816096443","5.68681033757144e-07","1.6259629526527e-08","0.000129732114465677","5.26721572261976e-09","1.86294313171543e-09","6.03222951641886e-14"
"436","0.00239437130842575","0.00239437130842575","0.00205596430689766","0.000123596121586773","5.93340281613044e-06","9.39328853001324e-06","8.24386899422756e-06","0.000476892814223164","3.31931871401466e-05","4.15607706456905e-06","0.0432885814943508","0.000210883695608857","0.00701095845614345","8.1725143251252e-06","0.0459275151035316","9.10850624596149e-06","5.0446000170236e-06","6.61836594068289e-05","6.04532750269246e-06","6.04532750269246e-06","9.10011929430294e-05","9.10011929430294e-05","1.98111109629201e-07","5.45570253916197e-06","5.45570253916197e-06","5.45570253916197e-06","7.95265110605119e-07","6.04532750269246e-06","0.0517970791388145","5.04316337519746e-08","5.04347408201452e-07","6.80154022776514e-05","6.80154022776514e-05","6.80154022776514e-05","5.45570253916197e-06","3.64065403322356e-05","2.56331397721592e-06","1.49781156805755e-08","2.21586330929562e-05","2.1944579819753e-07","1.92200332806912e-06","2.51631784595094e-07","3.82660192894792e-07","1.23583846401401e-05","5.92396570769136e-05","3.9655496406286e-05","7.71476786748118e-11","0.000356448748156945","1.21654261156548e-06","9.25183569821704e-08","1.09979947598494e-06","1.14853699236005e-05","6.00496808498742e-06","8.8013817045293e-07","8.8013817045293e-07","8.8013817045293e-07","8.8013817045293e-07","8.8013817045293e-07","1.38969872877972e-05","0.00049703422078452","3.34659882671202e-05","0.000387675800074227","3.42855833299205e-06","7.78420115560065e-05","8.04405806789597e-05","6.75292268789483e-05","0.00445040149416809","5.9076142312974e-07","1.68996992493273e-08","0.000134319864879348","5.53890478201184e-09","1.9368014063358e-09","6.40472576087125e-14"
"437","0.00245594459248151","0.00245594459248151","0.00210885356476721","0.000127284139716215","6.12081735274037e-06","9.68896041273432e-06","8.5151874953849e-06","0.000489719894234487","3.42567017414766e-05","4.2951321630683e-06","0.0442375923347478","0.000216625672248124","0.00717829905180801","8.42467377147644e-06","0.0469335841117103","9.40949280052502e-06","5.2080540084004e-06","6.82667957673875e-05","6.23902611264625e-06","6.23902611264625e-06","9.43426539614019e-05","9.43426539614019e-05","2.06268660392803e-07","5.62924914892251e-06","5.62924914892251e-06","5.62924914892251e-06","8.21544519633098e-07","6.23902611264625e-06","0.0530473637797898","5.23767311116177e-08","5.21442311938706e-07","7.0171172835298e-05","7.0171172835298e-05","7.0171172835298e-05","5.62924914892251e-06","3.74505162201758e-05","2.64801812497796e-06","1.56919038008079e-08","2.29770199884494e-05","2.27458991167442e-07","1.99179796340337e-06","2.60577040670894e-07","3.96263374847793e-07","1.27754357005304e-05","6.20295813527079e-05","4.09712222876872e-05","8.10703618349819e-11","0.000366567889537166","1.2581485747932e-06","9.59554704531716e-08","1.13741280875713e-06","1.18494237354324e-05","6.22675385521868e-06","9.18299765879845e-07","9.18299765879845e-07","9.18299765879845e-07","9.18299765879845e-07","9.18299765879845e-07","1.44195058717258e-05","0.000510915515913965","3.47320651193227e-05","0.000398681085480298","3.54231839638157e-06","8.05414032333976e-05","8.35636177845132e-05","6.961943354619e-05","0.00458223105999014","6.13699135442086e-07","1.7564965686615e-08","0.000139069830535552","5.82460787622812e-09","2.01358786734364e-09","6.80022402335919e-14"
"438","0.00251909728729839","0.00251909728729839","0.00216310043878753","0.000131082191189882","6.31415159307518e-06","9.99393904550949e-06","8.79543543024039e-06","0.000502891813158122","3.53542903024177e-05","4.43883978227087e-06","0.0452064251575628","0.000222523957593014","0.00734960424260876","8.68461342250451e-06","0.0479605837863182","9.72042522579141e-06","5.37680417064367e-06","7.0415494406465e-05","6.43893098849657e-06","6.43893098849657e-06","9.78067976526999e-05","9.78067976526999e-05","2.14762111653322e-07","5.80831626692278e-06","5.80831626692278e-06","5.80831626692278e-06","8.48692326813513e-07","6.43893098849657e-06","0.0543260988556596","5.4396848914804e-08","5.39116648764114e-07","7.23952663032386e-05","7.23952663032386e-05","7.23952663032386e-05","5.80831626692278e-06","3.85244274893938e-05","2.73552129505447e-06","1.64397077801158e-08","2.38256317245347e-05","2.35764790543864e-07","2.06412707981541e-06","2.6984029148968e-07","4.10350135931176e-07","1.32065605492814e-05","6.49508901141994e-05","4.23306006629162e-05","8.51924993849416e-11","0.000376974192558446","1.30117746715406e-06","9.95202747762604e-08","1.17631252251869e-06","1.22250168845715e-05","6.4567309446342e-06","9.58115994657641e-07","9.58115994657641e-07","9.58115994657641e-07","9.58115994657641e-07","9.58115994657641e-07","1.49616705544756e-05","0.000525184287595621","3.60460381460215e-05","0.000409998659221271","3.65985302138034e-06","8.33343961423221e-05","8.68078936223526e-05","7.1774332947423e-05","0.00471794716830654","6.3752745822779e-07","1.82564207215796e-08","0.00014398774547195","6.12504786532836e-09","2.09341860566481e-09","7.22014470164927e-14"
