"","Coastal dolphins","Offshore dolphins","Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas","Billfish","Swordfish","Pelagic coastal piscivores","Amberjack","Cobia","King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)","Skates-rays","Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders","Tilefish","Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Sardine-herring-scad","Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)","Anchovy-silverside-killifish","Mullet","Butterfish","Cephalopod","Pink shrimp","Brown shrimp","White shrimp","Crab","Sessile epifauna","Mobile epifauna","Zooplankton","Infauna","Algae","Seagrass","Detritus"
"236","2.29551733177402e-09","0.995301716308251","0.99997096397043","0.00565489417137088","0.62828523478319","0.999765758403571","0.999999853661817","0.277627712266843","0.942631981334568","0.999999288575621","0.998833456298538","0.308051017560575","0.999964078366884","0.999998483091649","0.992559928071521","0.96041822288695","0.999953281043734","0.999999999999993","1.50990331349021e-13","0.143011432959849","1.50990331349021e-13","9.38505939629408e-10","0.693526509851818","0.000500856624568891","0.998181873745648","2.30083076002696e-06","0.998181873745648","0.629535789781017","0.00807325348882415","0.996314584611651","0.178154583428565","9.66341702213214e-08","0.000481073773701768","0.787880933069256","0.998500525171325","0.00575069843818687","0.99898443683656","0.0126757345453721","1.90116811182861e-11","0.190363282707967","0.999977426769965","0.582623574691001","0.438151897547728","2.63334861511089e-05","6.04434820550281e-06","2.47783091267273e-07","0.99949196741029","0.0100926617179888","0.00170170457901941","0.00566385961631644","0.0757924839147313","0.999914768694456","0.901823024252283","3.73390207641933e-12","2.54486039907853e-07","9.10922448582596e-11","4.49927428647356e-10","2.22230478463814e-09","0.00040680898693235","0.683501590014443","0.825822262253825","0.506922818499385","0.987566709336788","0.82816220989446","0.0760210204341938","0.0021734508252077","3.14225552705549e-05","0.00413662098727374","4.10782519111308e-14","0.0231427354829793","3.61932706027801e-14","0","0.997184622588821"
"237","1.98527394523751e-09","0.995535773289175","0.99997025473342","0.0053545277456436","0.635854655210949","0.999760545555329","0.999999864903461","0.284966192173358","0.940788989929699","0.999999339006723","0.998785577178296","0.315234713946439","0.999966381819342","0.999998634754347","0.992985140653199","0.958635319147072","0.999956163012691","0.999999999999994","1.30562227695918e-13","0.137475638522938","1.30562227695918e-13","8.33582536330368e-10","0.683143898139577","0.000465799056326821","0.998028444774507","2.07632124238355e-06","0.998028444774507","0.648865894767422","0.00758794669876472","0.996533158755472","0.170716047375574","8.81552162379506e-08","0.000447400290575661","0.779174603539354","0.99845111791338","0.0052487643733955","0.998937011144384","0.0120452166537094","1.68862701599437e-11","0.195786176824721","0.999978832438238","0.571001748784421","0.424878226758133","2.46616104263575e-05","5.64446562145715e-06","2.27857804846465e-07","0.999531556619751","0.00943124402483408","0.00159163907074311","0.00532261133370515","0.0718686355251074","0.999923084737331","0.897478149870823","3.22919468942473e-12","2.2965385981788e-07","7.87809817381913e-11","3.89118959276402e-10","1.9219563718309e-09","0.000377241965288988","0.674726088978269","0.815756069509331","0.514784345370884","0.987233566345279","0.822686694559365","0.0719930455065543","0.00204323149401897","2.94469976827028e-05","0.00393643953363765","3.50830475781549e-14","0.021795433452389","3.10862446895044e-14","0","0.997311252914863"
"238","1.71696079576122e-09","0.995758219818085","0.999969528173044","0.0050700342906882","0.643357432326178","0.99975521672797","0.999999875281528","0.292420125941775","0.938890629349548","0.999999385862893","0.998735735415288","0.322507852941202","0.999968537568986","0.999998771253607","0.993386213553543","0.956775721424708","0.999958867207911","0.999999999999994","1.13020703906841e-13","0.132121091883122","1.13020703906841e-13","7.40389527464913e-10","0.672575608838948","0.000433194286657779","0.997862095891871","1.87371878068721e-06","0.997862095891871","0.667719753355545","0.00713160336882901","0.996738812163669","0.163526296370774","8.0420229586764e-08","0.000416082852411903","0.770215146774437","0.998400085309205","0.00479042917529382","0.998887373190777","0.0114456984743064","1.49984469288711e-11","0.201325139596293","0.999980150575215","0.559301093037232","0.411712010213483","2.30958772710066e-05","5.27103836955867e-06","2.09534794515243e-07","0.999568062113296","0.00881278612862646","0.00148868193545193","0.00500181988028325","0.0681329528066957","0.999930589437847","0.892963812779716","2.79287704074704e-12","2.07244748140489e-07","6.81334988428262e-11","3.36528804822933e-10","1.66220059938382e-09","0.000349823133223737","0.665826232167139","0.805245320102481","0.522638562841447","0.986891615459263","0.817075242913511","0.068162748538661","0.00192079905726572","2.75956413269274e-05","0.00374590892367754","3.01980662698043e-14","0.0205249193537633","2.66453525910038e-14","0","0.997432202315886"
"239","1.48491041684906e-09","0.995969627003712","0.999968783866196","0.00480058341194733","0.65079052174457","0.999749769342387","0.999999884862355","0.299987234051778","0.936935485430321","0.999999429397547","0.998683850765948","0.329867962187668","0.999970555086293","0.999998894105487","0.993764499204957","0.954836461915562","0.999961404594462","0.999999999999995","9.76996261670138e-14","0.126944405200078","9.76996261670138e-14","6.5761529555175e-10","0.66182931933541","0.000402870849488091","0.99768174401657","1.69088574963894e-06","0.99768174401657","0.686051083791748","0.00670251942489752","0.996932303743016","0.156582170423959","7.33639324845825e-08","0.000386956745509703","0.761003680650541","0.998347374064638","0.00437194104866279","0.998835420016335","0.0108756912149712","1.33215660724773e-11","0.206980474069086","0.999981386631282","0.547534188571522","0.398670969747392","2.16295483009832e-05","4.92231624193984e-06","1.92685214894794e-07","0.999601723890603","0.00823454673884549","0.0013923754214944","0.00470027102609727","0.064577937710949","0.999937361942959","0.888275441718963","2.41540121237449e-12","1.8702226711742e-07","5.89253090765851e-11","2.91046298173114e-10","1.43755118919842e-09","0.000324396519548964","0.656806724496294","0.794286162273096","0.530481600942466","0.986540630237565","0.811326932305344","0.064522068826485","0.00180568961815042","2.58606782194137e-05","0.00356456732856636","2.59792187762287e-14","0.0193270036364599","2.28705943072782e-14","0","0.997547724361087"
"240","1.28422206202572e-09","0.996170538332168","0.999968021379442","0.00454538728533038","0.658151008476799","0.999744200762178","0.999999893707186","0.307665015927143","0.934922124081516","0.999999469846139","0.998629839723362","0.337312411201989","0.999972443234578","0.999999004674466","0.994121276271419","0.952814488270599","0.999963785461189","0.999999999999996","8.45989944764369e-14","0.121942049484263","8.45989944764369e-14","5.84095216638048e-10","0.650913391322354","0.000374669245889137","0.997486216129268","1.52589310431495e-06","0.997486216129268","0.703819691894583","0.00629908819144587","0.997114348388366","0.149880088880512","6.69267745667668e-08","0.000359868753573411","0.751542069121556","0.998292929149729","0.00398986514899402","0.998781043892415","0.0103337741480759","1.18323129072451e-11","0.212752352227754","0.999982545717464","0.535713910198021","0.385772129416119","2.02563128758326e-05","4.59666481800181e-06","1.77190580763487e-07","0.999632763302553","0.00769395326010602","0.00130229108819513","0.0044168211969744","0.0611962334520518","0.999943473680731","0.883408524908568","2.08899564313469e-12","1.68773050313042e-07","5.09614572763439e-11","2.5171087436604e-10","1.24326371420125e-09","0.00030081746274313","0.647672594734216","0.782876596941951","0.538309611756886","0.986180378766092","0.805440996928836","0.0610631009908457","0.00169746671299786","2.42347911796337e-05","0.00339197469427033","2.22044604925031e-14","0.0181977040771326","1.95399252334028e-14","0","0.99765806141505"
"241","1.11065734387239e-09","0.99636147095715","0.99996724026876","0.00430369856538537","0.665436110325342","0.999738508292373","0.999999901872561","0.315450749429438","0.932849092131716","0.999999507427433","0.998573615386019","0.344838413255917","0.999974210308914","0.999999104188604","0.994457753448446","0.950706664058701","0.999966019462411","0.999999999999996","7.30526750203353e-14","0.117110374306308","7.30526750203353e-14","5.1879434082025e-10","0.63983685574775","0.000348441111477471","0.997274241954772","1.3770000303337e-06","0.997274241954772","0.720991633897056","0.00591979516063468","0.99728561947008","0.143416093110947","6.1054430844365e-08","0.00033467635758877","0.741832955332928","0.998236693742994","0.00364105779723067","0.99872413210237","0.00981859183586942","1.05093711511017e-11","0.218640809135402","0.999981459094433","0.523853371160428","0.373031732910753","1.89702609524334e-05","4.29255780298732e-06","1.62941935832883e-07","0.999661384495825","0.00718859220788148","0.00121802794986503","0.00415039352934576","0.0579806398904257","0.99994898911276","0.878358629767553","1.80655490567005e-12","1.52304551304105e-07","4.40738556761744e-11","2.17691864534686e-10","1.07523434600409e-09","0.000278951792939242","0.638429188371065","0.771016651873211","0.546118776935037","0.985810623544592","0.79941683730914","0.0577781123134573","0.00159571971261296","2.27111229832433e-05","0.00322771174572456","1.90958360235527e-14","0.0171332379796437","1.68753899743024e-14","0","0.997763445122849"
"242","9.60549861872551e-10","0.996542916934381","0.999966440079288","0.00407480838674923","0.672643180796411","0.99973268917814","0.999999909410675","0.323341491172445","0.930714918269731","0.999999542344683","0.998515087321403","0.352443027823547","0.999975864072551","0.999999193753177","0.99477507309269","0.948509769567208","0.999968115657036","0.999999999999997","6.32827124036339e-14","0.112445626557952","6.32827124036339e-14","4.60794069567783e-10","0.628609392557635","0.000324048441388003","0.997044446075538","1.24263557554904e-06","0.997044446075538","0.737539247401661","0.00556321300223073","0.99744675118843","0.137185888098721","5.5697343182004e-08","0.000311246991050451","0.731879791266152","0.998178609173926","0.00332264262420157","0.998664566712951","0.00932885143489193","9.33453314644339e-12","0.224645737219698","0.999980854869722","0.511965865630213","0.360465169839316","1.7765857657448e-05","4.00856987647913e-06","1.49839084473413e-07","0.999687775746255","0.0067162000646448","0.00113921073471368","0.00389997412561782","0.0549241264506503","0.999953966413342","0.873121423980007","1.56252788485745e-12","1.37443011638538e-07","3.81172871044555e-11","1.88270288248304e-10","9.29914589775649e-10","0.000258675072792314","0.629082158751802","0.758708547775302","0.553905315087155","0.985431121372152","0.793254029715337","0.0546595572290774","0.00150006231403288","2.12832474573155e-05","0.00307137903360744","1.64313007644523e-14","0.0161300143653815","1.4432899320127e-14","0","0.997864096875035"
"243","8.30729929290897e-10","0.996715344402259","0.999965620345052","0.003858044455742","0.679769711528163","0.999726740603454","0.999999916369714","0.331334077689102","0.928518114085706","0.999999574786736","0.998454161424234","0.360123163599238","0.99997741179101","0.999999274362957","0.995074314685796","0.946220502972945","0.999970082545278","0.999999999999997","5.46229728115577e-14","0.107943968231636","5.46229728115577e-14","4.09278166912941e-10","0.617241305207115","0.000301362868883492","0.996795339436897","1.12138207641888e-06","0.996795339436897","0.753441061120604","0.00522799680827546","0.997598340801189","0.131184882680777","5.08103016327865e-08","0.000289457346761224","0.721686863346935","0.998118614863717","0.00303198852961117","0.998602224335468","0.00886332008098001","8.29092350329574e-12","0.230766880738916","0.999980230954479","0.500064809480558","0.348086911473688","1.66379194761479e-05","3.74337001163294e-06","1.37789888721151e-07","0.999712110689433","0.00627465457061738","0.00106548825187647","0.00366460850230965","0.0520198427693123","0.999958458082459","0.867692697894078","1.35136346557374e-12","1.24031627746213e-07","3.29656302255898e-11","1.62825308791525e-10","8.04234900897427e-10","0.000239871893022769","0.619637456472646","0.745956852450938","0.561665489022447","0.98504162323147","0.786952335446103","0.0517000892049002","0.0014101311178879","1.99451423867902e-05","0.00292259602217537","1.3988810110277e-14","0.0151846262012777","1.24344978758018e-14","0","0.99796022825326"
"244","7.18455295256604e-10","0.996879198710635","0.999964780588703","0.0036527692289644","0.686813334239027","0.999720659689743","0.999999922794162","0.339425127478084","0.926257175216825","0.999999604929054","0.998390739769167","0.367875582090152","0.999978860263985","0.999999346913253","0.995356498137453","0.943835481917904","0.999971928103099","0.999999999999998","4.72955008490317e-14","0.103601493197113","4.72955008490317e-14","3.63521657220645e-10","0.605743489976385","0.000280264993936519","0.996525310202688","1.0119602009695e-06","0.996525310202688","0.768681597193904","0.00491287956585573","0.997740950730461","0.125408228235855","4.63520625215708e-08","0.000269192731669143","0.711259313457359","0.998056648264144","0.00276668934184376","0.998536975876255","0.00842082235580577","7.36410932233866e-12","0.237003830463104","0.999979586707053","0.48816367989605","0.335910456382903","1.55815919506974e-05","3.49571523738934e-06","1.2670961979655e-07","0.999734549456365","0.00586196644097015","0.000996531860138927","0.00344339822315465","0.0492611272644813","0.999962511499062","0.862068388225032","1.16862075572044e-12","1.11928896928681e-07","2.85103052277691e-11","1.4081913413122e-10","6.9554118020676e-10","0.000222435218735217","0.610101317055168","0.732768618892836","0.569395612805626","0.984641874171981","0.780511709930929","0.0488925702336463","0.00132558428680318","1.86911641260057e-05","0.00278100021665262","1.19904086659517e-14","0.014293842705849","1.06581410364015e-14","0","0.998052041457275"
"245","6.21354745433678e-10","0.997034903499639","0.999963920321233","0.00345837817574823","0.693771822202569","0.999714443494501","0.999999928725086","0.347611043952023","0.923930582602252","0.999999632934657","0.998324720457737","0.375696901783365","0.999980215855208","0.999999412209864","0.99562258693274","0.94135124552527","0.999973659814538","0.999999999999998","4.08562073062058e-14","0.0994142429636714","4.08562073062058e-14","3.22880389092006e-10","0.594127400198997","0.000260643758351664","0.996232613918156","9.13215449704907e-07","0.996232613918156","0.783251082021467","0.00461666785090631","0.997875110554587","0.11985085565431","4.22850019443644e-08","0.000250346466443396","0.700603154810575","0.997992644794556","0.0025245450675081","0.998468686275994","0.0080002378354086","6.54076792727665e-12","0.243356018606471","0.999978921464886","0.47627595439383","0.323948286200494","1.45923287935279e-05","3.26444481402177e-06","1.16520362247741e-07","0.999755239721456","0.00547627149944629","0.000932034032275042","0.00323549770940357","0.0466415138128834","0.999966169420433","0.856244603017174","1.01074704161874e-12","1.01007123332053e-07","2.46569431539001e-11","1.21787246953886e-10","6.01537486488724e-10","0.00020626578288363","0.600480246928401","0.719153503105572","0.577092058603156","0.98423161319188","0.773932311586586","0.0462300781598561","0.00124610028047656","1.75160238050642e-05","0.00264624632869159","1.04360964314765e-14","0.0134546017673347","9.10382880192628e-15","0","0.998139729714006"
"246","5.37377697895636e-10","0.997182861730431","0.999963039041691","0.00327429812134139","0.700643091257741","0.999708089009872","0.999999934200399","0.355888019303795","0.921536803851886","0.999999658955014","0.998255997459344","0.383583602883962","0.99998148452039","0.999999470978024","0.995873491129029","0.938764256892883","0.999975284702047","0.999999999999998","3.530509218308e-14","0.095378221425772","3.530509218308e-14","2.86783041758554e-10","0.582405005580855","0.000242395864237688","0.995915362935396","8.2410597646021e-07","0.995915362935396","0.797145082728843","0.00433823773565845","0.998001318890791","0.114507510459439","3.85747968012495e-08","0.00023281932672059","0.689725282176141","0.997926537776915","0.00230354462319993","0.99839721423743","0.0076004987207644","5.80957504325852e-12","0.249822714047806","0.99997823454383","0.464415049841531","0.312211831603528","1.36658723266514e-05","3.04847479171144e-06","1.0715046594445e-07","0.999774317669516","0.00511582321688642","0.000871707009252765","0.00304011121965186","0.0441547367137746","0.999969470432888","0.850217647801511","8.74189609589848e-13","9.11510723566877e-08","2.13244977231852e-11","1.05327524480003e-10","5.20238740975287e-10","0.000191271523508396","0.590781007765752","0.705123857435984","0.584751263292885","0.98381057311913","0.767214510365941","0.0437059120501853","0.00117137666327571","1.6414765030337e-05","0.00251800547845715","8.88178419700125e-15","0.0126640025023922","7.7715611723761e-15","0","0.998223477669417"
"247","4.64750016249127e-10","0.997323456669713","0.999962136236896","0.00309998566773162","0.707425200365626","0.9997015931612","0.9999999392551","0.364252039301282","0.919074294733505","0.999999683130852","0.998184460446048","0.391532032616835","0.999982671833385","0.999999523870456","0.996110070207797","0.936070906102488","0.999976809354946","0.999999999999998","3.06421554796543e-14","0.0914894085980549","3.06421554796543e-14","2.54721133075009e-10","0.570588746859711","0.000225425232847409","0.995571515055116","7.43691595195273e-07","0.995571515055116","0.810364086686437","0.00407653090212989","0.99812004517401","0.109372785983963","3.51901355832851e-08","0.000216519023149231","0.678633475985651","0.997858258368839","0.00210184994622709","0.998322411940977","0.00722058755005406","5.1600945738528e-12","0.256403017876212","0.999977525237446","0.452594262057448","0.300711448418732","1.27982351622036e-05","2.84679293194312e-06","9.85340425918579e-08","0.999791908888001","0.00477898564199353","0.000815281538875667","0.00285648999163191","0.0417947341103395","0.999972449358546","0.843984052866638","7.56061879769732e-13","8.22567526315154e-08","1.84425807958633e-11","9.10922448582596e-11","4.49927428647356e-10","0.000177367061606315","0.581010599239937","0.690694795332054","0.59236973481241","0.983378480491529","0.760358895933941","0.0413135958085092","0.00110112898039494","1.53827429868469e-05","0.00239596443191947","7.54951656745106e-15","0.0119192979788245","6.66133814775094e-15","0","0.998303461763809"
"248","4.01938260452539e-10","0.997457052829815","0.999961211381134","0.00293492568906051","0.714116351725854","0.999694952805552","0.999999943921501","0.372698889014681","0.916541500782743","0.999999705592925","0.998109994620971","0.399538411081171","0.999983783010665","0.999999571474623","0.996333135786726","0.933267513784234","0.999978239956142","0.999999999999999","2.64233079860787e-14","0.0877437733528341","2.64233079860787e-14","2.26243912493374e-10","0.558691486124958","0.000209642501005081","0.995198861337351","6.7112386059609e-07","0.995198861337351","0.822913041038296","0.00383055095392371","0.998231731337146","0.104441154536075","3.2102453917382e-08","0.00020135971756341","0.667336399901839","0.997787735494574","0.00191778138572241","0.998244124747716","0.00685953499198777","4.58322269025757e-12","0.263095859299647","0.999976792816275","0.440826706568751","0.289456403620365","1.19856830450571e-05","2.65845396241193e-06","9.06105022124848e-08","0.999808129190211","0.00446422671082491","0.000762505693732818","0.00268392953856589","0.0395556500305083","0.999975137622453","0.83754060153952","6.53699316899292e-13","7.42303210010675e-08","1.59499080609748e-11","7.87809817381913e-11","3.89118959276402e-10","0.00016447321672064","0.571176240275439","0.67588422373695","0.599944058223293","0.982935055435901","0.753366285403814","0.0390468802256758","0.0010350896988075","1.44156048538235e-05","0.0022798248719752","6.43929354282591e-15","0.0112178881213816","5.77315972805081e-15","0","0.998379850591219"
"249","3.4761549194684e-10","0.99758399686611","0.999960263935853","0.00277862989863265","0.720714890467814","0.999688164730204","0.999999948229431","0.381224159473757","0.913936859040253","0.999999726462718","0.998032480540052","0.407598837642858","0.999984822934231","0.999999614319255","0.9965434541975","0.930350335276778","0.999979582307184","0.999999999999999","2.28705943072782e-14","0.0841372851794232","2.28705943072782e-14","2.00950145412548e-10","0.546726453184424","0.000194964552534649","0.994795013032912","6.05637116013469e-07","0.994795013032912","0.834800868115797","0.00359935991853932","0.998336793397785","0.0997069965172749","2.92856940919961e-08","0.000187261572792252","0.655843591499772","0.997714895773862","0.0017498042805687","0.998162190889264","0.00651641771925826","4.0707437420906e-12","0.269899991953663","0.999976036527091","0.42912526108465","0.278454870847843","1.12247187854519e-05","2.48257514712247e-06","8.3324127264639e-08","0.999823085374767","0.004170111920897","0.000713143763618085","0.00252176709284524","0.0374318351995782","0.999977563583912","0.830884359350812","5.6532556413913e-13","6.69870907632486e-08","1.37942990363626e-11","6.81334988428262e-11","3.36528804822933e-10","0.000152516557543669","0.561285348893811","0.660712839769094","0.607470901470168","0.982480011546538","0.746237730565182","0.0368997436421898","0.000973007209426946","1.35092714506069e-05","0.0021693027020524","5.55111512312578e-15","0.0105573128157505","4.88498130835069e-15","0","0.998452805243547"
"250","3.00634628302987e-10","0.997704618433481","0.999959293349351","0.00263063548458686","0.727219303933438","0.999681225651094","0.999999952206427","0.389823255245549","0.911258799920264","0.999999745853102","0.997951793926931","0.415709297846272","0.999985796173061","0.999999652880215","0.996741748934644","0.927315565423995","0.999980841851784","0.999999999999999","1.97619698383278e-14","0.080665924989919","1.97619698383278e-14","1.78484338420049e-10","0.534707188427446","0.000181314082268291","0.994357387586927","5.46540416146435e-07","0.994357387586927","0.846039971071219","0.0033820749324035","0.998435622956216","0.0951646274790037","2.67160848999026e-08","0.000174150333781986","0.644165445785653","0.997639663448616","0.00159651663569593","0.998076441143956","0.00619035636095777","3.61555230199428e-12","0.276813990647369","0.999975255592127","0.417502510213497","0.267713934951151","1.05120672100334e-05","2.31833214969779e-06","7.66236808447118e-08","0.999836875926256","0.0038952983554047","0.000666975217857968","0.00236937919000746","0.0354178467672586","0.999979752835514","0.824012703936318","4.88942220044919e-13","6.04506388279802e-08","1.19300125334121e-11","5.89253090765851e-11","2.91046298173114e-10","0.000141428985013792","0.551345520762348","0.645204088942321","0.614947020815819","0.98201305576296","0.73897452453503","0.0348663913902125","0.000914644887083815","1.26599200365174e-05","0.00206412738089612","4.88498130835069e-15","0.00993524522241285","4.21884749357559e-15","0","0.998522479640006"
"251","2.6000335218157e-10","0.9978192310035","0.999958299056453","0.00249050381135851","0.733628220569911","0.999674132211243","0.999999955877912","0.398491402915952","0.908505749214523","0.999999763868951","0.997867805480706","0.423865670823185","0.999986707003173","0.999999687585791","0.996928702980742","0.924159344049629","0.999982023697886","0.999999999999999","1.70974345792274e-14","0.077325695000528","1.70974345792274e-14","1.58530077953856e-10","0.522647482689998","0.000168619190389019","0.993883193666068","4.93210235874564e-07","0.993883193666068","0.856645742221549","0.00317786510087337","0.998528588609361","0.090808323126878","2.43719403547615e-08","0.000161956937869467","0.632313191366103","0.997561960307366","0.00145663781349481","0.9979866984988","0.00588051353260099","3.21143112103073e-12","0.28383624858289","0.99997444920827","0.405970692916768","0.257239604970151","9.84466106812576e-06","2.16495516947024e-06","7.04620456426497e-08","0.99984959166157","0.00363852904284978","0.000623793733247946","0.00222617938618186","0.0335084470818384","0.999981728473009","0.816923355502288","4.22994972382185e-13","5.45519992511956e-08","1.03175246124465e-11","5.09614572763439e-11","2.5171087436604e-10","0.000131147345568183","0.541364506570848","0.629384082935941","0.622369265935428","0.981533888247106","0.731578207762274","0.0329412541692582","0.000859780205081484","1.18639681909727e-05","0.00196404128726491","4.21884749357559e-15","0.00934948530902058","3.5527136788005e-15","0","0.998589020842495"
"252","2.24863461184555e-10","0.99792813264395","0.999957280478183","0.00235781918414235","0.739940408451913","0.999666880979141","0.999999959267355","0.407223660451448","0.905676130235436","0.9999997806077","0.997780380676329","0.432063737172939","0.999987559426407","0.999999718821451","0.997104961013238","0.920877762151232","0.999983132638369","0.999999999999999","1.48769885299771e-14","0.074112627721155","1.48769885299771e-14","1.40806699633345e-10","0.510561314676837","0.00015681300500836","0.993369415161838","4.4508389174247e-07","0.993369415161838","0.866636084586702","0.00298594852557399","0.998616037285058","0.0866323423002656","2.22334775035193e-08","0.000150617152186339","0.620298859177482","0.997481705607408","0.00132899816224341","0.997892777796601","0.00558609194222326","2.85238499486695e-12","0.29096497508357","0.999973616546243","0.394541653149374","0.24703683487103","9.21962783351216e-06","2.0217253331456e-06","6.4795893539582e-08","0.999832790161459","0.00339862763731491","0.000583406283549803","0.00209161610240838","0.0316986016343187","0.999983511338861","0.809614407657973","3.65707464311527e-13","4.92289358167142e-08","8.92308449351731e-12","4.40738556761744e-11","2.17691864534686e-10","0.000121613072384896","0.53135018837433","0.613281475817984","0.6297345846554","0.981042202260086","0.724050573317197","0.0311189854980447","0.000808203901273785","1.11180587071269e-05","0.00186879911330973","3.5527136788005e-15","0.00879795360730951","3.10862446895044e-15","0","0.998652569357467"
"253","1.9447288224228e-10","0.998031606762275","0.999956237021428","0.00223218767363687","0.746154773454164","0.999659468447096","0.999999962396422","0.416014927410082","0.902768366101903","0.999999796159881","0.997689379557351","0.440299187284488","0.999988357188009","0.999999746934121","0.997271131497972","0.917466868854332","0.999984173170481","0.999999999999999","1.28785870856518e-14","0.0710227940889002","1.28785870856518e-14","1.25064847367184e-10","0.4984627865363","0.000145833331025247","0.992812794124098","4.01653606041386e-07","0.992812794124098","0.87603095506159","0.00280558949154297","0.998698295500918","0.0826309479710341","2.02826495598885e-08","0.00014007123631965","0.608135243789118","0.997398815994577","0.00121252950848905","0.997794485367669","0.00530633257088386","2.53352894219461e-12","0.298198193864741","0.999972756749747","0.383226794086061","0.237109551299648","8.63427734365541e-06","1.8879713268305e-06","5.95853806295565e-08","0.999825837801312","0.003174493404694","0.000545632286736208","0.00196517058945311","0.0299834762856416","0.999985120242058","0.80208435839441","3.1641356201817e-13","4.44252852283e-08","7.71716024416946e-12","3.81172871044555e-11","1.88270288248304e-10","0.000112771852592619","0.521310555051265","0.596927298632201","0.63704002732441","0.980537684038599","0.716393671398166","0.0293944583732794","0.000759719192758856","1.04190454344177e-05","0.00177816728544733","3.10862446895044e-15","0.00827868519828945","2.66453525910038e-15","0","0.998713259424813"
"254","1.68189462357304e-10","0.99812992281445","0.999955168078593","0.00211323599843072","0.752270357095917","0.999651891029546","0.999999965285115","0.424859955963687","0.899780882171053","0.999999810609606","0.997594656520783","0.448567630067601","0.999989103793076","0.999999772236044","0.997427788674463","0.913922679166908","0.999985149514073","1","1.11022302462516e-14","0.0680523107833433","1.11022302462516e-14","1.11082698595055e-10","0.486366058214372","0.000135622323444995","0.992209812581751","3.62461148539772e-07","0.992209812581751","0.884851935677929","0.00263609580683066","0.99877567055179","0.0787984263188246","1.85029925825475e-08","0.000130263628475902","0.595835857404354","0.997313205420606","0.00110625644522688","0.997691618645492","0.0050405129257961","2.25020002631027e-12","0.305533741879085","0.999971868934583","0.372037036278758","0.227460687567085","8.08609022218132e-06","1.76306624921629e-06","5.47938673323145e-08","0.999818596423829","0.0029650965003607","0.0005103028063983","0.00184635500699348","0.0283584338807236","0.999986572156478","0.794332140964292","2.73558953267639e-13","4.00903643615891e-08","6.67421673483659e-12","3.29656302255898e-11","1.62825308791525e-10","0.000104573318579604","0.511253677037029","0.580354753348405","0.644282750806599","0.980020012671153","0.708609812989991","0.0277627612548415","0.000714141036438409","9.7639800127336e-06","0.00169192341157454","2.66453525910038e-15","0.00778982392748162","2.22044604925031e-15","0","0.998771219294327"
"255","1.45458312061919e-10","0.998223336980785","0.999954073027244","0.00200061046247879","0.758286334079786","0.999644145061338","0.9999999679519","0.43375336268642","0.896712108618727","0.999999824035026","0.997496060093772","0.456864602057365","0.999989802521956","0.999999795008241","0.997575474437824","0.910241182572871","0.999986065628702","1","9.54791801177635e-15","0.0651973467631334","9.54791801177635e-15","9.86639658862032e-11","0.47428528123533","0.000126126183465081","0.991556673211538","3.27093001573076e-07","0.991556673211538","0.893121837564359","0.00247681628737784","0.998848451629673","0.075129103951235","1.68794879185086e-08","0.000121142653519146","0.583414876796755","0.99722478505798","0.00100928835243497","0.997583965765723","0.00478794536420613","1.99862348893021e-12","0.31296926876652","0.999970952187744","0.360982780030985","0.218092223056512","7.57270703766189e-06","1.64642467215259e-06","5.03876599333708e-08","0.999811054018692","0.00276947352401269","0.000477259803938535","0.00173471061126607","0.0268190303439007","0.999987882399915","0.78635715439445","2.36699548850083e-13","3.61784351365912e-08","5.77227154963111e-12","2.85103052277691e-11","1.4081913413122e-10","9.69707616628179e-05","0.501187680500705","0.563598968307027","0.651460022089146","0.979488859974238","0.70070157261097","0.026219193485947","0.000671295432836172","9.15009943669443e-06","0.00160985575351413","2.22044604925031e-15","0.00732961685028477","1.99840144432528e-15","0","0.99882657149023"
